FirstName,LastName,Gender,DateofBirth,FatherFirstName,FatherLastName,FatherOccupation,MotherFirstName,MotherLastName,MotherOccupation
Ernest,TAYLOR,M,1720-04-08,John,TAYLOR,mason,Elizabeth,PICKTON,farmer
Eliza,HARD,F,1725-11-27,George,HARD,mason,Annie,HUTTON,blacksmith
Thomas,WHARTON,M,1733-08-28,Ronald,WHARTON,merchant,Mary,OLIVER,"royal marines, private"
Mary,LAWSLEY,F,1729-12-20,James,LAWSLEY,poulterer,Margaret,MCNAB,bus conductor
Donald,GREEN,M,1722-11-07,James,GREEN,smith,Jane,WILLIAMS,brickmaker
Charlotte,TUCKER,F,1721-06-29,James,TUCKER,blacksmith,Margret,MOUNTFORD,master mariner
Joseph,FOX,M,1729-09-17,William,FOX,mariner,Jane,REYNOLDS,jailor
Jessie,DERBY,F,1726-01-31,Hugh,DERBY,stonemason,Isabella,CURD,silk dyer
Nellie,ENGLISH,F,1722-06-19,Robert,ENGLISH,tailor,Margaret,CHALMERS,carriage works tinsmith
Elizabeth,BOLAND,F,1723-11-12,James,BOLAND,blacksmith,Agnes,LEES,master mariner
William,LYONS,M,1724-08-01,Edward,LYONS,chemist and druggist,Susanah,NOTT,builder
James,BOND,M,1736-01-14,James,BOND,delver,Margt,CRAUFORD,joiner
Catherine,ROGERS,F,1722-01-09,James,ROGERS,servant,Mary,ELDRED,"manager, tile factory"
Isabella,HILL,F,1731-07-15,John,HILL,chainmaker,Mary,HOWEL,boilermaker
Betsy,MARCH,F,1729-12-18,Andrew,MARCH,bricklayer,Margaret,MITCHELL,domestic servant
Alexr,BURNETT,M,1728-05-09,John,BURNETT,collier,Amelia,JACKSON,"fireman,"
Agnes,TAYLOR,F,1722-05-15,William,TAYLOR,officer of customs & excise (docks),Isabella,EVANS,mechanical engineering worker (skilled)
James,DAVIES,M,1727-09-01,Mark,DAVIES,transport rider,Elizabeth,SPRINGETT,cabinet maker
Sarah,BACKHOUSE,F,1725-10-14,Thomas,BACKHOUSE,ag lab,Jane,DAVIDSON,"assistant secretary, museum"
Alice,SMITH,F,1724-04-23,Hugh,SMITH,potter,Isabella,SPRAGG,engine driver (british rail)
Helen,SMITH,F,1724-04-23,Hugh,SMITH,potter,Isabella,SPRAGG,engine driver (british rail)
Jessie,PERRY,F,1727-11-16,John,PERRY,coal miner,Jane,BINGHAM,house parlour maid
Elizabeth,TAYLOR,F,1725-06-11,John,TAYLOR,mason,Elizabeth,PICKTON,farmer
Annie,CALVERT,F,1723-10-26,Alexr,CALVERT,shoemaker,Janet,HENDELL,waterman
Ann,BENN,F,1724-02-25,Charles,BENN,domestic servant,Jane,HOWARTH,farm labourer
James,WILLIAMS,M,1726-11-08,David,WILLIAMS,cab proprietor,Elizabeth,RAE,cheesemonger
Jessie,MORRISON,F,1727-11-27,William,MORRISON,miller,Jessie,HARRISON,painter
Andrew,DAUKES,M,1727-10-30,James,DAUKES,carter,Anne,REDFORDS,gardener
Annie,THOMAS,F,1726-08-06,Samuel,THOMAS,landowner,Christina,GREENAWAY,nurseryman
Jane,STEPHENS,F,1725-09-05,Wm,STEPHENS,riding master,Janet,KNOW,secretary
Rachael,STEPHENS,F,1725-09-05,Wm,STEPHENS,riding master,Janet,KNOW,secretary
Ann,TONGE,F,1728-01-09,John,TONGE,parish clerk,Sophia,ROBINSON,locksmith
Ella,TUCKER,F,1724-11-15,James,TUCKER,blacksmith,Margret,MOUNTFORD,master mariner
David,FLINT,M,1728-07-22,Robert,FLINT,farmer,Jane,MORISON,grocer
Betsy,BOWMAN,F,1724-12-14,Hugh,BOWMAN,draper,Jane,TREDWIN,clerk
Mary,CORNER,F,1731-05-30,Donald,CORNER,chargehand/foreman,Marion,SCHOLES,bootmaker
Sarah,WALLER,F,1726-06-06,Robert,WALLER,hawker,Caloline,SMITH,farmer
Louisa,ROBINSON,F,1731-10-21,James,ROBINSON,shoemaker,Annie,STONE,coal miner
David,PHILLIPS,M,1726-11-01,John,PHILLIPS,textile worker,Ellen,SHINN,mariner
John,WHATTON,M,1729-10-02,John,WHATTON,carpenter,Elisabeth,STEPHENSON,mariner
Thomas,BAKER,M,1731-06-24,William,BAKER,cordwainer,Elizebath,HALL,ag lab
George,HOLLAND,M,1728-03-05,Willia,HOLLAND,lt rn,Agnes,MAGRATH,stone cutter
Henry,ROGERS,M,1725-07-06,James,ROGERS,servant,Mary,ELDRED,"manager, tile factory"
David,TAYLOR,M,1727-01-27,William,TAYLOR,officer of customs & excise (docks),Isabella,EVANS,mechanical engineering worker (skilled)
Margaret,ENGLISH,F,1730-06-11,Robert,ENGLISH,tailor,Margaret,CHALMERS,carriage works tinsmith
Jane,HALL,F,1727-12-16,Daniel,HALL,forgeman,Jane,LATINDIE,gentleman
Agnes,MCCRAE,F,1729-03-02,Henry,MCCRAE,servant,Jane,WALTERS,gardener
Bella,SCAUTLEBURG,F,1740-05-26,Alexander,SCAUTLEBURG,secretary,Maggie,HAMPDEN,ag lab
Jean,RAND,F,1740-09-07,David,RAND,shipwright,Jane,FREELING,printer
Mary,BENSON,F,1748-03-08,Alexander,BENSON,coachman/groom,Jessie,HARRIS,foreman (boot making)
Thomas,BURT,M,1728-10-30,John,BURT,currier,Georgina,HUNTER,file cutter
Mary,MCALLISTER,F,1735-11-28,Adam,MCALLISTER,stonemason,Mary,ATKIN,cook and housekeeper
James,BECK,M,1740-03-25,Malcolm,BECK,builder,Kate,FELL,farmer
James,STEDMAN,M,1732-01-27,David,STEDMAN,coal miner,Helen,HART,cutter
Grace,GREEN,F,1729-12-30,James,GREEN,smith,Jane,WILLIAMS,brickmaker
Margaret,ADAMSON,F,1729-03-20,Andrew,ADAMSON,weaver,Isabella,GIBSON,fitter and turner
John,HUNTLEY,M,1735-09-12,Samuel,HUNTLEY,shepherd,Jane,BAKER,coal miner
David,ROGERS,M,1730-08-08,Kenneth,ROGERS,iron moulder,Margaret,SMITH,licensed victualler
Margaret,DYER,F,1727-09-13,David,DYER,painter,Alice,ANDERSON,vinegar merchant
Jeannie,FAIR,F,1726-03-30,James,FAIR,thatcher,Mary,NORSK,crane driver
William,RACKHAM,M,1734-01-13,Alexander,RACKHAM,shoemaker,Janet,WALLACE,plasterer
Jessie,GRETTON,F,1730-03-06,Andrew,GRETTON,shepherd,Helen,FERDINAND,blacksmith
Robert,SPENCE,M,1731-02-22,David,SPENCE,provision dealer,Margaret,MANNING,bootmaker
David,SKEAD,M,1731-02-11,Alexander,SKEAD,tailor,Helen,PEPPERELL,broker
Robt,HARTLEY,M,1735-04-28,William,HARTLEY,labourer,Jane,YARLEY,labourer
Mary,KEARSLEY,F,1732-02-16,Archibald,KEARSLEY,grocer,Ann,DOW,labourer
Matthew,MCDONALD,M,1729-09-21,Andrew,MCDONALD,labourer,Janet,HAYES,grocer's assist.
Barbara,WRIGHT,F,1732-09-11,Andrew,WRIGHT,blacksmith,Janet,MARLES,engineer
George,CALVERT,M,1726-05-31,Alexr,CALVERT,shoemaker,Janet,HENDELL,waterman
John,ADAMSON,M,1736-03-14,George,ADAMSON,lady's maid,Jane,HARRISS,plasterer
Archibald,BOLAND,M,1728-11-05,James,BOLAND,blacksmith,Agnes,LEES,master mariner
Hugh,CARTER,M,1737-01-06,Robert,CARTER,servant,Emma,SELKIRK,fisherman
Agnes,OXLEE,F,1735-02-24,Robert,OXLEE,farmer and land owner,Rebecca,DYSON,lab
Mary,TUSTIN,F,1732-08-05,Robert,TUSTIN,ag lab,Martha,DUPLOCK,farrier
Daniel,SPIRES,M,1728-08-05,John,SPIRES,tailor,Joann,GRINDROD,labourer
James,ODEY,M,1729-08-13,Peter,ODEY,cafe proprietor,Matilda,FARBROTHER,servant
John,BENN,M,1727-05-23,Charles,BENN,domestic servant,Jane,HOWARTH,farm labourer
Hellen,RICH,F,1732-02-26,James,RICH,time keeper (civil engineering),Isabella,FAGAN,teacher
Mary,DANNILS,F,1729-07-24,Robert,DANNILS,warehouseman,Marion,LOCK,foreman mechanic
Jane,SWANSON,F,1731-09-20,John,SWANSON,sawyer,Joan,RYAN,blacksmith
William,REAKES,M,1734-06-03,Willi,REAKES,labourer,Elizabeth,SCHULEN,fitter at steelplant
Wiliam,SMITH,M,1732-08-29,Hugh,SMITH,potter,Isabella,SPRAGG,engine driver (british rail)
Isabella,DAVIES,F,1731-07-07,James,DAVIES,meal miller,Jessie,RAY,welder
Agnes,FRITH,F,1737-01-11,Malcolm,FRITH,butcher,Margaret,GRAHAM,pawn broker
Alexander,RICHARDSON,M,1728-09-01,Alexander,RICHARDSON,servant,Margaret,CULL,mechanic
Janet,HAWKEN,F,1730-11-07,Alexander,HAWKEN,domestic servant (parlourmaid),Catharine,BENNETT,colliery engineer
William,BUCK,M,1730-10-20,Archibald,BUCK,munitions factory worker,Margaret,REES,senior contract engineer
Duncan,HERNE,M,1730-12-13,John,HERNE,farmer,Elizabeth,JONES,tanner
Jane,LIFTON,F,1727-08-05,James,LIFTON,gilder,Margaret,HOLLIWELL,carpenter
Ellen,LYONS,F,1731-12-24,Edward,LYONS,chemist and druggist,Susanah,NOTT,builder
Mary,SNOOK,F,1730-10-26,Alexr,SNOOK,mercantile clerk,Margaret,THOMAS,bootcloser
Jane,TUCKER,F,1726-01-28,James,TUCKER,blacksmith,Margret,MOUNTFORD,master mariner
Jane,OFFLER,F,1728-06-01,Charles,OFFLER,labourer,Mary,WELLS,miner
Agnes,BOWMAN,F,1728-06-02,Hugh,BOWMAN,draper,Jane,TREDWIN,clerk
Helen,PAINE,F,1734-06-17,Edward,PAINE,ag lab,Ellen,LOWSON,seamstress
George,RIEVERTS,M,1736-03-23,Harvey,RIEVERTS,servant,Annie,COOKMAN,farmer
Jas,FULKER,M,1729-02-10,James,FULKER,farmer,Mary,BARBER,coachman
Samuel,HALL,M,1735-10-31,John,HALL,greengrocer,Jane,ALLCOCK,analytical chemist
Mary,CLARKE,F,1731-08-25,Willia,CLARKE,relief stamper,Maggie,HARRIS,farm manager
David,ROGERS,M,1729-10-27,James,ROGERS,servant,Mary,ELDRED,"manager, tile factory"
Thomas,MORRIS,M,1731-03-02,John,MORRIS,farmer,Margaret,MILLER,school attendance officer
Elspet,SHAW,F,1730-06-06,Henry,SHAW,engineer,Elizabeth,DOUR,boatman
Christina,CROOKS,F,1739-08-21,Thomas,CROOKS,farmer,Agnes,LAXTON,gardener
Jeanie,STEPHENS,F,1728-06-18,Wm,STEPHENS,riding master,Janet,KNOW,secretary
Grace,DOWN,F,1732-12-08,George,DOWN,printer,Mary,SHOOTER,tanner
Duncan,MANNING,M,1730-03-05,James,MANNING,quarryman,Mary,TYNE,farmer
George,BACKHOUSE,M,1730-09-15,Thomas,BACKHOUSE,ag lab,Jane,DAVIDSON,"assistant secretary, museum"
Robert,FOSTER,M,1735-08-24,Hugh,FOSTER,labourer,Eliz,TROOP,oriform machinist
David,HARD,M,1740-02-18,George,HARD,mason,Annie,HUTTON,blacksmith
Margaret,MILLER,F,1731-07-01,James,MILLER,jack frame tenter (cotton mill),C,PHILLIPS,domestic servant
Donald,EVANS,M,1748-05-10,Archibald,EVANS,farmer,Catherine,BRAY,labourer
James,HODGSON,M,1734-02-21,Robert,HODGSON,labourer,Jessie,MCCALLUM,cigarette maker
George,FAIR,M,1733-03-03,James,FAIR,thatcher,Mary,NORSK,crane driver
Mary,BARKER,F,1729-12-27,Samuel,BARKER,grocer,Christina,STEWART,warehouseman
Eliza,ROBERTS,F,1735-11-18,Samuel,ROBERTS,domestic cleaner,Christiana,FORRESTER,jeweller
Agnes,GILMOUR,F,1734-02-28,William,GILMOUR,scrap labourer,Isabella,ALLEN,railway clerk
Jessie,BODEN,F,1739-07-03,James,BODEN,servant,Elspet,GARDENER,school master
Lucinda,FOURACRE,F,1731-06-18,John,FOURACRE,shopkeeper,Margaret,MALPAS,weaver
Mary,CHESTERTON,F,1733-11-06,John,CHESTERTON,dockyard policeman,Marjory,MUSTY,stonemason
Annie,JONE,F,1735-06-30,Duncan,JONE,saddler,Jane,PARDOE,gardener
Ann,JONE,F,1735-06-30,Duncan,JONE,saddler,Jane,PARDOE,gardener
Alexander,CALVERT,M,1729-11-25,Alexr,CALVERT,shoemaker,Janet,HENDELL,waterman
Jessie,WALLER,F,1731-01-28,Robert,WALLER,hawker,Caloline,SMITH,farmer
Annie,VICKERS,F,1729-11-22,Wm,VICKERS,glassmaker,Mary,WHITTLE,blacksmith
Will,LONDON,M,1734-01-06,John,LONDON,farmer,Ann,PASSMORE,map and print colourer
John,STURGESS,M,1741-01-26,Patrick,STURGESS,shoe finisher,Annie,FORRESTER,steel erector
Annie,RAMSDEN,F,1735-06-04,Will,RAMSDEN,railway guard,Elen,WEBESTER,master butcher
Euphema,THOMAS,F,1731-06-11,Samuel,THOMAS,landowner,Christina,GREENAWAY,nurseryman
Mary,PHILLIPS,F,1734-11-30,John,PHILLIPS,textile worker,Ellen,SHINN,mariner
Colin,WILLIAMS,M,1734-03-27,David,WILLIAMS,cab proprietor,Elizabeth,RAE,cheesemonger
Mary,MORAN,F,1735-09-26,Thomas,MORAN,ships carpenter,Elizabeth,BARSBY,bricklayer
John,DAVIES,M,1736-09-19,William,DAVIES,shop owner,Mary,PAWSEY,iron merchant
Jessie,THOMAS,F,1734-01-26,Matthew,THOMAS,farmer,Margaret,GILL,domestic servant
Robert,QUARLE,M,1736-03-27,James,QUARLE,farm labourer,Mary,BARRETT,laundress
Jessie,DICKENSON,F,1735-02-04,James,DICKENSON,yeoman  farmer,Martha,RISPIN,"box tenter, woollen mill"
Catherine,BELL,F,1739-06-02,John,BELL,lab,Helen,HARDCASTLE,carpenter
Robert,TAYLOR,M,1730-11-11,William,TAYLOR,officer of customs & excise (docks),Isabella,EVANS,mechanical engineering worker (skilled)
Charles,SAUNDERSON,M,1731-11-15,William,SAUNDERSON,mariner,Mary,WETHERELL,farm labourer
Jane,PETERS,F,1732-03-28,Caldwell,PETERS,farmer,Maggie,NORTH,boiler maker
Willia,BENN,M,1733-03-05,Charles,BENN,domestic servant,Jane,HOWARTH,farm labourer
Georgina,LOCH,F,1733-12-04,Alfred,LOCH,steam roller driver,Annie,MCMILLAN,miller
Catherine,CHAPLIN,F,1738-07-06,William,CHAPLIN,weaver,Ann,BROWNLIE,policeman
Janet,LIFTON,F,1729-11-26,James,LIFTON,gilder,Margaret,HOLLIWELL,carpenter
Elizbeth,EDWARD,F,1732-05-13,Samuel,EDWARD,farmer,Helen,DAWSON,"builder, master (dockyards)"
Robt,DAVIES,M,1733-12-28,Mark,DAVIES,transport rider,Elizabeth,SPRINGETT,cabinet maker
Alexander,DAVIES,M,1733-12-28,Mark,DAVIES,transport rider,Elizabeth,SPRINGETT,cabinet maker
William,DAVIES,M,1733-12-28,Mark,DAVIES,transport rider,Elizabeth,SPRINGETT,cabinet maker
Malm,DAVIES,M,1733-12-28,Mark,DAVIES,transport rider,Elizabeth,SPRINGETT,cabinet maker
James,HEATLEY,M,1732-09-01,Archbald,HEATLEY,head brewer,Harriet,SUTCLIFFE,commercial traveller
Maggie,DYER,F,1733-04-05,David,DYER,painter,Alice,ANDERSON,vinegar merchant
Marion,DAUKES,F,1730-03-02,James,DAUKES,carter,Anne,REDFORDS,gardener
Robert,PERRY,M,1740-08-07,John,PERRY,coal miner,Jane,BINGHAM,house parlour maid
George,MORRISON,M,1739-03-06,William,MORRISON,miller,Jessie,HARRISON,painter
Mary,SIMON,F,1734-08-16,George,SIMON,soldier,Jessie,BROWN,thatcher
Rob,HALL,M,1733-07-08,Daniel,HALL,forgeman,Jane,LATINDIE,gentleman
Margaret,TONGE,F,1736-03-04,John,TONGE,parish clerk,Sophia,ROBINSON,locksmith
Ruth,MORTIMER,F,1732-04-27,John,MORTIMER,telephone engineer - g.p.o.,Elizth,LYNALL,dressmaker
Thos,CHADWICH,M,1732-01-11,Charles,CHADWICH,engineer,Maggie,JONES,cabinet maker
Helen,CHADWICH,F,1732-01-11,Charles,CHADWICH,engineer,Maggie,JONES,cabinet maker
Maggie,GARDNER,F,1737-05-24,William,GARDNER,house carpenter,Elizabeth,HANOLD,house agent
Sarah,HOLLAND,F,1732-10-10,Willia,HOLLAND,lt rn,Agnes,MAGRATH,stone cutter
Jane,MUNDELL,F,1734-06-30,John,MUNDELL,labourer,Margaret,REAKES,farmer
Margaret,ANDERSON,F,1732-09-28,Patrick,ANDERSON,farmer,Ann,MOON,police constable
James,ROBERTS,M,1745-06-01,Robert,ROBERTS,farmer,Mary,RODGERS,labourer
George,BOYLE,M,1736-03-12,Hector,BOYLE,iron works manager,Agnes,WATON,labourer
Agnes,FLETCHER,F,1734-09-26,Andrew,FLETCHER,bleacher,Ann,COOK,shop assistant in greengrocer's
Isabella,TODD,F,1745-11-27,James,TODD,timber merchant,Ann,ELLIS,farm labourer
Alexander,STIVEY,M,1735-07-19,Edmund,STIVEY,butcher,Jane,LAWSON,gas works labourer
Agnes,OVENDEN,F,1736-01-11,David,OVENDEN,grazier,Jane,CRICK,butcher
Catherine,BURNETT,F,1736-12-14,John,BURNETT,collier,Amelia,JACKSON,"fireman,"
Jessie,OFFLER,F,1735-07-27,Charles,OFFLER,labourer,Mary,WELLS,miner
Marion,BOWMAN,F,1733-03-07,Hugh,BOWMAN,draper,Jane,TREDWIN,clerk
Mary,KENNETT,F,1732-06-05,Robert,KENNETT,foreman fire service,Janet,SHAW,lab
Thomas,STEPHENS,M,1731-02-18,Wm,STEPHENS,riding master,Janet,KNOW,secretary
Isabella,FLINT,F,1735-06-10,Robert,FLINT,farmer,Jane,MORISON,grocer
Williamina,SPIRES,F,1732-08-29,John,SPIRES,tailor,Joann,GRINDROD,labourer
John,BROWN,M,1734-04-08,John,BROWN,lab,Mary,LEES,horsekeeper
Annie,RICHARDSON,F,1733-04-08,Alexander,RICHARDSON,servant,Margaret,CULL,mechanic
Donald,BURT,M,1732-11-27,John,BURT,currier,Georgina,HUNTER,file cutter
John,CHANNAR,M,1740-01-02,Duncan,CHANNAR,carpenter,Helen,SMITH,smith
Ann,THOMPSON,F,1733-10-31,Jas,THOMPSON,butcher,Elizabeth,HISCOCKS,shear striker
Mary,BOLAND,F,1733-11-09,James,BOLAND,blacksmith,Agnes,LEES,master mariner
Jessie,WALLER,F,1737-12-27,John,WALLER,farmer,Mary,KERR,gardener
Terrace,MOORE,M,1732-05-19,Thomas,MOORE,tailor,Ketty,MANN,tanner
Donald,JENNINGS,M,1738-10-29,Duncan,JENNINGS,coastguard,Janet,GREASELEY,mariner
Dugald,FULKER,F,1738-09-01,James,FULKER,farmer,Mary,BARBER,coachman
Hugh,BROWN,M,1731-08-07,James,BROWN,bricklayer,Matilda,TILLE,labourer
Mary,WOOTTON,F,1735-01-29,George,WOOTTON,secretary,Jane,ELWORTHY,stonemason
John,MCCRAE,M,1736-04-17,Henry,MCCRAE,servant,Jane,WALTERS,gardener
John,LEE,M,1752-07-29,Thomas,LEE,puddler (at iron works),Janet,VOYER,seaman
Mary,ADAMSON,F,1736-04-16,Andrew,ADAMSON,weaver,Isabella,GIBSON,fitter and turner
Margaret,NIMMO,F,1738-03-20,John,NIMMO,farmer,Mary,ROBERTS,bottlemaker
William,CLEMO,M,1735-04-28,Charles,CLEMO,ag lab,Sarah,BROWN,grocer
Robert,MINTO,M,1740-05-30,John,MINTO,ag lab,Elizabeth,HOBERTON,straw plaiter
Elizabeth,CLARK,F,1733-08-01,Patrick,CLARK,farmer,Elizabeth,SLITH,"clerk, railway works"
John,HARRIS,M,1737-04-22,John,HARRIS,file cutter,Margret,MITCHELL,labourer
Alexander,DANNILS,M,1734-12-27,Robert,DANNILS,warehouseman,Marion,LOCK,foreman mechanic
Alexr,ODEY,M,1736-03-28,Peter,ODEY,cafe proprietor,Matilda,FARBROTHER,servant
William,STRUIGER,M,1736-11-07,Hugh,STRUIGER,miner,Margaret,CROSSIAN,typist
Hugh,FOX,M,1743-09-15,William,FOX,mariner,Jane,REYNOLDS,jailor
Hannah,MCDONALD,F,1732-11-11,Andrew,MCDONALD,labourer,Janet,HAYES,grocer's assist.
James,WHATTON,M,1736-03-29,John,WHATTON,carpenter,Elisabeth,STEPHENSON,mariner
Jane,CORBY,F,1737-11-05,Daniel,CORBY,labourer,Janet,ASPREAL,joiner
Jean,TEASDALE,F,1746-01-16,James,TEASDALE,labourer,Elspeth,SLATARD,farmer
James,ROGERS,M,1734-09-25,James,ROGERS,servant,Mary,ELDRED,"manager, tile factory"
Peter,HAMPTON,M,1737-06-13,Alexander,HAMPTON,labourer,Rebecca,DAVIES,manager of newsagent/tobacconist
Will,TAYLOR,M,1736-02-09,John,TAYLOR,mason,Sarah,MASLIN,clerk
Samuel,VICKERS,M,1734-09-01,Wm,VICKERS,glassmaker,Mary,WHITTLE,blacksmith
Malcom,CALVERT,M,1734-07-21,Alexr,CALVERT,shoemaker,Janet,HENDELL,waterman
Elizabeth,LIFTON,F,1734-05-04,James,LIFTON,gilder,Margaret,HOLLIWELL,carpenter
David,JONES,M,1744-07-24,Alexanda,JONES,blacksmith,Mary,NICHOLLS,twister
Margaret,MARCH,F,1739-05-08,Andrew,MARCH,bricklayer,Margaret,MITCHELL,domestic servant
Samuel,BARKER,M,1735-02-28,Samuel,BARKER,grocer,Christina,STEWART,warehouseman
Stewart,GREEN,M,1738-02-09,James,GREEN,smith,Jane,WILLIAMS,brickmaker
James,DAUKES,M,1736-02-16,James,DAUKES,carter,Anne,REDFORDS,gardener
Thomas,MANNING,M,1739-08-15,James,MANNING,quarryman,Mary,TYNE,farmer
Eliza,GRETTON,F,1734-04-11,Andrew,GRETTON,shepherd,Helen,FERDINAND,blacksmith
Agnes,WEDLOCK,F,1736-02-14,John,WEDLOCK,clay tobacco pipe maker,Agnes,DUDLEY,labourer
Jane,HORSNALL,F,1739-10-17,Joseph,HORSNALL,shoe shop manageress,Thos,BRADDISH,hotel keeper
Jane,ANDREWS,F,1733-10-30,David,ANDREWS,railway inspector,Agnes,FORMAN,pattern maker
Grace,SMITH,F,1752-07-27,James,SMITH,ladies companion,Jane,DAVIDGE,farmer
James,COLES,M,1736-06-22,Robert,COLES,watchmaker,Margaret,EVANS,gentleman
William,COLES,M,1736-06-22,Robert,COLES,watchmaker,Margaret,EVANS,gentleman
Mary,ROWAN,F,1739-07-25,Christopher,ROWAN,reeler,Maria,LONG,clerk
Alexander,SUMMERS,M,1735-12-07,Dugald,SUMMERS,labourer,Mary,DUFF,lab
John,ENGLISH,M,1739-11-18,Robert,ENGLISH,tailor,Margaret,CHALMERS,carriage works tinsmith
Edward,FINLAY,M,1735-02-24,James,FINLAY,clothier,Marion,WESTERN,printers machine ruler
Thomas,HONES,M,1737-07-26,Alexander,HONES,butcher,Therese,CONNELL,shop assistant
Lillias,HUGHES,F,1740-10-23,James,HUGHES,cottager,Agnes,SAMBROOK,boot and shoe maker
James,JEPSON,M,1739-07-17,Samuel,JEPSON,carter,Janet,ADDIS,miner
Alexander,BERRY,M,1732-12-05,Alexander,BERRY,farm labourer,Gorgenia,HAHICK,stone mason
Donald,GREEN,M,1745-06-29,William,GREEN,fustian cutter,Marion,BELL,cafe proprietor
Robert,BACKHOUSE,M,1735-11-19,Thomas,BACKHOUSE,ag lab,Jane,DAVIDSON,"assistant secretary, museum"
Eliza,GRAY,F,1734-09-17,William,GRAY,colliery checkweighman,Jane,SHANKS,servant
William,GREIG,M,1741-05-09,Thomas,GREIG,whitefisher,Sohia,SMITH,lab
Margaret,SNOOK,F,1732-03-10,Alexr,SNOOK,mercantile clerk,Margaret,THOMAS,bootcloser
Cather,DERBY,F,1746-05-08,Hugh,DERBY,stonemason,Isabella,BALDWIN,dressmaker
Peter,ASHFORD,M,1736-05-28,Allan,ASHFORD,refreshment contractor,Maggie,PIERCE,labourer
Christian,HAWKEN,F,1735-09-09,Alexander,HAWKEN,domestic servant (parlourmaid),Catharine,BENNETT,colliery engineer
Martha,TAYLOR,F,1733-09-23,William,TAYLOR,officer of customs & excise (docks),Isabella,EVANS,mechanical engineering worker (skilled)
Cathrine,ASTILE,F,1738-06-28,Daniel,ASTILE,labourer,Agnes,WEST,carpenter
Isabella,HERNE,F,1734-07-25,John,HERNE,farmer,Elizabeth,JONES,tanner
George,LANGLEY,M,1736-09-02,James,LANGLEY,stonecutter,Jemima,CRACKRICH,customs officer
George,WALLER,M,1736-04-13,Robert,WALLER,hawker,Caloline,SMITH,farmer
Wm,SKEAD,M,1735-08-04,Alexander,SKEAD,tailor,Helen,PEPPERELL,broker
John,STEPHENS,M,1735-10-15,Wm,STEPHENS,riding master,Janet,KNOW,secretary
Jane,SPENCE,F,1736-09-13,David,SPENCE,provision dealer,Margaret,MANNING,bootmaker
Agnes,SPENCE,F,1736-09-13,David,SPENCE,provision dealer,Margaret,MANNING,bootmaker
John,MCDERMID,M,1736-06-10,James,MCDERMID,dentists assistant,Janet,SMITH,husbandman
James,MORRIS,M,1736-05-23,John,MORRIS,farmer,Margaret,MILLER,school attendance officer
Elizabeth,WINTERBOTTOM,F,1740-01-10,John,WINTERBOTTOM,chairmaker,Jean,GRIFFIN,coach proprietor
John,MAKEPIECE,M,1738-12-10,George,MAKEPIECE,dressmaker,Eliza,HUMBLE,bricklayer
