rec-id,FirstName,LastName,Gender,DateofBirth,FatherFirstName,FatherLastName,FatherOccupation,MotherFirstName,MotherLastName,MotherOccupation
rec-17-org,Maryu,BEARDHALL,F,1726-03-21,David,BEARDHALL,farmer,Margaret,MORGAN,weaver
rec-18-org,Arthur,LONGTON,M,1719-09-15,Joseph,LONGTON,mason,Delia,SCOFFIELD,doctor of physics
rec-19-org,William,STUART,M,1721-05-21,George,STUART,ag worker,Mary,SPENSER,carpenter
rec-20-org,John,MANSON,M,1716-08-05,William,MANSON,farmer,Mary,HARMITT,gardener
rec-21-org,Thomas,BURNET,M,1717-03-07,George,BURNET,market gardener,Elizabeth,NUTBROWN,farmer
rec-22-org,Donald,CAMPBELL,M,1719-06-04,Donald,CAMPBELL,labourer,Marion,REYNOLDS,civil engineer
rec-23-org,Helen,WELES,F,1717-12-28,John,WELES,tailor,Janet,DAY,grinder
rec-24-org,David,ODELL,M,1725-05-28,David,ODELL,mason,Isabella,CATER,farmer
rec-25-org,Alexander,GRUB,M,1725-05-11,Alexander,GRUB,tailoress,Eliza,WATERS,domestic servant
rec-26-org,Mary,SMITH,F,1719-01-21,Margaret,SMITH,newsagent,Christina,HASKELL,spring knife cutler
rec-27-org,Janet,FEILDING,F,1721-11-02,Henry,FEILDING,actor manager,Isabella,KIMBER,egg packer
rec-28-org,James,MONDAY,M,1722-04-11,James,MONDAY,general servant,Isabella,WYNNE,farmer
rec-29-org,Thomas,DEPLEDGE,M,1723-02-21,Arthur,DEPLEDGE,straw plaiter,Agnes,WALLIS,sailor
rec-30-org,Jane,MARKS,F,1720-03-31,John,MARKS,weaver,Margt,ROUTLESS,labourer
rec-31-org,Ann,SAYER,F,1744-04-17,David,SAYER,publican,Jessie,SCOTT,bricklayer
rec-32-org,John,SPERRING,M,1723-11-07,Alexander,SPERRING,registrar probably mistaken in putting 'railway' p,Janet,INIGS,joiner
rec-33-org,Agnes,WILSON,F,1718-12-25,William,WILSON,ag lab,Elizabeth,POPPLEWELL,tutor
rec-34-org,Agnes,EDWARDS,F,1723-03-21,Robert,EDWARDS,fireman,Helen,MEYRICK,joiner
rec-35-org,William,DICKMAN,M,1733-11-30,David,DICKMAN,weaver,May,HOLT,shoemaker
rec-36-org,Mary-Ann,DAVIES,F,1723-01-22,John,DAVIES,commercial clerk,Janet,PAWSEY,farm lab
rec-37-org,Francis,BUTTERS,M,1726-03-01,Willi,BUTTERS,ploughman,Bethia,CRICH,labourer
rec-38-org,William,WILLS,M,1722-10-19,William,WILLS,lab,Margaret,BARNES,traveller
rec-39-org,William,MALDEN,M,1719-05-09,James,MALDEN,ships clerk,Agnes,MITCHELL,dressmaker
rec-40-org,Agnes,CLAXTON,F,1720-04-01,Thomas,CLAXTON,civil servant,Mary,SEABROOK,mariner (stoker)
rec-41-org,James,WINN,M,1724-04-30,D,WINN,clerk,Margaret,ISHERWOOD,grain merchant
rec-42-org,Alexander,HICK,M,1721-10-28,James,HICK,woollen merchant,Jane,MCCHEYNE,porter
rec-43-org,Elizabeth,SHAFTOE,F,1723-04-17,John,SHAFTOE,chemist,Marion,ALDRED,dressmaker
rec-44-org,Alex,WILLY,M,1722-09-30,William,WILLY,miner,Isabella,FLINNIS,aircraft designer
rec-45-org,Robert,MANSON,M,1723-09-30,William,MANSON,farmer,Mary,HARMITT,gardener
rec-46-org,John,MANSON,M,1723-09-30,William,MANSON,farmer,Mary,HARMITT,gardener
rec-47-org,Robert,BROWN,M,1720-12-06,William,BROWN,teacher,Jane,SWINDLES,mechanic
rec-48-org,Thomas,DIUSDALL,M,1729-06-12,John,DIUSDALL,farmer,Jane,NICHOLSON,printers compositor
rec-49-org,Margaret,STACY,F,1722-05-30,William,STACY,railway traffic inspector,Jane,SAWREY,contractor
rec-50-org,Agnes,PIPER,F,1724-04-17,William,PIPER,engineer,Jane,TRAYNOR,railway porter
rec-51-org,Thomas,PIPER,M,1724-04-17,William,PIPER,engineer,Jane,TRAYNOR,railway porter
rec-52-org,Catherine,CHAPMAN,F,1727-05-02,William,CHAPMAN,domestic cook,Isabella,POTTER,labourer
rec-53-org,John,HYND,M,1723-07-18,Austin,HYND,station master,Euphemia,HARDING,baker
rec-54-org,Mary,BURNET,F,1724-07-24,George,BURNET,market gardener,Elizabeth,NUTBROWN,farmer
rec-55-org,Thomas,BRUCE,M,1724-03-26,William,BRUCE,gas fitter,Christina,SHEPHERD,labourer
rec-56-org,James,HITCHCOCK,M,1722-06-23,Willia,HITCHCOCK,fuel overseer,Georgina,JONES,miner
rec-57-org,Mary,EDWARDS,F,1721-08-21,Thomas,EDWARDS,domestic service,Jessie,HYNDMAN,framework knitter
rec-58-org,Emily,PEARSE,F,1720-12-31,William,PEARSE,shoemaker,Catherine,KENNEDY,flour meal miller
rec-59-org,James,SOUTHWORTH,M,1724-03-14,James,SOUTHWORTH,blacksmith,Catherine,SMITH,smith
rec-60-org,Mary,SMITH,F,1731-01-14,Alexr,SMITH,labourer,Helen,SMITH,provision merchant
rec-61-org,John,WILLER,M,1726-01-30,Thomas,WILLER,schoolmaster,Mary,MUNRO,stonemason
rec-62-org,James,SAFEGUARD,M,1721-12-11,William,SAFEGUARD,labourer,Ellen,HOLLINS,farmer
rec-63-org,Will,BURROWS,M,1734-07-05,James,BURROWS,warehouseman's assistant,Isabella,AYDON,fisherman
rec-64-org,William,WELES,M,1723-03-20,John,WELES,tailor,Janet,DAY,grinder
rec-65-org,Jane,LEE,F,1723-01-24,James,LEE,fuse factory hand,Ann,HATELY,shepherd
rec-66-org,John,MOONEY,M,1723-12-28,James,MOONEY,inspector of streets,Elsie,COWARD,farrier
rec-67-org,John,CHAPMAN,M,1722-11-07,Alexr,CHAPMAN,joiner,Margaret,NEEB,coalminer
rec-68-org,Helen,LEAVENT,F,1726-07-17,John,LEAVENT,farmer,Elizabeth,YOUNG,stone mason
rec-69-org,Joseph,HUGHES,M,1722-05-07,Thomas,HUGHES,army agent,Graham,BARNAGE,cooper
rec-70-org,Thomas,BEAUMONT,M,1725-11-29,James,BEAUMONT,farmer,Jeannie,TYLOR,stationary engineman
rec-71-org,George,DIBDON,M,1723-04-27,Peter,DIBDON,reporter,Ellen,BALMFORTH,estate carpenter
rec-72-org,Thomas,DOWING,M,1722-08-05,Samuel,DOWING,labourer,Elizabeth,SUTTON,farmer
rec-73-org,Agnes,DOWING,F,1722-08-05,Samuel,DOWING,labourer,Elizabeth,SUTTON,farmer
rec-74-org,Walter,WILSON,M,1724-03-22,William,WILSON,ag lab,Elizabeth,POPPLEWELL,tutor
rec-75-org,Rosanah,FINNEY,F,1723-07-30,Gavin,FINNEY,law stationer,Jean,CLARKE,vellum account bookbinder
rec-76-org,John,TURNER,M,1728-08-14,Robert,TURNER,medical practitioner,Jane,PURCELL,farmer
rec-77-org,Thomas,HEARN,M,1729-09-06,Alexander,HEARN,porter,Ann,PURVES,lab
rec-78-org,Alexander,MALDEN,M,1722-11-30,James,MALDEN,ships clerk,Agnes,MITCHELL,dressmaker
rec-79-org,Robert,CAMPBELL,M,1726-03-01,Donald,CAMPBELL,labourer,Marion,REYNOLDS,civil engineer
rec-80-org,Agnes,LANE,F,1722-11-18,Charles,LANE,railway carriage examiner,Jessie,CAPE,pawnbroker
rec-81-org,Margaret,LINFIELD,F,1725-05-14,Robert,LINFIELD,innkeeper,Ann,TURNER,newsagent
rec-82-org,Thos,ROSSBOTTOM,M,1727-08-19,James,ROSSBOTTOM,ag lab,Charlotte,OLIVER,farm lab
rec-83-org,Thomas,LONGTON,M,1727-04-18,Joseph,LONGTON,mason,Delia,SCOFFIELD,doctor of physics
rec-84-org,Michael,DAVIES,M,1729-02-11,Joseph,DAVIES,stone mason,Elizabeth,POLLARD,schoolmaster
rec-85-org,Thomas,HODKINSON,M,1723-10-29,George,HODKINSON,mariner,Margaret,DAVISON,grocer
rec-86-org,Donald,THORN,M,1729-10-18,John,THORN,overseer railway,Alice,SHADWELL,grocer
rec-87-org,Grace,SMITH,F,1724-07-07,John,SMITH,farmer,Margaret,ROBERTSHAW,miner
rec-88-org,Lewis,BURGESS,M,1729-08-05,Robert,BURGESS,printer,Lizzie,ROY,clergyman
rec-89-org,Agnes,MARKS,F,1723-02-27,John,MARKS,weaver,Margt,ROUTLESS,labourer
rec-90-org,Isabella,CLAXTON,F,1722-10-09,Thomas,CLAXTON,civil servant,Mary,SEABROOK,mariner (stoker)
rec-91-org,Mary,SIMMONDS,F,1725-07-12,John,SIMMONDS,farm lab,Jessie,SIMPSON,navy
rec-92-org,Elizabeth,GIBBS,F,1735-04-21,James,GIBBS,army private,Elizabeth,RITCHIE,button maker
rec-93-org,Jane,BRITWELL,F,1729-03-26,Petter,BRITWELL,bottlemaker,Jane,JONES,tailoress
rec-94-org,Elisabeth,COLLINS,F,1725-01-07,William,COLLINS,machinist (coffee mill),Chirsty,MUDDLE,labourer
rec-95-org,Thos,COOPER,M,1724-07-10,Robert,COOPER,jute weaver,Lissie,JOHNSON,"nurse, education authority"
rec-96-org,William,BALDRY,M,1724-01-17,John,BALDRY,newspaper proprietor,Helen,MANTELL,miner
rec-97-org,Ann,MCMILLAN,F,1735-02-18,Alexander,MCMILLAN,bank clerk,Isabella,SMITH,thatcher
rec-98-org,Mickael,HUNT,M,1729-01-04,George,HUNT,shipowner,Mary,BLAIR,farm lab
rec-99-org,Gourlay,TURNER,M,1730-11-21,James,TURNER,lab,Susan,BANGHAM,weaver
rec-100-org,Marion,STOAN,F,1728-05-19,James,STOAN,labourer,Agnes,EMPS,boot and shoe maker
rec-101-org,Ann,HARRISON,F,1731-07-04,William,HARRISON,labourer,Mary,LEE,lacemaker
rec-102-org,Mary,COX,F,1728-05-18,David,COX,ironstone miner,Ann,WAGSTAFF,factory worker
rec-103-org,Charles,WELCH,M,1727-06-10,Stewart,WELCH,overlooker in a factory,Mary,YATES,"school mistress, dame school"
rec-104-org,Alexander,WELCH,M,1727-06-10,Stewart,WELCH,overlooker in a factory,Mary,YATES,"school mistress, dame school"
rec-105-org,Jessie,WELCH,F,1727-06-10,Stewart,WELCH,overlooker in a factory,Mary,YATES,"school mistress, dame school"
rec-106-org,Walter,BROWN,M,1725-03-08,William,BROWN,teacher,Jane,SWINDLES,mechanic
rec-107-org,Marion,LIFFEN,F,1728-01-31,James,LIFFEN,florist,Isabella,GORDON,clockmaker
rec-108-org,Margaret,MCKIRDY,F,1726-12-22,James,MCKIRDY,publican,Mary,PUNCHER,power loom cotton weaver
rec-109-org,David,TOWNSEND,M,1727-12-03,John,TOWNSEND,brush maker,Maggie,SHAKESPEAR,artificial limb maker
rec-110-org,Susan,ARTUR,F,1726-07-20,Samuel,ARTUR,ag lab,Margaret,HAYTON,post master
rec-111-org,John,ARTUR,M,1726-07-20,Samuel,ARTUR,ag lab,Margaret,HAYTON,post master
rec-112-org,John,ARTUR,M,1726-07-20,Samuel,ARTUR,ag lab,Margaret,HAYTON,post master
rec-113-org,James,PEARSE,M,1725-09-29,William,PEARSE,shoemaker,Catherine,KENNEDY,flour meal miller
rec-114-org,Elizabeth,HILL,F,1725-02-26,John,HILL,ironmonger,Mary,HOPKINS,mariner
rec-115-org,Elizabeth,THOMSON,F,1734-09-01,Robert,THOMSON,farm lab,Alice,STAINBRIDGE,basket maker
rec-116-org,John,STRACHAN,M,1731-03-02,Joseph,STRACHAN,domestic servant,Anne,DICKENSON,carpenter
rec-117-org,Elizabeth,STUART,F,1732-07-24,George,STUART,ag worker,Mary,SPENSER,carpenter
rec-118-org,Walter,WEIR,M,1725-01-20,John,WEIR,labourer,Hellen,GARSIDE,labourer
rec-119-org,Margaret,JONES,F,1725-09-04,William,JONES,headmaster - board school,Robertina,TUGOLD,collier
rec-120-org,James,EDWARDS,M,1727-06-21,Thomas,EDWARDS,domestic service,Jessie,HYNDMAN,framework knitter
rec-121-org,Malcom,FEILDING,M,1728-12-23,Henry,FEILDING,actor manager,Isabella,KIMBER,egg packer
rec-122-org,John,HEATH,M,1724-05-16,John,HEATH,house painter,Margaret,ALLT,farmer
rec-123-org,Margaret,SAFEGUARD,F,1725-08-27,William,SAFEGUARD,labourer,Ellen,HOLLINS,farmer
rec-124-org,William,LAYE,M,1736-01-22,James,LAYE,engineer,Mary,FILLINGHAM,headmistress
rec-125-org,Janet,GASTIN,F,1744-08-06,Jno,GASTIN,coal hewer,Jane,RICHARDSON,labourer
rec-126-org,John,YOUNIE,M,1731-05-12,James,YOUNIE,labourer,Mary,MATHERS,ag lab
rec-127-org,Peter,BAILEY,M,1742-01-11,John,BAILEY,farmer,Agnes,GARRIOCH,dressmaker
rec-128-org,George,WEDGBURY,M,1730-11-27,Peter,WEDGBURY,farmer,Catherine,MCMILLAN,servant
rec-129-org,Alexander,MCPHERSON,M,1726-03-12,James,MCPHERSON,shoemaker,Christian,BEECH,fitter
rec-130-org,Grace,DOUGLAS,F,1727-02-25,James,DOUGLAS,blacksmith,Henrietta,FREEMAN,market gardener
rec-131-org,Isabella,BARTON,F,1732-07-19,Hugh,BARTON,railway clerk,Rosina,MARSDEN,coach wheelwright and coach builder
rec-132-org,David,MONDAY,M,1728-11-24,James,MONDAY,general servant,Isabella,WYNNE,farmer
rec-133-org,Alexander,HUGHES,M,1728-02-23,Thomas,HUGHES,army agent,Graham,BARNAGE,cooper
rec-134-org,Jane,STACY,F,1731-07-08,William,STACY,railway traffic inspector,Jane,SAWREY,contractor
rec-135-org,Margaret,HITCHCOCK,F,1724-10-26,Willia,HITCHCOCK,fuel overseer,Georgina,JONES,miner
rec-136-org,John,MOORE,M,1726-08-25,Will,MOORE,labourer,Rebecca,DAVIS,plumber
rec-137-org,Helen,CROOK,F,1735-12-12,John,CROOK,"general manager, electric supply company",Caroline,LONGHURST,clockmaker
rec-138-org,Euphemia,GUY,F,1737-10-26,Robt,GUY,fitter,Janet,BAILEY,ag mechanic
rec-139-org,Willi,SMITH,M,1733-10-25,Willia,SMITH,boot finisher,Isabella,KINGTON,coal miner
rec-140-org,Mary,BARTON,F,1728-12-07,James,BARTON,carman,Mary,SCHOFIELD,labourer
rec-141-org,Mathew,ROBERTS,M,1739-04-10,Archibald,ROBERTS,police constable,Barbara,LANGSON,labourer
rec-142-org,Thomas,WOODCOCK,M,1727-11-22,Allan,WOODCOCK,cordwainer,Dora,BARTEY,stone mason
rec-143-org,Robert,SHANE,M,1733-06-25,James,SHANE,cotton warper,Ann,MCKINLAY,carpenter
rec-144-org,William,BATES,M,1737-10-05,Peter,BATES,ag lab,Margaret,TUFFIN,tailor
rec-145-org,Helen,ANDERSON,F,1729-10-23,William,ANDERSON,groom,Helen,GARLAND,ag lab
rec-146-org,Agnes,DAY,F,1728-11-17,Hugh,DAY,farmer,Williamina,BANKS,excise officer
rec-147-org,Jemima,WILLY,F,1727-08-30,William,WILLY,miner,Isabella,FLINNIS,aircraft designer
rec-148-org,Owen,CLAXTON,M,1727-06-28,Thomas,CLAXTON,civil servant,Mary,SEABROOK,mariner (stoker)
rec-149-org,Geo,WILLS,M,1734-07-26,William,WILLS,lab,Margaret,BARNES,traveller
rec-150-org,Janet,TAILOR,F,1732-09-03,William,TAILOR,pavior,Mary,DAVIES,machine maker
rec-151-org,Robert,CHAPMAN,M,1727-02-12,Alexr,CHAPMAN,joiner,Margaret,NEEB,coalminer
rec-152-org,Simon,MALDEN,M,1726-06-12,James,MALDEN,ships clerk,Agnes,MITCHELL,dressmaker
rec-153-org,George,COOPER,M,1728-11-24,Peter,COOPER,carpet designer,Margaret,HALL,proprietress of coffee rooms and guest house
rec-154-org,James,PATERSON,M,1728-11-02,William,PATERSON,advocate,Ann,MOORE,schoolmaster
rec-155-org,Sarah,HOYLE,F,1726-02-01,David,HOYLE,latch maker,Lilias,GRABHAM,soldier
rec-156-org,Annie,LEE,F,1727-08-13,James,LEE,fuse factory hand,Ann,HATELY,shepherd
rec-157-org,James,LEE,M,1727-08-13,James,LEE,fuse factory hand,Ann,HATELY,shepherd
rec-158-org,George,JONES,M,1732-10-18,James,JONES,farm labourer,Hannah,HARRIS,inspector of munitions
rec-159-org,James,DEPLEDGE,M,1728-01-17,Arthur,DEPLEDGE,straw plaiter,Agnes,WALLIS,sailor
rec-160-org,David,MARKS,M,1728-04-30,John,MARKS,weaver,Margt,ROUTLESS,labourer
rec-161-org,Isa,WELES,F,1729-11-02,John,WELES,tailor,Janet,DAY,grinder
rec-162-org,Bella,EDWARDS,F,1730-09-30,Robert,EDWARDS,fireman,Helen,MEYRICK,joiner
rec-163-org,Robert,SMITH,M,1736-11-23,Alexr,SMITH,policeman,Janet,CULL,farmer
rec-164-org,Helen,BREAD,F,1734-06-30,John,BREAD,labourer,Mary,FELLOWS,ag lab
rec-165-org,Elizabeth,WARD,F,1732-07-31,Arthur,WARD,ag lab,Mary,YORK,railway clerk
rec-166-org,Margaret,SHAFTOE,F,1728-01-23,John,SHAFTOE,chemist,Marion,ALDRED,dressmaker
rec-167-org,George,DIBDON,M,1730-04-21,Peter,DIBDON,reporter,Ellen,BALMFORTH,estate carpenter
rec-168-org,Ann,THORP,F,1732-05-31,Thomas,THORP,royal marine private,Sarah,CLITHEROE,miner
rec-169-org,Janet,UPTON,F,1736-09-11,George,UPTON,weaver,Lilias,LAIRD,brickmaker
rec-170-org,Mary,HYND,F,1731-12-16,Austin,HYND,station master,Euphemia,HARDING,baker
rec-171-org,Joseph,FINNEY,M,1728-01-19,Gavin,FINNEY,law stationer,Jean,CLARKE,vellum account bookbinder
rec-172-org,Willm,WELLIAM,M,1733-11-13,James,WELLIAM,weaver,Elizabeth,BRILBY,junior accountant
rec-173-org,James,MCLARDIE,M,1736-10-26,William,MCLARDIE,school teacher,Elizabeth,NELSON,sanitary inspector
rec-174-org,John,HOBBS,M,1732-07-10,Willia,HOBBS,"sergeant, grenadier guards",Jane,GROSSAM,fisherman
rec-175-org,Williamina,TUNICLIFFE,F,1726-05-28,Robert,TUNICLIFFE,transport worker,Jane,ASHLEY,mercer
rec-176-org,Donald,MANSON,M,1729-06-11,William,MANSON,farmer,Mary,HARMITT,gardener
rec-177-org,John,MAY,M,1734-01-15,Joseph,MAY,labourer,Agnes,FARMER,labourer
rec-178-org,James,MAY,M,1734-01-15,Joseph,MAY,labourer,Agnes,FARMER,labourer
rec-179-org,Robert,YOUNG,M,1726-05-26,Thomas,YOUNG,builder & contractor,Euphemia,RAE,carpenter
rec-180-org,Robt,HODKINSON,M,1727-06-02,George,HODKINSON,mariner,Margaret,DAVISON,grocer
rec-181-org,Martha,CONDRAN,F,1730-06-12,James,CONDRAN,coach builder,Ann,JONES,of independent means
rec-182-org,Margaret,SPERRING,F,1731-04-25,Alexander,SPERRING,registrar probably mistaken in putting 'railway' p,Janet,INIGS,joiner
rec-183-org,John,SPERRING,M,1731-04-25,Alexander,SPERRING,registrar probably mistaken in putting 'railway' p,Janet,INIGS,joiner
rec-184-org,William,GOLLIN,M,1729-05-30,Hanra,GOLLIN,coal miner,Jessie,HARRIS,lab
rec-185-org,James,BOUGH,M,1739-01-22,James,BOUGH,farmer,Janet,RAMAGE,merchant
rec-186-org,Mary,WINSTONE,F,1726-10-25,David,WINSTONE,collier,Betsy,LEWIS,labourer
rec-187-org,Helen,MOONEY,F,1731-05-29,James,MOONEY,inspector of streets,Elsie,COWARD,farrier
rec-188-org,Mary,BALDRY,F,1728-01-22,John,BALDRY,newspaper proprietor,Helen,MANTELL,miner
rec-189-org,Thomas,REED,M,1729-10-23,James,REED,blacksmith,Mary,TIBBOTT,baker
rec-190-org,Jane,MUNRO,F,1728-05-17,Robert,MUNRO,porter,Margaret,ROBERTS,railway worker
rec-191-org,Margaret,BLOOMER,F,1729-01-10,John,BLOOMER,bricklayer,Janet,WATKINSON,furnace manager
rec-192-org,Barbra,SOUTHERN,F,1730-07-04,Joseph,SOUTHERN,scavenger (street cleaner),Margaret,SMITH,munitions worker (cotton mixer)
rec-193-org,Willia,SOUTHWORTH,M,1727-12-26,James,SOUTHWORTH,blacksmith,Catherine,SMITH,smith
rec-194-org,Alexander,WILSON,M,1731-06-30,William,WILSON,ag lab,Elizabeth,POPPLEWELL,tutor
rec-195-org,Ann,SMITH,F,1729-09-18,Margaret,SMITH,newsagent,Elizabeth,GILBANKS,nailer
rec-196-org,Mary,DAVIES,F,1736-10-26,Patrick,DAVIES,butcher,Mary,PRITCHARD,bricklayer
rec-197-org,Jane,BRUCE,F,1733-09-27,William,BRUCE,gas fitter,Margaret,SWAIN,labourer
rec-198-org,Jemima,PRUST,F,1731-08-16,Edward,PRUST,dressmaker,Agnes,DAWSON,farmer
rec-199-org,Jessie,PIPER,F,1731-11-19,William,PIPER,engineer,Jane,TRAYNOR,railway porter
rec-200-org,George,BROWN,M,1732-01-02,Louis,BROWN,tailor,Mary,TYRER,farmer
rec-201-org,John,BROWN,M,1732-01-02,Louis,BROWN,tailor,Mary,TYRER,farmer
rec-202-org,Robert,WINN,M,1729-07-09,D,WINN,clerk,Margaret,ISHERWOOD,grain merchant
rec-203-org,Martha,HEATH,F,1728-07-15,John,HEATH,house painter,Margaret,ALLT,farmer
rec-204-org,John,HEATH,M,1728-07-15,John,HEATH,house painter,Margaret,ALLT,farmer
rec-205-org,Elizabeth,HEATH,F,1728-07-15,John,HEATH,house painter,Margaret,ALLT,farmer
rec-206-org,Neil,SMITH,M,1729-06-26,John,SMITH,farmer,Margaret,ROBERTSHAW,miner
rec-207-org,James,GILLON,M,1740-01-31,Edward,GILLON,builder and decorator,Margaret,NICOL,carpenter
rec-208-org,Elizth,PHIPPS,F,1727-12-09,Robert,PHIPPS,"window dresser, department store",Janet,AYER,farmer
rec-209-org,James,COOPER,M,1732-08-28,Robert,COOPER,jute weaver,Lissie,JOHNSON,"nurse, education authority"
rec-210-org,Ann,BURNET,F,1730-06-19,George,BURNET,market gardener,Elizabeth,NUTBROWN,farmer
rec-211-org,Helen,HICK,F,1727-12-14,James,HICK,woollen merchant,Jessie,POOL,hat manufacturer
rec-212-org,Hugh,ROGERS,M,1729-07-22,Daniel,ROGERS,butcher,Maria,ADAMS,solicitor
rec-213-org,Alexander,BRADFORD,M,1729-05-27,William,BRADFORD,grocer,Margaret,BUSSELL,lab
rec-214-org,Thomas,MORDIN,M,1734-04-06,David,MORDIN,indian army officer,Jessie,KNIGHT,fitter
rec-215-org,John,HAYSOM,M,1734-10-03,George,HAYSOM,labourer,Williamina,GREENWELL,policeman
rec-216-org,Christina,KNIGHT,F,1727-08-01,Peter,KNIGHT,motor engine assembler,Barbra,LUTT,carpenter
rec-217-org,Mary,THOMAS,F,1729-03-09,Charles,THOMAS,spoon and fork dresser,Elizabeth,BEVIN,calenderer
rec-218-org,Thos,THOMAS,M,1729-03-09,Charles,THOMAS,spoon and fork dresser,Elizabeth,BEVIN,calenderer
rec-219-org,Easter,PHILLIPS,F,1733-03-21,Alexander,PHILLIPS,miner,Margaret,MORGAN,police constable
rec-220-org,John,COOPER,M,1736-11-12,Wm,COOPER,butcher,Catherine,PAYNTON,tailor
rec-221-org,Elisabeth,HITCHCOCK,F,1728-09-15,Willia,HITCHCOCK,fuel overseer,Georgina,JONES,miner
rec-222-org,Janet,BETTS,F,1728-03-10,Matthew,BETTS,bread baker,Isabella,IVORY,victualler
rec-223-org,Agnes,COLLINS,F,1727-10-10,William,COLLINS,machinist (coffee mill),Chirsty,MUDDLE,labourer
rec-224-org,Thomas,BYE,M,1731-01-29,John,BYE,gardener,Margaret,WILLIAMSON,farmer
rec-225-org,Adam,MANWELL,M,1744-11-17,David,MANWELL,grazier,Catherine,TAYLOR,miner
rec-226-org,Helen,HOWARD,F,1728-09-12,James,HOWARD,blacksmith,Elizabeth,WARRE,composition maker
rec-227-org,George,REED,M,1732-05-08,Willia,REED,high constable,Bella,ADAMS,servant
rec-228-org,John,WEIR,M,1730-01-28,John,WEIR,labourer,Hellen,GARSIDE,labourer
rec-229-org,John,BROWN,M,1742-12-04,George,BROWN,labourer,Margaret,DEAN,blacksmith
rec-230-org,Jessie,BROWN,F,1742-12-04,George,BROWN,labourer,Margaret,DEAN,blacksmith
rec-231-org,Betsy,HILL,F,1730-09-12,John,HILL,ironmonger,Mary,HOPKINS,mariner
rec-232-org,Eliza,BROWN,F,1730-11-24,William,BROWN,teacher,Jane,SWINDLES,mechanic
rec-233-org,David,LAIT,M,1733-09-21,William,LAIT,weaver,Margaret,WARD,lab
rec-234-org,Joseph,GRUB,M,1735-11-13,Alexander,GRUB,tailoress,Eliza,WATERS,domestic servant
rec-235-org,John,LINFIELD,M,1729-10-16,Robert,LINFIELD,innkeeper,Ann,TURNER,newsagent
rec-236-org,Richard,ODELL,M,1737-05-15,David,ODELL,mason,Isabella,CATER,farmer
rec-237-org,Alexander,ASHTON,M,1731-05-31,Robert,ASHTON,labouring man,Margaret,VAUGHAN,labourer
rec-238-org,David,BLAIKIE,M,1734-09-11,Ross,BLAIKIE,corn & meal dealer,Agnes,MEWES,wine porter
rec-239-org,John,BLAIKIE,M,1734-09-11,Ross,BLAIKIE,corn & meal dealer,Agnes,MEWES,wine porter
rec-240-org,Jane,MARSHALL,F,1732-10-23,Arthur,MARSHALL,tenant farmer,Maggie,SLEEMAN,railway foreman
rec-241-org,Alexr,SAFEGUARD,M,1728-01-08,William,SAFEGUARD,labourer,Ellen,HOLLINS,farmer
rec-242-org,Angus,PENNYFATHER,M,1731-06-04,David,PENNYFATHER,carpenter,Janet,POTTERTON,hairdresser
rec-243-org,Janet,JONES,F,1729-04-23,William,JONES,headmaster - board school,Robertina,TUGOLD,collier
rec-244-org,Ellen,PEARSE,F,1730-07-11,William,PEARSE,shoemaker,Catherine,KENNEDY,flour meal miller
rec-245-org,Margaret,MEADOWCROFT,F,1732-01-22,Thomas,MEADOWCROFT,canal boat builder,Janet,TILBROOK,ag lab
