rec-id,FirstName,LastName,MotherFirstName,FatherLastName,DateofBirth,FatherFirstName,FatherOccupation,MotherLastName,Gender,MotherOccupation
rec-37-org,Isabella,HILL,Mary,HILL,1731-07-15,John,chainmaker,HOWEL,F,boilermaker
rec-38-org,Betsy,MARCH,Margaret,MARCH,1729-12-18,Andrew,bricklayer,MITCHELL,F,domestic servant
rec-39-org,Alexr,BURNETT,Amelia,BURNETT,1728-05-09,John,collier,JACKSON,M,"fireman,"
rec-40-org,Agnes,TAYLOR,Isabella,TAYLOR,1722-05-15,William,officer of customs & excise (docks),EVANS,F,mechanical engineering worker (skilled)
rec-41-org,James,DAVIES,Elizabeth,DAVIES,1727-09-01,Mark,transport rider,SPRINGETT,M,cabinet maker
rec-42-org,Sarah,BACKHOUSE,Jane,BACKHOUSE,1725-10-14,Thomas,ag lab,DAVIDSON,F,"assistant secretary, museum"
rec-43-org,Alice,SMITH,Isabella,SMITH,1724-04-23,Hugh,potter,SPRAGG,F,engine driver (british rail)
rec-44-org,Helen,SMITH,Isabella,SMITH,1724-04-23,Hugh,potter,SPRAGG,F,engine driver (british rail)
rec-45-org,Jessie,PERRY,Jane,PERRY,1727-11-16,John,coal miner,BINGHAM,F,house parlour maid
rec-46-org,Elizabeth,TAYLOR,Elizabeth,TAYLOR,1725-06-11,John,mason,PICKTON,F,farmer
rec-47-org,Annie,CALVERT,Janet,CALVERT,1723-10-26,Alexr,shoemaker,HENDELL,F,waterman
rec-48-org,Ann,BENN,Jane,BENN,1724-02-25,Charles,domestic servant,HOWARTH,F,farm labourer
rec-49-org,James,WILLIAMS,Elizabeth,WILLIAMS,1726-11-08,David,cab proprietor,RAE,M,cheesemonger
rec-50-org,Jessie,MORRISON,Jessie,MORRISON,1727-11-27,William,miller,HARRISON,F,painter
rec-51-org,Andrew,DAUKES,Anne,DAUKES,1727-10-30,James,carter,REDFORDS,M,gardener
rec-52-org,Annie,THOMAS,Christina,THOMAS,1726-08-06,Samuel,landowner,GREENAWAY,F,nurseryman
rec-53-org,Jane,STEPHENS,Janet,STEPHENS,1725-09-05,Wm,riding master,KNOW,F,secretary
rec-54-org,Rachael,STEPHENS,Janet,STEPHENS,1725-09-05,Wm,riding master,KNOW,F,secretary
rec-55-org,Ann,TONGE,Sophia,TONGE,1728-01-09,John,parish clerk,ROBINSON,F,locksmith
rec-56-org,Ella,TUCKER,Margret,TUCKER,1724-11-15,James,blacksmith,MOUNTFORD,F,master mariner
rec-57-org,David,FLINT,Jane,FLINT,1728-07-22,Robert,farmer,MORISON,M,grocer
rec-58-org,Betsy,BOWMAN,Jane,BOWMAN,1724-12-14,Hugh,draper,TREDWIN,F,clerk
rec-59-org,Mary,CORNER,Marion,CORNER,1731-05-30,Donald,chargehand/foreman,SCHOLES,F,bootmaker
rec-60-org,Sarah,WALLER,Caloline,WALLER,1726-06-06,Robert,hawker,SMITH,F,farmer
rec-61-org,Louisa,ROBINSON,Annie,ROBINSON,1731-10-21,James,shoemaker,STONE,F,coal miner
rec-62-org,David,PHILLIPS,Ellen,PHILLIPS,1726-11-01,John,textile worker,SHINN,M,mariner
rec-63-org,John,WHATTON,Elisabeth,WHATTON,1729-10-02,John,carpenter,STEPHENSON,M,mariner
rec-64-org,Thomas,BAKER,Elizebath,BAKER,1731-06-24,William,cordwainer,HALL,M,ag lab
rec-65-org,George,HOLLAND,Agnes,HOLLAND,1728-03-05,Willia,lt rn,MAGRATH,M,stone cutter
rec-66-org,Henry,ROGERS,Mary,ROGERS,1725-07-06,James,servant,ELDRED,M,"manager, tile factory"
rec-67-org,David,TAYLOR,Isabella,TAYLOR,1727-01-27,William,officer of customs & excise (docks),EVANS,M,mechanical engineering worker (skilled)
rec-68-org,Margaret,ENGLISH,Margaret,ENGLISH,1730-06-11,Robert,tailor,CHALMERS,F,carriage works tinsmith
rec-69-org,Jane,HALL,Jane,HALL,1727-12-16,Daniel,forgeman,LATINDIE,F,gentleman
rec-70-org,Agnes,MCCRAE,Jane,MCCRAE,1729-03-02,Henry,servant,WALTERS,F,gardener
rec-71-org,Bella,SCAUTLEBURG,Maggie,SCAUTLEBURG,1740-05-26,Alexander,secretary,HAMPDEN,F,ag lab
rec-72-org,Jean,RAND,Jane,RAND,1740-09-07,David,shipwright,FREELING,F,printer
rec-73-org,Mary,BENSON,Jessie,BENSON,1748-03-08,Alexander,coachman/groom,HARRIS,F,foreman (boot making)
rec-74-org,Thomas,BURT,Georgina,BURT,1728-10-30,John,currier,HUNTER,M,file cutter
rec-75-org,Mary,MCALLISTER,Mary,MCALLISTER,1735-11-28,Adam,stonemason,ATKIN,F,cook and housekeeper
rec-76-org,James,BECK,Kate,BECK,1740-03-25,Malcolm,builder,FELL,M,farmer
rec-77-org,James,STEDMAN,Helen,STEDMAN,1732-01-27,David,coal miner,HART,M,cutter
rec-78-org,Grace,GREEN,Jane,GREEN,1729-12-30,James,smith,WILLIAMS,F,brickmaker
rec-79-org,Margaret,ADAMSON,Isabella,ADAMSON,1729-03-20,Andrew,weaver,GIBSON,F,fitter and turner
rec-80-org,John,HUNTLEY,Jane,HUNTLEY,1735-09-12,Samuel,shepherd,BAKER,M,coal miner
rec-81-org,David,ROGERS,Margaret,ROGERS,1730-08-08,Kenneth,iron moulder,SMITH,M,licensed victualler
rec-82-org,Margaret,DYER,Alice,DYER,1727-09-13,David,painter,ANDERSON,F,vinegar merchant
rec-83-org,Jeannie,FAIR,Mary,FAIR,1726-03-30,James,thatcher,NORSK,F,crane driver
rec-84-org,William,RACKHAM,Janet,RACKHAM,1734-01-13,Alexander,shoemaker,WALLACE,M,plasterer
rec-85-org,Jessie,GRETTON,Helen,GRETTON,1730-03-06,Andrew,shepherd,FERDINAND,F,blacksmith
rec-86-org,Robert,SPENCE,Margaret,SPENCE,1731-02-22,David,provision dealer,MANNING,M,bootmaker
rec-87-org,David,SKEAD,Helen,SKEAD,1731-02-11,Alexander,tailor,PEPPERELL,M,broker
rec-88-org,Robt,HARTLEY,Jane,HARTLEY,1735-04-28,William,labourer,YARLEY,M,labourer
rec-89-org,Mary,KEARSLEY,Ann,KEARSLEY,1732-02-16,Archibald,grocer,DOW,F,labourer
rec-90-org,Matthew,MCDONALD,Janet,MCDONALD,1729-09-21,Andrew,labourer,HAYES,M,grocer's assist.
rec-91-org,Barbara,WRIGHT,Janet,WRIGHT,1732-09-11,Andrew,blacksmith,MARLES,F,engineer
rec-92-org,George,CALVERT,Janet,CALVERT,1726-05-31,Alexr,shoemaker,HENDELL,M,waterman
rec-93-org,John,ADAMSON,Jane,ADAMSON,1736-03-14,George,lady's maid,HARRISS,M,plasterer
rec-94-org,Archibald,BOLAND,Agnes,BOLAND,1728-11-05,James,blacksmith,LEES,M,master mariner
rec-95-org,Hugh,CARTER,Emma,CARTER,1737-01-06,Robert,servant,SELKIRK,M,fisherman
rec-96-org,Agnes,OXLEE,Rebecca,OXLEE,1735-02-24,Robert,farmer and land owner,DYSON,F,lab
rec-97-org,Mary,TUSTIN,Martha,TUSTIN,1732-08-05,Robert,ag lab,DUPLOCK,F,farrier
rec-98-org,Daniel,SPIRES,Joann,SPIRES,1728-08-05,John,tailor,GRINDROD,M,labourer
rec-99-org,James,ODEY,Matilda,ODEY,1729-08-13,Peter,cafe proprietor,FARBROTHER,M,servant
rec-100-org,John,BENN,Jane,BENN,1727-05-23,Charles,domestic servant,HOWARTH,M,farm labourer
rec-101-org,Hellen,RICH,Isabella,RICH,1732-02-26,James,time keeper (civil engineering),FAGAN,F,teacher
rec-102-org,Mary,DANNILS,Marion,DANNILS,1729-07-24,Robert,warehouseman,LOCK,F,foreman mechanic
rec-103-org,Jane,SWANSON,Joan,SWANSON,1731-09-20,John,sawyer,RYAN,F,blacksmith
rec-104-org,William,REAKES,Elizabeth,REAKES,1734-06-03,Willi,labourer,SCHULEN,M,fitter at steelplant
rec-105-org,Wiliam,SMITH,Isabella,SMITH,1732-08-29,Hugh,potter,SPRAGG,M,engine driver (british rail)
rec-106-org,Isabella,DAVIES,Jessie,DAVIES,1731-07-07,James,meal miller,RAY,F,welder
rec-107-org,Agnes,FRITH,Margaret,FRITH,1737-01-11,Malcolm,butcher,GRAHAM,F,pawn broker
rec-108-org,Alexander,RICHARDSON,Margaret,RICHARDSON,1728-09-01,Alexander,servant,CULL,M,mechanic
rec-109-org,Janet,HAWKEN,Catharine,HAWKEN,1730-11-07,Alexander,domestic servant (parlourmaid),BENNETT,F,colliery engineer
rec-110-org,William,BUCK,Margaret,BUCK,1730-10-20,Archibald,munitions factory worker,REES,M,senior contract engineer
rec-111-org,Duncan,HERNE,Elizabeth,HERNE,1730-12-13,John,farmer,JONES,M,tanner
rec-112-org,Jane,LIFTON,Margaret,LIFTON,1727-08-05,James,gilder,HOLLIWELL,F,carpenter
rec-113-org,Ellen,LYONS,Susanah,LYONS,1731-12-24,Edward,chemist and druggist,NOTT,F,builder
rec-114-org,Mary,SNOOK,Margaret,SNOOK,1730-10-26,Alexr,mercantile clerk,THOMAS,F,bootcloser
rec-115-org,Jane,TUCKER,Margret,TUCKER,1726-01-28,James,blacksmith,MOUNTFORD,F,master mariner
rec-116-org,Jane,OFFLER,Mary,OFFLER,1728-06-01,Charles,labourer,WELLS,F,miner
rec-117-org,Agnes,BOWMAN,Jane,BOWMAN,1728-06-02,Hugh,draper,TREDWIN,F,clerk
rec-118-org,Helen,PAINE,Ellen,PAINE,1734-06-17,Edward,ag lab,LOWSON,F,seamstress
rec-119-org,George,RIEVERTS,Annie,RIEVERTS,1736-03-23,Harvey,servant,COOKMAN,M,farmer
rec-120-org,Jas,FULKER,Mary,FULKER,1729-02-10,James,farmer,BARBER,M,coachman
rec-121-org,Samuel,HALL,Jane,HALL,1735-10-31,John,greengrocer,ALLCOCK,M,analytical chemist
rec-122-org,Mary,CLARKE,Maggie,CLARKE,1731-08-25,Willia,relief stamper,HARRIS,F,farm manager
rec-123-org,David,ROGERS,Mary,ROGERS,1729-10-27,James,servant,ELDRED,M,"manager, tile factory"
rec-124-org,Thomas,MORRIS,Margaret,MORRIS,1731-03-02,John,farmer,MILLER,M,school attendance officer
rec-125-org,Elspet,SHAW,Elizabeth,SHAW,1730-06-06,Henry,engineer,DOUR,F,boatman
rec-126-org,Christina,CROOKS,Agnes,CROOKS,1739-08-21,Thomas,farmer,LAXTON,F,gardener
rec-127-org,Jeanie,STEPHENS,Janet,STEPHENS,1728-06-18,Wm,riding master,KNOW,F,secretary
rec-128-org,Grace,DOWN,Mary,DOWN,1732-12-08,George,printer,SHOOTER,F,tanner
rec-129-org,Duncan,MANNING,Mary,MANNING,1730-03-05,James,quarryman,TYNE,M,farmer
rec-130-org,George,BACKHOUSE,Jane,BACKHOUSE,1730-09-15,Thomas,ag lab,DAVIDSON,M,"assistant secretary, museum"
rec-131-org,Robert,FOSTER,Eliz,FOSTER,1735-08-24,Hugh,labourer,TROOP,M,oriform machinist
rec-132-org,David,HARD,Annie,HARD,1740-02-18,George,mason,HUTTON,M,blacksmith
rec-133-org,Margaret,MILLER,C,MILLER,1731-07-01,James,jack frame tenter (cotton mill),PHILLIPS,F,domestic servant
rec-134-org,Donald,EVANS,Catherine,EVANS,1748-05-10,Archibald,farmer,BRAY,M,labourer
rec-135-org,James,HODGSON,Jessie,HODGSON,1734-02-21,Robert,labourer,MCCALLUM,M,cigarette maker
rec-136-org,George,FAIR,Mary,FAIR,1733-03-03,James,thatcher,NORSK,M,crane driver
rec-137-org,Mary,BARKER,Christina,BARKER,1729-12-27,Samuel,grocer,STEWART,F,warehouseman
rec-138-org,Eliza,ROBERTS,Christiana,ROBERTS,1735-11-18,Samuel,domestic cleaner,FORRESTER,F,jeweller
rec-139-org,Agnes,GILMOUR,Isabella,GILMOUR,1734-02-28,William,scrap labourer,ALLEN,F,railway clerk
rec-140-org,Jessie,BODEN,Elspet,BODEN,1739-07-03,James,servant,GARDENER,F,school master
rec-141-org,Lucinda,FOURACRE,Margaret,FOURACRE,1731-06-18,John,shopkeeper,MALPAS,F,weaver
rec-142-org,Mary,CHESTERTON,Marjory,CHESTERTON,1733-11-06,John,dockyard policeman,MUSTY,F,stonemason
rec-143-org,Annie,JONE,Jane,JONE,1735-06-30,Duncan,saddler,PARDOE,F,gardener
rec-144-org,Ann,JONE,Jane,JONE,1735-06-30,Duncan,saddler,PARDOE,F,gardener
rec-145-org,Alexander,CALVERT,Janet,CALVERT,1729-11-25,Alexr,shoemaker,HENDELL,M,waterman
rec-146-org,Jessie,WALLER,Caloline,WALLER,1731-01-28,Robert,hawker,SMITH,F,farmer
rec-147-org,Annie,VICKERS,Mary,VICKERS,1729-11-22,Wm,glassmaker,WHITTLE,F,blacksmith
rec-148-org,Will,LONDON,Ann,LONDON,1734-01-06,John,farmer,PASSMORE,M,map and print colourer
rec-149-org,John,STURGESS,Annie,STURGESS,1741-01-26,Patrick,shoe finisher,FORRESTER,M,steel erector
rec-150-org,Annie,RAMSDEN,Elen,RAMSDEN,1735-06-04,Will,railway guard,WEBESTER,F,master butcher
rec-151-org,Euphema,THOMAS,Christina,THOMAS,1731-06-11,Samuel,landowner,GREENAWAY,F,nurseryman
rec-152-org,Mary,PHILLIPS,Ellen,PHILLIPS,1734-11-30,John,textile worker,SHINN,F,mariner
rec-153-org,Colin,WILLIAMS,Elizabeth,WILLIAMS,1734-03-27,David,cab proprietor,RAE,M,cheesemonger
rec-154-org,Mary,MORAN,Elizabeth,MORAN,1735-09-26,Thomas,ships carpenter,BARSBY,F,bricklayer
rec-155-org,John,DAVIES,Mary,DAVIES,1736-09-19,William,shop owner,PAWSEY,M,iron merchant
rec-156-org,Jessie,THOMAS,Margaret,THOMAS,1734-01-26,Matthew,farmer,GILL,F,domestic servant
rec-157-org,Robert,QUARLE,Mary,QUARLE,1736-03-27,James,farm labourer,BARRETT,M,laundress
rec-158-org,Jessie,DICKENSON,Martha,DICKENSON,1735-02-04,James,yeoman  farmer,RISPIN,F,"box tenter, woollen mill"
rec-159-org,Catherine,BELL,Helen,BELL,1739-06-02,John,lab,HARDCASTLE,F,carpenter
rec-160-org,Robert,TAYLOR,Isabella,TAYLOR,1730-11-11,William,officer of customs & excise (docks),EVANS,M,mechanical engineering worker (skilled)
rec-161-org,Charles,SAUNDERSON,Mary,SAUNDERSON,1731-11-15,William,mariner,WETHERELL,M,farm labourer
rec-162-org,Jane,PETERS,Maggie,PETERS,1732-03-28,Caldwell,farmer,NORTH,F,boiler maker
rec-163-org,Willia,BENN,Jane,BENN,1733-03-05,Charles,domestic servant,HOWARTH,M,farm labourer
rec-164-org,Georgina,LOCH,Annie,LOCH,1733-12-04,Alfred,steam roller driver,MCMILLAN,F,miller
rec-165-org,Catherine,CHAPLIN,Ann,CHAPLIN,1738-07-06,William,weaver,BROWNLIE,F,policeman
rec-166-org,Janet,LIFTON,Margaret,LIFTON,1729-11-26,James,gilder,HOLLIWELL,F,carpenter
rec-167-org,Elizbeth,EDWARD,Helen,EDWARD,1732-05-13,Samuel,farmer,DAWSON,F,"builder, master (dockyards)"
rec-168-org,Robt,DAVIES,Elizabeth,DAVIES,1733-12-28,Mark,transport rider,SPRINGETT,M,cabinet maker
rec-169-org,Alexander,DAVIES,Elizabeth,DAVIES,1733-12-28,Mark,transport rider,SPRINGETT,M,cabinet maker
rec-170-org,William,DAVIES,Elizabeth,DAVIES,1733-12-28,Mark,transport rider,SPRINGETT,M,cabinet maker
rec-171-org,Malm,DAVIES,Elizabeth,DAVIES,1733-12-28,Mark,transport rider,SPRINGETT,M,cabinet maker
rec-172-org,James,HEATLEY,Harriet,HEATLEY,1732-09-01,Archbald,head brewer,SUTCLIFFE,M,commercial traveller
rec-173-org,Maggie,DYER,Alice,DYER,1733-04-05,David,painter,ANDERSON,F,vinegar merchant
rec-174-org,Marion,DAUKES,Anne,DAUKES,1730-03-02,James,carter,REDFORDS,F,gardener
rec-175-org,Robert,PERRY,Jane,PERRY,1740-08-07,John,coal miner,BINGHAM,M,house parlour maid
rec-176-org,George,MORRISON,Jessie,MORRISON,1739-03-06,William,miller,HARRISON,M,painter
rec-177-org,Mary,SIMON,Jessie,SIMON,1734-08-16,George,soldier,BROWN,F,thatcher
rec-178-org,Rob,HALL,Jane,HALL,1733-07-08,Daniel,forgeman,LATINDIE,M,gentleman
rec-179-org,Margaret,TONGE,Sophia,TONGE,1736-03-04,John,parish clerk,ROBINSON,F,locksmith
rec-180-org,Ruth,MORTIMER,Elizth,MORTIMER,1732-04-27,John,telephone engineer - g.p.o.,LYNALL,F,dressmaker
rec-181-org,Thos,CHADWICH,Maggie,CHADWICH,1732-01-11,Charles,engineer,JONES,M,cabinet maker
rec-182-org,Helen,CHADWICH,Maggie,CHADWICH,1732-01-11,Charles,engineer,JONES,F,cabinet maker
rec-183-org,Maggie,GARDNER,Elizabeth,GARDNER,1737-05-24,William,house carpenter,HANOLD,F,house agent
rec-184-org,Sarah,HOLLAND,Agnes,HOLLAND,1732-10-10,Willia,lt rn,MAGRATH,F,stone cutter
rec-185-org,Jane,MUNDELL,Margaret,MUNDELL,1734-06-30,John,labourer,REAKES,F,farmer
rec-186-org,Margaret,ANDERSON,Ann,ANDERSON,1732-09-28,Patrick,farmer,MOON,F,police constable
rec-187-org,James,ROBERTS,Mary,ROBERTS,1745-06-01,Robert,farmer,RODGERS,M,labourer
rec-188-org,George,BOYLE,Agnes,BOYLE,1736-03-12,Hector,iron works manager,WATON,M,labourer
rec-189-org,Agnes,FLETCHER,Ann,FLETCHER,1734-09-26,Andrew,bleacher,COOK,F,shop assistant in greengrocer's
rec-190-org,Isabella,TODD,Ann,TODD,1745-11-27,James,timber merchant,ELLIS,F,farm labourer
rec-191-org,Alexander,STIVEY,Jane,STIVEY,1735-07-19,Edmund,butcher,LAWSON,M,gas works labourer
rec-192-org,Agnes,OVENDEN,Jane,OVENDEN,1736-01-11,David,grazier,CRICK,F,butcher
rec-193-org,Catherine,BURNETT,Amelia,BURNETT,1736-12-14,John,collier,JACKSON,F,"fireman,"
rec-194-org,Jessie,OFFLER,Mary,OFFLER,1735-07-27,Charles,labourer,WELLS,F,miner
rec-195-org,Marion,BOWMAN,Jane,BOWMAN,1733-03-07,Hugh,draper,TREDWIN,F,clerk
rec-196-org,Mary,KENNETT,Janet,KENNETT,1732-06-05,Robert,foreman fire service,SHAW,F,lab
rec-197-org,Thomas,STEPHENS,Janet,STEPHENS,1731-02-18,Wm,riding master,KNOW,M,secretary
rec-198-org,Isabella,FLINT,Jane,FLINT,1735-06-10,Robert,farmer,MORISON,F,grocer
rec-199-org,Williamina,SPIRES,Joann,SPIRES,1732-08-29,John,tailor,GRINDROD,F,labourer
rec-200-org,John,BROWN,Mary,BROWN,1734-04-08,John,lab,LEES,M,horsekeeper
rec-201-org,Annie,RICHARDSON,Margaret,RICHARDSON,1733-04-08,Alexander,servant,CULL,F,mechanic
rec-202-org,Donald,BURT,Georgina,BURT,1732-11-27,John,currier,HUNTER,M,file cutter
rec-203-org,John,CHANNAR,Helen,CHANNAR,1740-01-02,Duncan,carpenter,SMITH,M,smith
rec-204-org,Ann,THOMPSON,Elizabeth,THOMPSON,1733-10-31,Jas,butcher,HISCOCKS,F,shear striker
rec-205-org,Mary,BOLAND,Agnes,BOLAND,1733-11-09,James,blacksmith,LEES,F,master mariner
rec-206-org,Jessie,WALLER,Mary,WALLER,1737-12-27,John,farmer,KERR,F,gardener
rec-207-org,Terrace,MOORE,Ketty,MOORE,1732-05-19,Thomas,tailor,MANN,M,tanner
rec-208-org,Donald,JENNINGS,Janet,JENNINGS,1738-10-29,Duncan,coastguard,GREASELEY,M,mariner
rec-209-org,Dugald,FULKER,Mary,FULKER,1738-09-01,James,farmer,BARBER,F,coachman
rec-210-org,Hugh,BROWN,Matilda,BROWN,1731-08-07,James,bricklayer,TILLE,M,labourer
rec-211-org,Mary,WOOTTON,Jane,WOOTTON,1735-01-29,George,secretary,ELWORTHY,F,stonemason
rec-212-org,John,MCCRAE,Jane,MCCRAE,1736-04-17,Henry,servant,WALTERS,M,gardener
rec-213-org,John,LEE,Janet,LEE,1752-07-29,Thomas,puddler (at iron works),VOYER,M,seaman
rec-214-org,Mary,ADAMSON,Isabella,ADAMSON,1736-04-16,Andrew,weaver,GIBSON,F,fitter and turner
rec-215-org,Margaret,NIMMO,Mary,NIMMO,1738-03-20,John,farmer,ROBERTS,F,bottlemaker
rec-216-org,William,CLEMO,Sarah,CLEMO,1735-04-28,Charles,ag lab,BROWN,M,grocer
rec-217-org,Robert,MINTO,Elizabeth,MINTO,1740-05-30,John,ag lab,HOBERTON,M,straw plaiter
rec-218-org,Elizabeth,CLARK,Elizabeth,CLARK,1733-08-01,Patrick,farmer,SLITH,F,"clerk, railway works"
rec-219-org,John,HARRIS,Margret,HARRIS,1737-04-22,John,file cutter,MITCHELL,M,labourer
rec-220-org,Alexander,DANNILS,Marion,DANNILS,1734-12-27,Robert,warehouseman,LOCK,M,foreman mechanic
rec-221-org,Alexr,ODEY,Matilda,ODEY,1736-03-28,Peter,cafe proprietor,FARBROTHER,M,servant
rec-222-org,William,STRUIGER,Margaret,STRUIGER,1736-11-07,Hugh,miner,CROSSIAN,M,typist
rec-223-org,Hugh,FOX,Jane,FOX,1743-09-15,William,mariner,REYNOLDS,M,jailor
rec-224-org,Hannah,MCDONALD,Janet,MCDONALD,1732-11-11,Andrew,labourer,HAYES,F,grocer's assist.
rec-225-org,James,WHATTON,Elisabeth,WHATTON,1736-03-29,John,carpenter,STEPHENSON,M,mariner
rec-226-org,Jane,CORBY,Janet,CORBY,1737-11-05,Daniel,labourer,ASPREAL,F,joiner
rec-227-org,Jean,TEASDALE,Elspeth,TEASDALE,1746-01-16,James,labourer,SLATARD,F,farmer
rec-228-org,James,ROGERS,Mary,ROGERS,1734-09-25,James,servant,ELDRED,M,"manager, tile factory"
rec-229-org,Peter,HAMPTON,Rebecca,HAMPTON,1737-06-13,Alexander,labourer,DAVIES,M,manager of newsagent/tobacconist
rec-230-org,Will,TAYLOR,Sarah,TAYLOR,1736-02-09,John,mason,MASLIN,M,clerk
rec-231-org,Samuel,VICKERS,Mary,VICKERS,1734-09-01,Wm,glassmaker,WHITTLE,M,blacksmith
rec-232-org,Malcom,CALVERT,Janet,CALVERT,1734-07-21,Alexr,shoemaker,HENDELL,M,waterman
rec-233-org,Elizabeth,LIFTON,Margaret,LIFTON,1734-05-04,James,gilder,HOLLIWELL,F,carpenter
rec-234-org,David,JONES,Mary,JONES,1744-07-24,Alexanda,blacksmith,NICHOLLS,M,twister
rec-235-org,Margaret,MARCH,Margaret,MARCH,1739-05-08,Andrew,bricklayer,MITCHELL,F,domestic servant
rec-236-org,Samuel,BARKER,Christina,BARKER,1735-02-28,Samuel,grocer,STEWART,M,warehouseman
rec-237-org,Stewart,GREEN,Jane,GREEN,1738-02-09,James,smith,WILLIAMS,M,brickmaker
rec-238-org,James,DAUKES,Anne,DAUKES,1736-02-16,James,carter,REDFORDS,M,gardener
rec-239-org,Thomas,MANNING,Mary,MANNING,1739-08-15,James,quarryman,TYNE,M,farmer
rec-240-org,Eliza,GRETTON,Helen,GRETTON,1734-04-11,Andrew,shepherd,FERDINAND,F,blacksmith
rec-241-org,Agnes,WEDLOCK,Agnes,WEDLOCK,1736-02-14,John,clay tobacco pipe maker,DUDLEY,F,labourer
rec-242-org,Jane,HORSNALL,Thos,HORSNALL,1739-10-17,Joseph,shoe shop manageress,BRADDISH,F,hotel keeper
