FirstName,LastName,Gender,DateofBirth,FatherFirstName,FatherLastName,FatherOccupation,MotherFirstName,MotherLastName,MotherOccupation
Thomas,HELLIWELL,M,1718-10-01,Robert,HELLIWELL,cordwainer,Mary,OSBORN,gardener
Wm,PHILLIPS,M,1728-03-08,David,PHILLIPS,coal miner,Jane,C,fitter - london transport
Janet,BAYLISS,F,1719-04-25,William,BAYLISS,tallow chandler,Mary,HALTCHEY,"official, insurance co"
Margt,SWALLOW,F,1728-01-20,Matthew,SWALLOW,shop assistant drapery,Christina,DAWSON,shop manager
Lachlan,WAITE,M,1722-09-10,George,WAITE,cotton weaver,Sophia,LARKING,silk printer
James,DURWARD,M,1721-12-13,Donald,DURWARD,planter,Frances,BAND,tailor
Susanna,SCHOLES,F,1717-09-02,James,SCHOLES,servant,Catherine,BELLION,gardener
John,HANTBY,M,1721-09-06,William,HANTBY,furniture salesman,Catherine,ROBSON,chair polisher
John,BARKER,M,1719-07-03,Robert,BARKER,mason,Mary,BURNS,parlourmaid
David,PAGET,M,1720-04-19,John,PAGET,cutter and cutler,Margaret,MILLS,baker
Mary,RIDLER,F,1723-05-26,Alexander,RIDLER,farm servant,Jessie,WELLS,labourer
John,MCDONALD,M,1719-09-14,Robert,MCDONALD,chemical worker,Mary,PRIDMORE,farmer
John,ENTWISTLE,M,1738-03-01,Fraser,ENTWISTLE,labourer,Ann,COOPER,farmer
Michael,BELL,M,1726-11-27,William,BELL,saddler,Ann,JENKINS,clerk
Agnes,COOK,F,1734-01-08,Peter,COOK,railway goods guard,Marion,SNOW,servant
Peter,MCKINNON,M,1737-09-14,Patr,MCKINNON,farmer,Annie,DOWNHAMS,stationer
Willia,WINSTANLEY,M,1726-03-09,Thomas,WINSTANLEY,dressmaker,Jessie,HUTCHINSON,straw hat maker
Mary,SARGE,F,1733-07-09,Noah,SARGE,husbandman,Isabella,CAUSTIN,shoemaker
Margaret,REAKES,F,1743-12-03,Peter,REAKES,tailor,Isabella,WALLS,master gardener
Robert,GOOCH,M,1722-01-19,George,GOOCH,tailor,Ann,HAMBLETON,electro plater
Nicol,COURCHA,M,1720-04-16,John,COURCHA,coal miner,Margaret,ORMOND,nurseryman
Jane,GRAY,F,1725-07-08,James,GRAY,cordwainer,Elizabeth,WOOD,molecatcher
John,HALCRO,M,1722-09-04,Edward,HALCRO,broker,Marion,CURD,joiner
Thomas,BALDWIN,M,1723-03-01,Thomas,BALDWIN,farmer (smallholder),Fanny,DAVIS,dyer and scourer
Andrew,PRICE,M,1729-09-24,Samuel,PRICE,dairyman,Elizabeth,COE,servant
Hector,LITTLEJOHN,M,1724-03-23,Alexander,LITTLEJOHN,nurse,Catherine,HUXFORD,farmer
David,HUMPHRIES,M,1724-12-12,Daniel,HUMPHRIES,farmer,Margaret,BENTLEY,warehouseman
James,QUINSAN,M,1726-03-26,John,QUINSAN,royal navy,Maggie,JENKINS,farmer
Daniel,LEACH,M,1729-12-16,Will,LEACH,veterinary surgeon,Margaret,KING,lab
Mary,PAGE,F,1722-04-04,William,PAGE,wheelwright,Margaret,HUGHES,coal miner
Margaret,BARNES,F,1732-03-02,Jas,BARNES,servant,Helen,P,fisherman
Annie,MABBOTT,F,1725-08-15,Robt,MABBOTT,teacher,Jane,STIVEY,engineer
David,HALL,M,1723-11-27,Thomas,HALL,plumber,Elizabeth,CROSS,printer
Willm,SOWDEN,M,1724-08-15,John,SOWDEN,maltster,Grace,OWENS,labourer
Margaret,PEERS,F,1722-01-21,Peter,PEERS,watch & clockmaker,Isobel,HARTLEY,labourer
Catherine,CHARLWOOD,F,1727-04-14,Andrew,CHARLWOOD,farmer,Maud,KENT,army captain
Mary,FLINN,F,1719-04-14,Charles,FLINN,cook,Margaret,MOORE,railway clerk
George,PELL,M,1729-11-19,John,PELL,photographer,Rosa,THOMPSON,cordwainer
Cornick,C,M,1722-09-24,Andrew,C,coal miner,Margaret,WILLIAMS,sailmaker
Selina,GLUE,F,1723-04-09,Alexander,GLUE,farmer,Christiana,GOODWIN,painter
Alexr,MARSDEN,M,1723-11-16,George,MARSDEN,gardener,Cath,HOWNE,colliery clerk
Annie,DRISCOLL,F,1724-06-30,James,DRISCOLL,currier,Helen,BURNS,warehouseman
Robert,SCHOLES,M,1723-04-15,James,SCHOLES,servant,Catherine,BELLION,gardener
Emily,OWEN,F,1726-03-31,David,OWEN,farmer,Alison,EVENDEN,teacher
Agnes,HUGHES,F,1723-02-17,David,HUGHES,weaver,Christina,KNIGHT,merchants clerk
William,BURGESS,M,1725-05-26,Hugh,BURGESS,limited company secretary,Helen,MADDOCKS,lab
Mary,HUCK,F,1724-03-31,Peter,HUCK,cook,Mary,WYNNE,baker
Thomas,ASPINALL,M,1722-02-07,William,ASPINALL,fisherman,Agnes,PRODGAR,gentlemans servant
Agnes,PADLY,F,1732-06-24,Robert,PADLY,builder,Janet,HARDY,gardener
John,GOFF,M,1730-03-07,Matthew,GOFF,painter and decorater,Sarah,ASHWORTH,printer
Elis,MCDONALD,F,1726-03-28,David,MCDONALD,farmer,Margt,MONRO,removal man
Mary,HOLLINSWORTH,F,1727-02-15,Francis,HOLLINSWORTH,servant,Elisabeth,SMITH,spinner
Alexander,LAW,M,1728-11-13,William,LAW,grocer's assistant,Barbara,MEWES,police constable
William,MOORE,M,1724-06-22,Austine,MOORE,innkeeper,Jane,PARKER,railway inspector
Mary,HAYHOW,F,1730-05-23,James,HAYHOW,fisherman (shrimper),Grace,BURBURY,grocers clerk
Marge,MCKAY,F,1722-09-28,William,MCKAY,plumber,Ann,SMITH,crofter
Ann,MCKAY,F,1722-09-28,William,MCKAY,plumber,Ann,SMITH,crofter
Patrick,PERRY,M,1740-01-08,David,PERRY,newsagent,Jane,HOPE,coal miner
Mary,THORNE,F,1724-03-24,Willm,THORNE,mantua and dressmaker,Janet,DAKINS,engineer - tool maker
Margret,HALL,F,1725-12-03,Joseph,HALL,labourer,Margaret,DEBBAGE,carpenter & joiner
Anna,HALL,F,1725-12-03,Joseph,HALL,labourer,Margaret,DEBBAGE,carpenter & joiner
John,HELLIWELL,M,1723-01-07,Robert,HELLIWELL,cordwainer,Mary,OSBORN,gardener
James,ALLCOCK,M,1726-09-21,John,ALLCOCK,pianoforte maker,Ellen,SMITH,railway signalman
John,COCK,M,1727-03-04,Andrew,COCK,labourer,Charlotte,BAILEY,gardener
Isabella,ENGLAND,F,1723-10-30,John,ENGLAND,carter,Marjory,LANGRISH,fisherwoman
Jessie,MASON,F,1725-12-22,William,MASON,ledger clerk in cloth warehouse,Catherine,DONNA,cab proprietor
Donald,MASON,M,1725-12-22,William,MASON,ledger clerk in cloth warehouse,Catherine,DONNA,cab proprietor
Archibald,BOLTON,M,1723-01-20,William,BOLTON,coal miner,Margt,LADD,landowner
Fanny,BODEN,F,1726-03-09,John,BODEN,spring maker (colliery wagons),Ann,GARNER,labourer
James,MILLER,M,1726-05-22,Thomas,MILLER,grocer,Janet,CAMPBELL,waiter
Lewis,COLLETT,M,1726-08-17,John,COLLETT,coach builder,Mary,PARKES,farm lab
Sarah,BAILEY,F,1732-03-21,David,BAILEY,drapery manufacturers agent,Isabella,MOORE,builder
William,NEWMAN,M,1722-11-24,John,NEWMAN,farmer,Catherine,HENRY,labourer
Margaret,DALE,F,1743-10-15,Alexander,DALE,blacksmith,Agnes,HAMPSON,packing case maker
Bella,BLACKWALL,F,1727-08-07,James,BLACKWALL,ag lab,Janet,HADLEY,labourer
William,BALDWIN,M,1742-10-04,John,BALDWIN,publican,Mary,BILLINGS,tea packer
Janet,THOMPSON,F,1727-07-13,John,THOMPSON,royal navy able seaman,Elizabeth,ROBERTS,hm forces
Annie,WILLIAMS,F,1726-04-01,Patrick,WILLIAMS,farm waggoner,Elizabeth,GOMALL,ag lab
John,AUGAR,M,1731-11-27,Joseph,AUGAR,paper merchant,Emily,MATTHEWS,servant
Thomas,WARHURST,M,1731-04-08,James,WARHURST,waterman,Jessie,STEPHENS,woolcomber
Helen,EASOM,F,1720-08-10,Willi,EASOM,saddler,Maggie,WALKER,weaver
John,WATSON,M,1724-12-29,Wm,WATSON,framework knitter,Margaret,WORK,general labourer (railways)
George,FLINN,M,1724-05-08,Charles,FLINN,cook,Margaret,MOORE,railway clerk
Elizabeth,HARRIS,F,1723-04-15,Alexander,HARRIS,pharmacist,Maggie,WESTHAL,sheet metal worker
William,BAYLISS,M,1724-12-07,William,BAYLISS,tallow chandler,Mary,HALTCHEY,"official, insurance co"
Euphemia,BARKER,F,1725-09-13,Robert,BARKER,mason,Mary,BURNS,parlourmaid
Isabella,BARKER,F,1725-09-13,Robert,BARKER,mason,Mary,BURNS,parlourmaid
John,HENDERSON,M,1721-09-18,Matthew,HENDERSON,timber merchant,Mary,HILL,dairy worker
Alexander,SISSON,M,1730-11-11,John,SISSON,poet,Bonella,PICKERIS,stonemason
Hellen,JARROT,F,1732-05-23,George,JARROT,school teacher,Catherine,HAYES,nursery lab
Agnes,BOOTHROYD,F,1733-08-14,James,BOOTHROYD,hammersman (striker),Jane,ARISS,fwk
Mary,WILKES,F,1723-10-11,Archibald,WILKES,labourer,Janet,WHEATLEY,housemaid
Helen,MORLEY,F,1723-09-14,William,MORLEY,lab,Agnes,PAMENTON,stone mason
Alexander,MCDONALD,M,1725-08-17,Robert,MCDONALD,chemical worker,Mary,PRIDMORE,farmer
Christina,POLLARD,F,1725-02-11,William,POLLARD,shop assistant,Mary,FICKERY,servant
Hellen,BAKER,F,1726-02-28,John,BAKER,painter,Mary,STEWART,waterman
Hendry,LEE,M,1743-09-04,Robert,LEE,farmer,Ann,PEYLER,labourer
John,SMITH,M,1729-11-10,John,SMITH,basket maker,Isabella,PARKER,railway clerk
Alison,ADAMS,F,1733-12-12,Adam,ADAMS,coal miner,Mary,HALL,labourer
Alexander,WOODMANSEY,M,1740-05-06,Andrew,WOODMANSEY,joiner,Janet,PEARSON,labourer
Hugh,BETTS,M,1736-05-30,Peter,BETTS,farm worker,Devina,SCALE,plater
Evelyn,WILLMOT,M,1726-03-17,Archibald,WILLMOT,blacksmith,Sarah,GODSALL,senior english master
Hugh,WINSTONE,M,1730-06-19,Archd,WINSTONE,spinner,Ann,FITZGERALD,musician
Isabella,STOREY,F,1726-08-19,John,STOREY,labourer,Marion,FROSTEN,physician & surgeon
Thomas,CHURCH,M,1723-05-12,John,CHURCH,basket maker,Flora,KELDAY,ag lab
Ann,POPE,F,1726-09-12,George,POPE,master shoemaker,Alice,INGRAM,provision merchant
Robert,SINGLETON,M,1729-12-11,Samuel,SINGLETON,farm labourer,Margaret,DRAYCOTT,shoemaker
Sarah,SINGLETON,F,1729-12-11,Samuel,SINGLETON,farm labourer,Margaret,DRAYCOTT,shoemaker
Samuel,TOWLSON,M,1724-07-20,George,TOWLSON,farmer,Elizabeth,CAVE,land agent
Elizabeth,COURCHA,F,1724-10-10,John,COURCHA,coal miner,Margaret,ORMOND,nurseryman
Henry,PAGET,M,1725-12-25,John,PAGET,cutter and cutler,Margaret,MILLS,baker
Alexander,BAILLIE,M,1734-07-17,Alexander,BAILLIE,hat machinist,Mary,NEWELL,file cutter
Christina,WATSON,F,1735-02-18,Francis,WATSON,labourer,Isabella,NEALE,carpenter
Agnes,BARKER,F,1732-01-30,Charles,BARKER,labourer,Mary,LAKE,printer
Duncan,DEAN,M,1727-06-18,James,DEAN,blacksmith,Jane,COSTAR,ag lab
George,BROOMHEAD,M,1725-05-16,Robert,BROOMHEAD,stonemason,Ellen,YOUNG,carman
Christina,GARDNER,F,1738-06-29,John,GARDNER,fisherman,Isabella,ANDERSON,labourer
Wm,EASOM,M,1725-03-06,Willi,EASOM,saddler,Maggie,WALKER,weaver
Thomas,REID,M,1726-07-04,William,REID,tailor,Margaret,TILES,accountant
Janet,FAVELL,F,1736-09-23,John,FAVELL,whitesmith,Jane,BOWCAT,printing compositor
James,STEVENS,M,1727-04-16,Robert,STEVENS,clerk in holy orders,Elizabeth,BURRINGTON,coal miner
Peter,HAYDEN,M,1726-03-18,John,HAYDEN,ag lab,Jeanie,WHYE,lab
Sarah,STOKER,F,1730-04-05,Richard,STOKER,labourer,Sarah,HOYLE,mechanical engineer
Ann,HUGHES,F,1726-05-09,John,HUGHES,bricklayer,Magaret,CLAUSMAN,fustian cutter
Robert,MACDONALD,M,1726-10-03,Gavin,MACDONALD,railway fireman,Elizabeth,ROBINSON,farm servant
Isabella,NEWMAN,F,1724-06-22,William,NEWMAN,goldsmith,Mary,SISSON,collier
Isabella,RICHARDSON,F,1728-09-27,Walter,RICHARDSON,hosiery worker,Jeanie,ROBERTSON,merchant
Archibald,MEAD,M,1735-07-20,John,MEAD,lab,Marjory,STEWART,lighterman
Georgina,SHINN,F,1737-04-19,David,SHINN,farmer,Elizabeth,RAWSCLIFFE,weaver
Richard,DUST,M,1731-02-19,Edmund,DUST,carpenter,Margaret,ADAMSON,ag lab
Nastilo,WOOD,M,1724-10-06,Robert,WOOD,clerk in holy orders,Mary,CAIN,coal miner
Jannet,SHARROCK,F,1725-02-18,Walter,SHARROCK,farmer,Margt,SAUNDERS,pitman
Isabella,SUGDEN,F,1731-01-02,Alexander,SUGDEN,ag lab,Elizabeth,FOWLER,ag lab
Alexander,DISS,M,1731-12-22,Gregor,DISS,plater,Florence,EIDE,joiner
Jane,JACK,F,1727-11-28,John,JACK,carpenter,Ellen,GILBERT,coal merchant
James,NIXON,M,1734-08-04,Johan,NIXON,collier,Sarah,MCCOMBIE,farmer
Elizabeth,RHOYDS,F,1725-06-28,George,RHOYDS,coal miner,Mary,THOMAS,medical practitioner (g.p)
Ellen,SPRAWSON,F,1729-05-16,Hugh,SPRAWSON,wheelwright,Jane,WHEELER,painter
Margery,HANTBY,F,1728-12-14,William,HANTBY,furniture salesman,Catherine,ROBSON,chair polisher
Patrick,HENDERSON,M,1725-09-29,Matthew,HENDERSON,timber merchant,Mary,HILL,dairy worker
Agnes,PARFITT,F,1728-12-04,John,PARFITT,engine fitter,Mary,PARFIT,labourer
Fredrich,PIERPOINT,M,1729-11-16,Alexr,PIERPOINT,ag lab,Jessie,GOWLER,lab
William,PIERPOINT,M,1729-11-16,Alexr,PIERPOINT,ag lab,Jessie,GOWLER,lab
Radford,VARLEY,M,1727-03-30,James,VARLEY,gold digger,Annie,TWEMLOW,lacemaker
Mary,CROWTHER,F,1728-12-31,Robert,CROWTHER,labourer,Ann,MORRIS,labourer
John,BARWORTH,M,1729-08-28,Alexander,BARWORTH,railway platelayer,Betsy,MARLER,yeoman farmer
Daniel,SULLIVAN,M,1724-10-28,Hugh,SULLIVAN,domestic cook,Mary,CROCKER,oil miller
Peter,SMITHYMAN,M,1731-08-17,Wm,SMITHYMAN,warehouseman,Rachel,WARBURTON,blacksmith
James,DURWARD,M,1729-06-02,Donald,DURWARD,planter,Frances,BAND,tailor
Margaret,MEREDITH,F,1737-09-23,James,MEREDITH,bookbinder,Margaret,MITCHELL,chemist & druggist
Wm,GOOCH,M,1726-12-21,George,GOOCH,tailor,Ann,HAMBLETON,electro plater
Elizabeth,PEERS,F,1725-12-16,Peter,PEERS,watch & clockmaker,Isobel,HARTLEY,labourer
James,ASPINALL,M,1727-02-08,William,ASPINALL,fisherman,Agnes,PRODGAR,gentlemans servant
John,RUNHAM,M,1725-01-17,James,RUNHAM,lace maker,Elizabeth,DAVIDSON,lab
Ann,WOTTON,F,1727-11-04,Jas,WOTTON,painter,Ann,RAWLE,blacksmith
Archibald,BOND,M,1728-07-16,David,BOND,grazier,Jessie,LANE,elementary school teacher
John,TURNER,M,1726-03-10,David,TURNER,farmer,Mary,KERBEY,joiner
Elizebith,EVANS,F,1727-12-19,Edward,EVANS,farmer,Elizabeth,CLEAVERLY,musical instrument maker (brass)
Mary,MCKENZIE,F,1730-11-01,Hugh,MCKENZIE,french polisher,Marion,DOWNEY,landed proprietor
Margt,WRIGHT,F,1728-01-26,Josep,WRIGHT,"warehouseman, cotton",Jane,HURDLE,ag lab
George,PAGE,M,1727-03-19,William,PAGE,wheelwright,Margaret,HUGHES,coal miner
Theresa,WILKINS,F,1729-12-28,John,WILKINS,coal miner,Jannet,HOWARTH,painter
Joseph,JONES,M,1727-06-27,Duncan,JONES,police officer,Mary,MATHIE,bricklayer
Mary,MITAXA,F,1729-09-09,Charles,MITAXA,weaver,Margaret,LAW,upholsterer
Jessie,HILDAWAY,F,1727-08-15,John,HILDAWAY,asst sewage works manager,Alice,JONES,wheelwright
Jane,BACK,F,1730-07-02,Robert,BACK,commercial traveller,Margaret,SANDALLS,miner
Ann,SINNOCK,F,1735-12-17,James,SINNOCK,bargeman,Mary,JONES,clerk
Mary,BROWN,F,1734-12-31,George,BROWN,shop assistant,Margaret,BARNARD,provision dealer
Mary,PARKER,F,1728-04-21,James,PARKER,mariner,Mary,PAINTER,cordwainer
Alexr,LAVERSUCH,M,1727-05-31,David,LAVERSUCH,shoemaker,Mary,HUNT,tailor
Ann,LEATHERBARROW,F,1726-10-22,Alexander,LEATHERBARROW,servant,Katie,ELLIOTT,farmer
William,BAKER,M,1727-12-13,David,BAKER,brakesman (railway),Isabella,CRABB,police
Janet,MUMFORD,F,1727-02-18,Patrick,MUMFORD,playing card cutter,Elisabeth,BOAK,hairdresser
Elizabeth,MUMFORD,F,1727-02-18,Patrick,MUMFORD,playing card cutter,Elisabeth,BOAK,hairdresser
Margaret,JOHNSON,F,1734-08-25,James,JOHNSON,bobbin turner,Jessie,BURROWS,clerk
James,SIMPSON,M,1727-06-27,John,SIMPSON,farmer,Agnes,VIVIAN,lab
William,HALCRO,M,1728-08-22,Edward,HALCRO,broker,Marion,CURD,joiner
James,BUTTERWORTH,M,1733-01-10,Alexander,BUTTERWORTH,sawyer,Martha,WOODROFFE,mason
Gordon,FRAIYER,M,1729-11-07,Donald,FRAIYER,labourer,Maggie,HANCOCK,clerk in holy orders
Francis,BACL,M,1729-03-20,George,BACL,farmer,Ann,HODGSON,merchant seaman
George,C,M,1727-07-18,Andrew,C,coal miner,Margaret,WILLIAMS,sailmaker
Margaret,SAXTOR,F,1729-03-19,William,SAXTOR,town servant,Elizabeth,MCCALLUM,gardener
Thomas,JUSTIN,M,1742-04-28,James,JUSTIN,engineer,Isabella,ARMITAGE,mariner
John,MCKAY,M,1731-07-13,William,MCKAY,plumber,Ann,SMITH,crofter
David,NEWMAN,M,1727-07-20,John,NEWMAN,farmer,Catherine,HENRY,labourer
Duncan,BERY,M,1730-05-01,Archd,BERY,shopkeeper,Annie,PARR,tailor and draper
George,GONDIE,M,1738-12-31,Andrew,GONDIE,miner,Margaret,TAYLOR,engineers draughtsman
William,HENDSON,M,1727-03-24,John,HENDSON,steelworks maintenance engineer,Euphemia,CANLEY,farmer
James,HUMPHRIES,M,1732-02-21,John,HUMPHRIES,lacemaker,Jeanie,WALSH,farmer
Robert,ATKIN,M,1730-09-20,Richard,ATKIN,shipwright,Ann,POULTON,upholsterer
Alexander,HALL,M,1726-05-20,Willia,HALL,"clerk, pharmaceutical retailers",Grace,TYE,joiner
Joseph,HELLIWELL,M,1727-11-30,Robert,HELLIWELL,cordwainer,Mary,OSBORN,gardener
Leslie,BOLTON,M,1731-03-11,William,BOLTON,coal miner,Margt,LADD,landowner
John,LEE,M,1738-01-10,James,LEE,"fireman, metropolitan fire brigade",Agnes,DAVIES,manipulator of fine drugs and chemicals
Ann,HUGHES,F,1728-12-23,David,HUGHES,weaver,Christina,KNIGHT,merchants clerk
John,TURNER,M,1726-10-28,William,TURNER,farmer,Rebecca,FEE,silk worker
James,PARRY,M,1728-03-29,John,PARRY,farmer,Agnes,WELLINGTON,iron moulder
Christina,CAKLEY,F,1727-03-25,Robert,CAKLEY,painter,Mary,BURN,labourer
Mary,GLUE,F,1729-08-16,Alexander,GLUE,farmer,Christiana,GOODWIN,painter
David,HARRIS,M,1727-04-20,Alexander,HARRIS,pharmacist,Maggie,WESTHAL,sheet metal worker
Elisabeth,SCHOLES,F,1726-12-14,James,SCHOLES,servant,Catherine,BELLION,gardener
Robert,BENNETT,M,1731-05-04,Hugh,BENNETT,wine merchant,Martha,SUTCLIFFE,grazier
Margaret,CALLOWHILL,F,1733-03-24,James,CALLOWHILL,perfume chemist,Isabella,TIDY,coal miner
James,CHURCH,M,1728-05-30,John,CHURCH,basket maker,Flora,KELDAY,ag lab
William,HARDCASTLE,M,1730-11-07,Robert,HARDCASTLE,farmer's daughter,Catherine,TULLOCH,grain merchant
William,BROWN,M,1735-11-13,David,BROWN,pattern-maker (aero-engine manufacturers),Madelina,THOMAS,weaver
James,PARFITT,M,1742-07-14,John,PARFITT,cellarman,Helen,FITT,dressmaker
Robt,PEYMAN,M,1727-11-17,Robert,PEYMAN,sweet shop owner,Elizabeth,BEALE,lab
Allan,MCISAAC,M,1733-01-20,Charles,MCISAAC,weaver,Margaret,BOAM,farmer
Thomas,LEE,M,1731-07-11,James,LEE,jeweller,Isabella,SIMCO,wood sawyer
William,HENWOOD,M,1733-05-01,John,HENWOOD,fish merchant,Ann,BRINDLE,ag lab
Thomas,DAVIES,M,1729-09-14,William,DAVIES,master saddler,Joann,CHALMERS,schoolteacher
David,SINCLAIR,M,1736-06-11,Wm,SINCLAIR,farmer,Jane,SINGLETON,carpenter
Jane,DUNCAN,F,1727-06-21,Daniel,DUNCAN,farmer,Isabella,BAKER,"book keeper, grocers"
Robert,LOADER,M,1728-05-22,David,LOADER,coal miner,Jane,CURRIDGE,detective officer
James,LATTON,M,1734-06-18,William,LATTON,school teacher,Sarah,HARPER,shoemaker
Agnes,ECCLES,F,1729-11-24,Alexander,ECCLES,farmer,Helen,MCCUBBIN,grocer
Andrew,THORNLEY,M,1727-08-08,Charles,THORNLEY,pawnbroker,Katty,BEETHAM,thimble maker
Ellen,MORLEY,F,1727-06-01,William,MORLEY,lab,Agnes,PAMENTON,stone mason
William,GREEN,M,1734-09-08,Samuel,GREEN,file hardener,Bell,MCKAY,huckster
Neils,WILKES,M,1730-02-02,Archibald,WILKES,labourer,Janet,WHEATLEY,housemaid
David,MCKEAY,M,1736-08-23,John,MCKEAY,domestic servant,Elizabeth,WRIGHT,farmer
Jessie,LINCOLN,F,1739-10-04,Hugh,LINCOLN,bootmaker,Jessie,SHAW,general accountant
David,COLLENCE,M,1736-08-28,William,COLLENCE,bailiff,Lucy,HARDMAN,mercer and draper
Edward,ENGLAND,M,1728-09-17,John,ENGLAND,carter,Marjory,LANGRISH,fisherwoman
Samuel,CROWDY,M,1728-03-03,Robert,CROWDY,labourer,Christina,PEARCE,labourer
William,ANGELL,M,1730-03-20,Peter,ANGELL,gentlemans servant,Mary,CONNAR,cabinet maker
Margt,MARSDEN,F,1731-12-16,George,MARSDEN,gardener,Cath,HOWNE,colliery clerk
Cecilia,PATERSON,F,1735-05-23,G,PATERSON,labourer,Mary,DAVIES,shop assistant
John,HOCKLEY,M,1727-05-05,Robert,HOCKLEY,innkeeper,Martha,HANNAN,upholsterer and matress maker
