rec-id,FirstName,LastName,Gender,DateofBirth,FatherFirstName,FatherLastName,FatherOccupation,MotherFirstName,MotherLastName,MotherOccupation
rec-82-org,Willm,SOWDEN,M,1724-08-15,John,SOWDEN,maltster,Grace,OWENS,labourer
rec-83-org,Margaret,PEERS,F,1722-01-21,Peter,PEERS,watch & clockmaker,Isobel,HARTLEY,labourer
rec-84-org,Catherine,CHARLWOOD,F,1727-04-14,Andrew,CHARLWOOD,farmer,Maud,KENT,army captain
rec-85-org,Mary,FLINN,F,1719-04-14,Charles,FLINN,cook,Margaret,MOORE,railway clerk
rec-86-org,George,PELL,M,1729-11-19,John,PELL,photographer,Rosa,THOMPSON,cordwainer
rec-87-org,Cornick,C,M,1722-09-24,Andrew,C,coal miner,Margaret,WILLIAMS,sailmaker
rec-88-org,Selina,GLUE,F,1723-04-09,Alexander,GLUE,farmer,Christiana,GOODWIN,painter
rec-89-org,Alexr,MARSDEN,M,1723-11-16,George,MARSDEN,gardener,Cath,HOWNE,colliery clerk
rec-90-org,Annie,DRISCOLL,F,1724-06-30,James,DRISCOLL,currier,Helen,BURNS,warehouseman
rec-91-org,Robert,SCHOLES,M,1723-04-15,James,SCHOLES,servant,Catherine,BELLION,gardener
rec-92-org,Emily,OWEN,F,1726-03-31,David,OWEN,farmer,Alison,EVENDEN,teacher
rec-93-org,Agnes,HUGHES,F,1723-02-17,David,HUGHES,weaver,Christina,KNIGHT,merchants clerk
rec-94-org,William,BURGESS,M,1725-05-26,Hugh,BURGESS,limited company secretary,Helen,MADDOCKS,lab
rec-95-org,Mary,HUCK,F,1724-03-31,Peter,HUCK,cook,Mary,WYNNE,baker
rec-96-org,Thomas,ASPINALL,M,1722-02-07,William,ASPINALL,fisherman,Agnes,PRODGAR,gentlemans servant
rec-97-org,Agnes,PADLY,F,1732-06-24,Robert,PADLY,builder,Janet,HARDY,gardener
rec-98-org,John,GOFF,M,1730-03-07,Matthew,GOFF,painter and decorater,Sarah,ASHWORTH,printer
rec-99-org,Elis,MCDONALD,F,1726-03-28,David,MCDONALD,farmer,Margt,MONRO,removal man
rec-100-org,Mary,HOLLINSWORTH,F,1727-02-15,Francis,HOLLINSWORTH,servant,Elisabeth,SMITH,spinner
rec-101-org,Alexander,LAW,M,1728-11-13,William,LAW,grocer's assistant,Barbara,MEWES,police constable
rec-102-org,William,MOORE,M,1724-06-22,Austine,MOORE,innkeeper,Jane,PARKER,railway inspector
rec-103-org,Mary,HAYHOW,F,1730-05-23,James,HAYHOW,fisherman (shrimper),Grace,BURBURY,grocers clerk
rec-104-org,Marge,MCKAY,F,1722-09-28,William,MCKAY,plumber,Ann,SMITH,crofter
rec-105-org,Ann,MCKAY,F,1722-09-28,William,MCKAY,plumber,Ann,SMITH,crofter
rec-106-org,Patrick,PERRY,M,1740-01-08,David,PERRY,newsagent,Jane,HOPE,coal miner
rec-107-org,Mary,THORNE,F,1724-03-24,Willm,THORNE,mantua and dressmaker,Janet,DAKINS,engineer - tool maker
rec-108-org,Margret,HALL,F,1725-12-03,Joseph,HALL,labourer,Margaret,DEBBAGE,carpenter & joiner
rec-109-org,Anna,HALL,F,1725-12-03,Joseph,HALL,labourer,Margaret,DEBBAGE,carpenter & joiner
rec-110-org,John,HELLIWELL,M,1723-01-07,Robert,HELLIWELL,cordwainer,Mary,OSBORN,gardener
rec-111-org,James,ALLCOCK,M,1726-09-21,John,ALLCOCK,pianoforte maker,Ellen,SMITH,railway signalman
rec-112-org,John,COCK,M,1727-03-04,Andrew,COCK,labourer,Charlotte,BAILEY,gardener
rec-113-org,Isabella,ENGLAND,F,1723-10-30,John,ENGLAND,carter,Marjory,LANGRISH,fisherwoman
rec-114-org,Jessie,MASON,F,1725-12-22,William,MASON,ledger clerk in cloth warehouse,Catherine,DONNA,cab proprietor
rec-115-org,Donald,MASON,M,1725-12-22,William,MASON,ledger clerk in cloth warehouse,Catherine,DONNA,cab proprietor
rec-116-org,Archibald,BOLTON,M,1723-01-20,William,BOLTON,coal miner,Margt,LADD,landowner
rec-117-org,Fanny,BODEN,F,1726-03-09,John,BODEN,spring maker (colliery wagons),Ann,GARNER,labourer
rec-118-org,James,MILLER,M,1726-05-22,Thomas,MILLER,grocer,Janet,CAMPBELL,waiter
rec-119-org,Lewis,COLLETT,M,1726-08-17,John,COLLETT,coach builder,Mary,PARKES,farm lab
rec-120-org,Sarah,BAILEY,F,1732-03-21,David,BAILEY,drapery manufacturers agent,Isabella,MOORE,builder
rec-121-org,William,NEWMAN,M,1722-11-24,John,NEWMAN,farmer,Catherine,HENRY,labourer
rec-122-org,Margaret,DALE,F,1743-10-15,Alexander,DALE,blacksmith,Agnes,HAMPSON,packing case maker
rec-123-org,Bella,BLACKWALL,F,1727-08-07,James,BLACKWALL,ag lab,Janet,HADLEY,labourer
rec-124-org,William,BALDWIN,M,1742-10-04,John,BALDWIN,publican,Mary,BILLINGS,tea packer
rec-125-org,Janet,THOMPSON,F,1727-07-13,John,THOMPSON,royal navy able seaman,Elizabeth,ROBERTS,hm forces
rec-126-org,Annie,WILLIAMS,F,1726-04-01,Patrick,WILLIAMS,farm waggoner,Elizabeth,GOMALL,ag lab
rec-127-org,John,AUGAR,M,1731-11-27,Joseph,AUGAR,paper merchant,Emily,MATTHEWS,servant
rec-128-org,Thomas,WARHURST,M,1731-04-08,James,WARHURST,waterman,Jessie,STEPHENS,woolcomber
rec-129-org,Helen,EASOM,F,1720-08-10,Willi,EASOM,saddler,Maggie,WALKER,weaver
rec-130-org,John,WATSON,M,1724-12-29,Wm,WATSON,framework knitter,Margaret,WORK,general labourer (railways)
rec-131-org,George,FLINN,M,1724-05-08,Charles,FLINN,cook,Margaret,MOORE,railway clerk
rec-132-org,Elizabeth,HARRIS,F,1723-04-15,Alexander,HARRIS,pharmacist,Maggie,WESTHAL,sheet metal worker
rec-133-org,William,BAYLISS,M,1724-12-07,William,BAYLISS,tallow chandler,Mary,HALTCHEY,"official, insurance co"
rec-134-org,Euphemia,BARKER,F,1725-09-13,Robert,BARKER,mason,Mary,BURNS,parlourmaid
rec-135-org,Isabella,BARKER,F,1725-09-13,Robert,BARKER,mason,Mary,BURNS,parlourmaid
rec-136-org,John,HENDERSON,M,1721-09-18,Matthew,HENDERSON,timber merchant,Mary,HILL,dairy worker
rec-137-org,Alexander,SISSON,M,1730-11-11,John,SISSON,poet,Bonella,PICKERIS,stonemason
rec-138-org,Hellen,JARROT,F,1732-05-23,George,JARROT,school teacher,Catherine,HAYES,nursery lab
rec-139-org,Agnes,BOOTHROYD,F,1733-08-14,James,BOOTHROYD,hammersman (striker),Jane,ARISS,fwk
rec-140-org,Mary,WILKES,F,1723-10-11,Archibald,WILKES,labourer,Janet,WHEATLEY,housemaid
rec-141-org,Helen,MORLEY,F,1723-09-14,William,MORLEY,lab,Agnes,PAMENTON,stone mason
rec-142-org,Alexander,MCDONALD,M,1725-08-17,Robert,MCDONALD,chemical worker,Mary,PRIDMORE,farmer
rec-143-org,Christina,POLLARD,F,1725-02-11,William,POLLARD,shop assistant,Mary,FICKERY,servant
rec-144-org,Hellen,BAKER,F,1726-02-28,John,BAKER,painter,Mary,STEWART,waterman
rec-145-org,Hendry,LEE,M,1743-09-04,Robert,LEE,farmer,Ann,PEYLER,labourer
rec-146-org,John,SMITH,M,1729-11-10,John,SMITH,basket maker,Isabella,PARKER,railway clerk
rec-147-org,Alison,ADAMS,F,1733-12-12,Adam,ADAMS,coal miner,Mary,HALL,labourer
rec-148-org,Alexander,WOODMANSEY,M,1740-05-06,Andrew,WOODMANSEY,joiner,Janet,PEARSON,labourer
rec-149-org,Hugh,BETTS,M,1736-05-30,Peter,BETTS,farm worker,Devina,SCALE,plater
rec-150-org,Evelyn,WILLMOT,M,1726-03-17,Archibald,WILLMOT,blacksmith,Sarah,GODSALL,senior english master
rec-151-org,Hugh,WINSTONE,M,1730-06-19,Archd,WINSTONE,spinner,Ann,FITZGERALD,musician
rec-152-org,Isabella,STOREY,F,1726-08-19,John,STOREY,labourer,Marion,FROSTEN,physician & surgeon
rec-153-org,Thomas,CHURCH,M,1723-05-12,John,CHURCH,basket maker,Flora,KELDAY,ag lab
rec-154-org,Ann,POPE,F,1726-09-12,George,POPE,master shoemaker,Alice,INGRAM,provision merchant
rec-155-org,Robert,SINGLETON,M,1729-12-11,Samuel,SINGLETON,farm labourer,Margaret,DRAYCOTT,shoemaker
rec-156-org,Sarah,SINGLETON,F,1729-12-11,Samuel,SINGLETON,farm labourer,Margaret,DRAYCOTT,shoemaker
rec-157-org,Samuel,TOWLSON,M,1724-07-20,George,TOWLSON,farmer,Elizabeth,CAVE,land agent
rec-158-org,Elizabeth,COURCHA,F,1724-10-10,John,COURCHA,coal miner,Margaret,ORMOND,nurseryman
rec-159-org,Henry,PAGET,M,1725-12-25,John,PAGET,cutter and cutler,Margaret,MILLS,baker
rec-160-org,Alexander,BAILLIE,M,1734-07-17,Alexander,BAILLIE,hat machinist,Mary,NEWELL,file cutter
rec-161-org,Christina,WATSON,F,1735-02-18,Francis,WATSON,labourer,Isabella,NEALE,carpenter
rec-162-org,Agnes,BARKER,F,1732-01-30,Charles,BARKER,labourer,Mary,LAKE,printer
rec-163-org,Duncan,DEAN,M,1727-06-18,James,DEAN,blacksmith,Jane,COSTAR,ag lab
rec-164-org,George,BROOMHEAD,M,1725-05-16,Robert,BROOMHEAD,stonemason,Ellen,YOUNG,carman
rec-165-org,Christina,GARDNER,F,1738-06-29,John,GARDNER,fisherman,Isabella,ANDERSON,labourer
rec-166-org,Wm,EASOM,M,1725-03-06,Willi,EASOM,saddler,Maggie,WALKER,weaver
rec-167-org,Thomas,REID,M,1726-07-04,William,REID,tailor,Margaret,TILES,accountant
rec-168-org,Janet,FAVELL,F,1736-09-23,John,FAVELL,whitesmith,Jane,BOWCAT,printing compositor
rec-169-org,James,STEVENS,M,1727-04-16,Robert,STEVENS,clerk in holy orders,Elizabeth,BURRINGTON,coal miner
rec-170-org,Peter,HAYDEN,M,1726-03-18,John,HAYDEN,ag lab,Jeanie,WHYE,lab
rec-171-org,Sarah,STOKER,F,1730-04-05,Richard,STOKER,labourer,Sarah,HOYLE,mechanical engineer
rec-172-org,Ann,HUGHES,F,1726-05-09,John,HUGHES,bricklayer,Magaret,CLAUSMAN,fustian cutter
rec-173-org,Robert,MACDONALD,M,1726-10-03,Gavin,MACDONALD,railway fireman,Elizabeth,ROBINSON,farm servant
rec-174-org,Isabella,NEWMAN,F,1724-06-22,William,NEWMAN,goldsmith,Mary,SISSON,collier
rec-175-org,Isabella,RICHARDSON,F,1728-09-27,Walter,RICHARDSON,hosiery worker,Jeanie,ROBERTSON,merchant
rec-176-org,Archibald,MEAD,M,1735-07-20,John,MEAD,lab,Marjory,STEWART,lighterman
rec-177-org,Georgina,SHINN,F,1737-04-19,David,SHINN,farmer,Elizabeth,RAWSCLIFFE,weaver
rec-178-org,Richard,DUST,M,1731-02-19,Edmund,DUST,carpenter,Margaret,ADAMSON,ag lab
rec-179-org,Nastilo,WOOD,M,1724-10-06,Robert,WOOD,clerk in holy orders,Mary,CAIN,coal miner
rec-180-org,Jannet,SHARROCK,F,1725-02-18,Walter,SHARROCK,farmer,Margt,SAUNDERS,pitman
rec-181-org,Isabella,SUGDEN,F,1731-01-02,Alexander,SUGDEN,ag lab,Elizabeth,FOWLER,ag lab
rec-182-org,Alexander,DISS,M,1731-12-22,Gregor,DISS,plater,Florence,EIDE,joiner
rec-183-org,Jane,JACK,F,1727-11-28,John,JACK,carpenter,Ellen,GILBERT,coal merchant
rec-184-org,James,NIXON,M,1734-08-04,Johan,NIXON,collier,Sarah,MCCOMBIE,farmer
rec-185-org,Elizabeth,RHOYDS,F,1725-06-28,George,RHOYDS,coal miner,Mary,THOMAS,medical practitioner (g.p)
rec-186-org,Ellen,SPRAWSON,F,1729-05-16,Hugh,SPRAWSON,wheelwright,Jane,WHEELER,painter
rec-187-org,Margery,HANTBY,F,1728-12-14,William,HANTBY,furniture salesman,Catherine,ROBSON,chair polisher
rec-188-org,Patrick,HENDERSON,M,1725-09-29,Matthew,HENDERSON,timber merchant,Mary,HILL,dairy worker
rec-189-org,Agnes,PARFITT,F,1728-12-04,John,PARFITT,engine fitter,Mary,PARFIT,labourer
rec-190-org,Fredrich,PIERPOINT,M,1729-11-16,Alexr,PIERPOINT,ag lab,Jessie,GOWLER,lab
rec-191-org,William,PIERPOINT,M,1729-11-16,Alexr,PIERPOINT,ag lab,Jessie,GOWLER,lab
rec-192-org,Radford,VARLEY,M,1727-03-30,James,VARLEY,gold digger,Annie,TWEMLOW,lacemaker
rec-193-org,Mary,CROWTHER,F,1728-12-31,Robert,CROWTHER,labourer,Ann,MORRIS,labourer
rec-194-org,John,BARWORTH,M,1729-08-28,Alexander,BARWORTH,railway platelayer,Betsy,MARLER,yeoman farmer
rec-195-org,Daniel,SULLIVAN,M,1724-10-28,Hugh,SULLIVAN,domestic cook,Mary,CROCKER,oil miller
rec-196-org,Peter,SMITHYMAN,M,1731-08-17,Wm,SMITHYMAN,warehouseman,Rachel,WARBURTON,blacksmith
rec-197-org,James,DURWARD,M,1729-06-02,Donald,DURWARD,planter,Frances,BAND,tailor
rec-198-org,Margaret,MEREDITH,F,1737-09-23,James,MEREDITH,bookbinder,Margaret,MITCHELL,chemist & druggist
rec-199-org,Wm,GOOCH,M,1726-12-21,George,GOOCH,tailor,Ann,HAMBLETON,electro plater
rec-200-org,Elizabeth,PEERS,F,1725-12-16,Peter,PEERS,watch & clockmaker,Isobel,HARTLEY,labourer
rec-201-org,James,ASPINALL,M,1727-02-08,William,ASPINALL,fisherman,Agnes,PRODGAR,gentlemans servant
rec-202-org,John,RUNHAM,M,1725-01-17,James,RUNHAM,lace maker,Elizabeth,DAVIDSON,lab
rec-203-org,Ann,WOTTON,F,1727-11-04,Jas,WOTTON,painter,Ann,RAWLE,blacksmith
rec-204-org,Archibald,BOND,M,1728-07-16,David,BOND,grazier,Jessie,LANE,elementary school teacher
rec-205-org,John,TURNER,M,1726-03-10,David,TURNER,farmer,Mary,KERBEY,joiner
rec-206-org,Elizebith,EVANS,F,1727-12-19,Edward,EVANS,farmer,Elizabeth,CLEAVERLY,musical instrument maker (brass)
rec-207-org,Mary,MCKENZIE,F,1730-11-01,Hugh,MCKENZIE,french polisher,Marion,DOWNEY,landed proprietor
rec-208-org,Margt,WRIGHT,F,1728-01-26,Josep,WRIGHT,"warehouseman, cotton",Jane,HURDLE,ag lab
rec-209-org,George,PAGE,M,1727-03-19,William,PAGE,wheelwright,Margaret,HUGHES,coal miner
rec-210-org,Theresa,WILKINS,F,1729-12-28,John,WILKINS,coal miner,Jannet,HOWARTH,painter
rec-211-org,Joseph,JONES,M,1727-06-27,Duncan,JONES,police officer,Mary,MATHIE,bricklayer
rec-212-org,Mary,MITAXA,F,1729-09-09,Charles,MITAXA,weaver,Margaret,LAW,upholsterer
rec-213-org,Jessie,HILDAWAY,F,1727-08-15,John,HILDAWAY,asst sewage works manager,Alice,JONES,wheelwright
rec-214-org,Jane,BACK,F,1730-07-02,Robert,BACK,commercial traveller,Margaret,SANDALLS,miner
rec-215-org,Ann,SINNOCK,F,1735-12-17,James,SINNOCK,bargeman,Mary,JONES,clerk
rec-216-org,Mary,BROWN,F,1734-12-31,George,BROWN,shop assistant,Margaret,BARNARD,provision dealer
rec-217-org,Mary,PARKER,F,1728-04-21,James,PARKER,mariner,Mary,PAINTER,cordwainer
rec-218-org,Alexr,LAVERSUCH,M,1727-05-31,David,LAVERSUCH,shoemaker,Mary,HUNT,tailor
rec-219-org,Ann,LEATHERBARROW,F,1726-10-22,Alexander,LEATHERBARROW,servant,Katie,ELLIOTT,farmer
rec-220-org,William,BAKER,M,1727-12-13,David,BAKER,brakesman (railway),Isabella,CRABB,police
rec-221-org,Janet,MUMFORD,F,1727-02-18,Patrick,MUMFORD,playing card cutter,Elisabeth,BOAK,hairdresser
rec-222-org,Elizabeth,MUMFORD,F,1727-02-18,Patrick,MUMFORD,playing card cutter,Elisabeth,BOAK,hairdresser
rec-223-org,Margaret,JOHNSON,F,1734-08-25,James,JOHNSON,bobbin turner,Jessie,BURROWS,clerk
rec-224-org,James,SIMPSON,M,1727-06-27,John,SIMPSON,farmer,Agnes,VIVIAN,lab
rec-225-org,William,HALCRO,M,1728-08-22,Edward,HALCRO,broker,Marion,CURD,joiner
rec-226-org,James,BUTTERWORTH,M,1733-01-10,Alexander,BUTTERWORTH,sawyer,Martha,WOODROFFE,mason
rec-227-org,Gordon,FRAIYER,M,1729-11-07,Donald,FRAIYER,labourer,Maggie,HANCOCK,clerk in holy orders
rec-228-org,Francis,BACL,M,1729-03-20,George,BACL,farmer,Ann,HODGSON,merchant seaman
rec-229-org,George,C,M,1727-07-18,Andrew,C,coal miner,Margaret,WILLIAMS,sailmaker
rec-230-org,Margaret,SAXTOR,F,1729-03-19,William,SAXTOR,town servant,Elizabeth,MCCALLUM,gardener
rec-231-org,Thomas,JUSTIN,M,1742-04-28,James,JUSTIN,engineer,Isabella,ARMITAGE,mariner
rec-232-org,John,MCKAY,M,1731-07-13,William,MCKAY,plumber,Ann,SMITH,crofter
rec-233-org,David,NEWMAN,M,1727-07-20,John,NEWMAN,farmer,Catherine,HENRY,labourer
rec-234-org,Duncan,BERY,M,1730-05-01,Archd,BERY,shopkeeper,Annie,PARR,tailor and draper
rec-235-org,George,GONDIE,M,1738-12-31,Andrew,GONDIE,miner,Margaret,TAYLOR,engineers draughtsman
rec-236-org,William,HENDSON,M,1727-03-24,John,HENDSON,steelworks maintenance engineer,Euphemia,CANLEY,farmer
rec-237-org,James,HUMPHRIES,M,1732-02-21,John,HUMPHRIES,lacemaker,Jeanie,WALSH,farmer
rec-238-org,Robert,ATKIN,M,1730-09-20,Richard,ATKIN,shipwright,Ann,POULTON,upholsterer
rec-239-org,Alexander,HALL,M,1726-05-20,Willia,HALL,"clerk, pharmaceutical retailers",Grace,TYE,joiner
rec-240-org,Joseph,HELLIWELL,M,1727-11-30,Robert,HELLIWELL,cordwainer,Mary,OSBORN,gardener
rec-241-org,Leslie,BOLTON,M,1731-03-11,William,BOLTON,coal miner,Margt,LADD,landowner
rec-242-org,John,LEE,M,1738-01-10,James,LEE,"fireman, metropolitan fire brigade",Agnes,DAVIES,manipulator of fine drugs and chemicals
rec-243-org,Ann,HUGHES,F,1728-12-23,David,HUGHES,weaver,Christina,KNIGHT,merchants clerk
