rec-id,FirstName,LastName,MotherFirstName,FatherLastName,DateofBirth,FatherFirstName,FatherOccupation,MotherLastName,Gender,MotherOccupation
rec-11-org,Mary,WILLY,Isabella,WILLY,1716-06-11,William,miner,FLINNIS,F,aircraft designer
rec-110-org,Susan,ARTUR,Margaret,ARTUR,1726-07-20,Samuel,ag lab,HAYTON,F,post master
rec-1100-org,Agnes,MCGHEE,Sarah,MCGHEE,1743-03-13,William,woollen draper,PITT,F,master mariner
rec-1101-org,Alexander,HODKINSON,Betsy,HODKINSON,1746-04-17,Thomas,framework knitter (gloves - cotton ),HUMPHREYS,M,sadler
rec-1102-dup-0,Dvid,THREADGOLD,Maggie,THREADGOLD,1751-11-24,Peter,lab,CURMICK,M,farmer's daughter
rec-1103-dup-0,Heken,DUFFY,Sarah,DUFFY,1744-03-19,John,labourer,MISUCK,F,leather dresser
rec-1104-org,Robt,SUMNER,Ann,SUMNER,1752-05-05,Donald,tailor and draper,GILBERT,M,glass cutter
rec-1105-org,Ann,BICKLE,Wilhelmine,BICKLE,1744-10-13,James,farmer,GOODER,F,labourer
rec-1106-dup-0,Cadherine,JACKSON,Jemima,JACKSON,1745-09-01,Neil,munition head gouger,WITHAM,F,labourer
rec-1107-org,Catherine,NAILOR,Jane,NAILOR,1745-05-21,John,common carrier,COOPER,F,master blacksmith
rec-1108-org,Flora,HEAP,Elizabeth,HEAP,1751-07-21,George,bookseller,TAYLOR,F,carpenter
rec-1109-org,Isabella,MORDIN,Jessie,MORDIN,1749-09-29,David,indian army officer,KNIGHT,F,fitter
rec-111-dup-0,John,AsRTUR,Margaret,ARTUR,1726-07-20,Samuel,ag lab,HAYTON,M,post master
rec-1110-dup-0,Annief,HEATH,Margaret,HEATH,1745-05-08,John,tailor,OSBALDERSTON,F,farmer
rec-1111-org,William,ASTLE,Hannah,ASTLE,1743-06-01,Murdo,miner,RICHARDS,M,farmer
rec-1112-dup-0,Jessie,ASTEL,Hannah,ASTLE,1743-06-01,Murdo,miner,RICHARDS,F,farmer
rec-1113-org,Henry,PATEY,Agnes,PATEY,1744-03-10,Andrew,labourer,SINCLAIR,M,ag lab
rec-1114-org,David,WINSTONE,Betsy,WINSTONE,1745-06-05,David,collier,LEWIS,M,labourer
rec-1115-org,Helen,PALMER,Elizabeth,PALMER,1744-11-20,Samuel,hammer driver,YOUNG,F,gardener
rec-1116-org,Robert,WEDGBURY,Catherine,WEDGBURY,1748-04-24,Peter,farmer,MCMILLAN,M,servant
rec-1117-org,Jemmima,LONG,Christina,LONG,1751-03-04,Edward,general labourer,SHEPHERD,F,servant
rec-1118-org,George,ROBSON,Christian,ROBSON,1743-04-13,Love,tailoress,HALEY,M,coach maker
rec-1119-org,Jane,MOYES,Jeanie,MOYES,1745-09-16,Samuel,mason,JAMESON,F,ag lab
rec-112-org,John,ARTUR,Margaret,ARTUR,1726-07-20,Samuel,ag lab,HAYTON,M,post master
rec-1120-org,Helen,GREIER,Mary,GREIER,1749-10-21,John,mason,DAVIS,F,usherette & sales girl at cinema
rec-1121-org,Micheal,ELAM,Alice,ELAM,1750-04-25,Edward,tea dealer,MCQUADE,M,baker
rec-1122-org,William,MILES,Sarah,MILES,1749-09-27,George,farmer,JONES,M,gamekeeper
rec-1123-org,Jane,BOON,Jane,BOON,1746-11-11,John,labourer,SUTTON,F,surgeon
rec-1124-org,Andrew,BALDRY,Ann,BALDRY,1750-02-16,William,fish salesman,PILSBURY,M,ropemaker
rec-1125-dup-0,Janet,ROEBRTS,Catharine,ROBERTS,1744-04-15,Edward,whitesmith,MAY,F,police constable
rec-1126-org,Jane,GLEN,Marion,GLEN,1744-06-09,Peter,cheesemonger,MONAGHAN,F,cabinet maker
rec-1127-org,Christina,SUTTON,Maggie,SUTTON,1746-10-18,David,plasterer,JONES,F,serviceman
rec-1128-org,John,WATSON,Betsy,WATSON,1742-12-20,John,spinner,NOWELL,M,farmer
rec-1129-org,Charles,HUMPREYS,Mary,HUMPREYS,1742-08-26,Robert,farm lab,WARREN,M,domestic engineer
rec-113-org,James,PEARSE,Catherine,PEARSE,1725-09-29,William,shoemaker,KENNEDY,M,flour meal miller
rec-1130-org,James,BARTLETT,Marion,BARTLETT,1744-01-26,William,labourer,LIVESEY,M,ag lab
rec-1131-org,Ann,TILLEY,Mary,TILLEY,1745-08-06,David,sugar estate manager,CUSHEN,F,blacksmith
rec-1132-org,Robert,HOWARTH,Isabella,HOWARTH,1744-05-23,George,hairdresser,CARMICHIEL,M,commercial traveller
rec-1133-org,John,THOMAS,Euphemia,THOMAS,1746-01-19,David,captain in army,ELLIS,M,boiler maker
rec-1134-dup-0,Geore,KEEF,Elizabeth,KEEF,1746-01-19,Hugh,ag lab,BURGESS,M,billiard proprietor
rec-1135-org,Janet,LAW,Jessie,LAW,1746-01-20,John,farmer,BILLER,F,wesleyan minister
rec-1136-dup-0,Aledr,TAYLOR,Mariane,TAYLOR,1745-02-03,Thomas,ag lab,HARDY,M,hide flesher
rec-1137-dup-0,Mayr,NICHOLAS,Janet,NICHOLAS,1744-04-12,Andrew,labourer,JOHNSON,F,market gardener
rec-1138-org,James,BENTLY,Isabella,BENTLY,1744-12-14,John,cellarman,WYATT,M,lab
rec-1139-dup-0,Alexamder,FOSTER,Mary,FOSTER,1745-12-12,Hugh,proprietor of sugar estate,SMITH,M,caretaker- town hall
rec-114-dup-0,Elizsbeth,HILL,Mary,HILL,1725-02-26,John,ironmonger,HOPKINS,F,mariner
rec-1140-org,Archibald,SAUNDERS,Eliz,SAUNDERS,1745-08-27,Anthony,copperman,STAMMER,M,chemist assistant
rec-1141-org,James,ALISON,Jessie,ALISON,1747-12-01,John,packer,MCCAUG,M,butcher
rec-1142-org,Flora,WELLIAM,Elizabeth,WELLIAM,1745-10-26,James,weaver,BRILBY,F,junior accountant
rec-1143-org,Margaret,BROOKS,Elizabeth,BROOKS,1747-07-31,James,guard,HOUGH,F,captain of militia
rec-1144-dup-0,Elizabeti,PARKER,Janet,PARKER,1744-07-28,Samuel,joiner,MCKANNA,F,bootmaker
rec-1145-dup-0,Jan,COLLINS,Jane,COLLINS,1745-07-27,Andrew,labourer,MILNE,F,servant
rec-1146-org,Agnes,MYERS,Margret,MYERS,1751-01-02,Thomas,labourer,HORSCRAFT,F,lab
rec-1147-dup-0,John,MYES,Margret,MYERS,1751-01-02,Thomas,labourer,HORSCRAFT,M,lab
rec-1148-dup-0,Margatet,DONAHOO,Elizabeth,DONAHOO,1747-03-07,James,fishmonger,TOMS,F,iron moulder
rec-1149-org,Annie,ANGUS,Mary,ANGUS,1743-11-11,Thomas,plumber,WRIGHT,F,farm servant
rec-115-dup-0,Elizabeth,THOSON,Alice,THOMSON,1734-09-01,Robert,farm lab,STAINBRIDGE,F,basket maker
rec-1150-org,Andrew,PRUST,Agnes,PRUST,1748-11-18,Edward,dressmaker,DAWSON,M,farmer
rec-1151-org,Thomas,BARTON,Maggie,BARTON,1748-01-22,Henry,fwk,HARVEY,M,butcher
rec-1152-org,Mary,SEVERN,Christina,SEVERN,1745-03-07,Daniel,book keeper,BOND,F,grocery assistant
rec-1153-org,Catherine,SAWERS,Margaret,SAWERS,1747-05-28,John,shipping clerk,HURST,F,labourer
rec-1154-dup-0,Jamej,LISLE,Elizabeth,LISLE,1750-04-14,John,house decorator,FERNEYHOUGH,M,lab
rec-1155-org,Jannet,CLAXTON,Mary,CLAXTON,1750-04-15,John,joiner,CLINCH,F,servant
rec-1156-dup-0,Isabela,MELLIS,Margaret,MELLIS,1745-12-13,George,general practitioner,MCOLM,F,farm lab
rec-1157-org,Catherine,MELLIS,Margaret,MELLIS,1745-12-13,George,general practitioner,MCOLM,F,farm lab
rec-1158-org,Ellen,PENNY,Jan,PENNY,1745-03-05,Alexander,draper,TURNER,F,labourer
rec-1159-org,Ann,PIPER,Mary,PIPER,1743-06-04,Thomas,decorator,MORRIS,F,public house worker
rec-116-org,John,STRACHAN,Anne,STRACHAN,1731-03-02,Joseph,domestic servant,DICKENSON,M,carpenter
rec-1160-org,Margaret,MATHEWS,Catherine,MATHEWS,1744-04-19,Robert,farm lab,ELLIS,F,druggist
rec-1161-org,Isabella,WEIR,Mary,WEIR,1745-09-23,Walter,railway clerk,MITCHELL,F,cotton spinner
rec-1162-org,John,MARTIN,Annie,MARTIN,1745-09-04,Angus,pattern maker,WILLIS,M,fisherman
rec-1163-org,James,LOVELADY,Isabella,LOVELADY,1750-02-12,James,farmer,CHAMBERS,M,naval officer
rec-1164-org,David,HENDERSON,Marjory,HENDERSON,1745-11-20,William,butcher,REED,M,farmer
rec-1165-dup-0,Hugn,DOBBIE,Bessie,DOBBIE,1748-11-30,David,baker,TOMES,M,gardener
rec-1166-org,Catherine,VERNON,Bessie,VERNON,1743-11-05,David,stone mason,MANSFIELD,F,farmer
rec-1167-dup-0,Margared,NOWLAN,Hannah,NOWLAN,1745-01-25,James,engineer,CULLUM,F,signalman
rec-1168-dup-0,Marh,HAVELOCK,Elizabeth,HAVELOCK,1746-05-16,James,corn driller,SELKIRK,F,policeman
rec-1169-org,Robert,PRATT,Catherine,PRATT,1745-08-02,Wm,warehouse man,KERSON,M,boot repairer
rec-117-dup-0,Elizageth,STUART,Mary,STUART,1732-07-24,George,ag worker,SPENSER,F,carpenter
rec-1170-org,John,ORTON,Catherine,ORTON,1747-03-29,Thomas,servant,MORRIS,M,bricklayer
rec-1171-org,Thomas,CHAMPION,Mary,CHAMPION,1753-12-29,David,wheelwright,SPENCE,M,curate
rec-1172-dup-0,Johg,THOMPSON,Margaret,THOMPSON,1750-04-15,Charles,labourer,STUBBS,M,shoemaker
rec-1173-dup-0,Gracj,THURKETTLE,Mary,THURKETTLE,1746-11-08,John,secretary,FEILDING,F,ag lab
rec-1174-dup-0,Jsne,LATTY,Margaret,LATTY,1753-10-31,Alexander,tailor,BROOM,F,thatcher
rec-1175-org,Alexander,ROBINSON,Margaret,ROBINSON,1753-06-09,Alexander,mariner,SWANNY,M,labourer
rec-1176-org,Elizabeth,DODD,Margaret,DODD,1750-03-21,Hugh,cooper,AUDSLEY,F,dressmaker
rec-1177-dup-0,Jaj,PALMER,Mary,PALMER,1750-12-10,Peter,fisherman,MANN,M,factory storeman
rec-1178-org,John,WOOLNOUGH,Georgina,WOOLNOUGH,1750-05-08,John,french polisher,POBLEY,M,farmer
rec-1179-org,William,LEE,Janet,LEE,1751-11-03,James,puddler (steelworks),JONES,M,labourer
rec-118-org,Walter,WEIR,Hellen,WEIR,1725-01-20,John,labourer,GARSIDE,M,labourer
rec-1180-dup-0,Jamew,RUSSELL,Margaret,RUSSELL,1746-12-29,Charles,lace hand,HICKS,M,labourer (general)
rec-1181-org,Bernard,RUSSELL,Margaret,RUSSELL,1746-12-29,Charles,lace hand,HICKS,M,labourer (general)
rec-1182-dup-0,Mary,CROS,Margaret,CROSS,1746-06-10,Thomas,civil engineer,BERRY,F,foreman lithographic artist
rec-1183-org,Hugh,TWIZZEL,Mary,TWIZZEL,1750-01-16,Edward,engineman,EDWARDS,M,indian police
rec-1184-dup-0,Mari,JACQUETT,Hannah,JACQUETT,1744-09-23,Archibald,cotton spinner,FOSTER,F,carter
rec-1185-org,Archibald,HICK,Jessie,HICK,1744-06-03,James,woollen merchant,POOL,M,hat manufacturer
rec-1186-org,John,BLACK,Janet,BLACK,1745-08-22,Robert,baker,CURWIN,M,builder
rec-1187-org,Donald,OGDEN,Emily,OGDEN,1750-07-29,Robert,farm servant,CUNINGHAM,M,labourer
rec-1188-org,Robert,HOWARD,Margt,HOWARD,1746-08-04,Robert,hairdresser,RAY,M,lab
rec-1189-org,Donald,NICHOL,Mary,NICHOL,1749-12-09,George,druggist,WHITMORE,M,solicitor
rec-119-dup-0,Margaret,JOENS,Robertina,JONES,1725-09-04,William,headmaster - board school,TUGOLD,F,collier
rec-1190-dup-0,Thonas,HOWEL,Rachel,HOWEL,1748-01-03,William,moulders pattern maker,HITCHINGS,M,carpenter
rec-1191-dup-0,Annie,WILiOCK,Mary,WILCOCK,1750-03-27,James,cab master,LAWRENCE,F,housekeeper
rec-1192-org,Elizabeth,CLAY,Catherine,CLAY,1751-09-07,Thomas,canteen hand,SHARLAND,F,outfitter
rec-1193-org,Eliza,WILLIAMS,Marion,WILLIAMS,1745-03-16,James,carpenter,WEBB,F,saddler
rec-1194-org,James,WALTER,Eliza,WALTER,1753-12-18,George,house servant,TAYLOR,M,town missionary
rec-1195-org,Elizabeth,PEARCEY,Mary,PEARCEY,1762-03-23,Allan,dock lab,LAWSON,F,labourer
rec-1196-org,George,SMITH,Lizzie,SMITH,1743-03-30,Thomas,joiner,ARNELL,M,joiner
rec-1197-org,Margaret,KNIGHT,Barbra,KNIGHT,1746-05-15,Peter,motor engine assembler,LUTT,F,carpenter
rec-1198-org,Martha,LANE,Agnes,LANE,1754-04-04,Thomas,wool packer,WIGGOOD,F,market gardener
rec-1199-org,John,MACLONG,Margt,MACLONG,1747-04-16,Donald,turner,WOOLLARD,F,domestic servant
rec-12-dup-0,Nellie,DAVIEhS,Elizabeth,DAVIES,1720-01-07,Joseph,stone mason,POLLARD,F,schoolmaster
rec-120-org,James,EDWARDS,Jessie,EDWARDS,1727-06-21,Thomas,domestic service,HYNDMAN,M,framework knitter
rec-1200-org,John,DOWING,Catherine,DOWING,1743-06-25,Thomas,furniture manufacturer,ATKIN,M,carpenter
rec-1201-dup-0,Martha,HAtR,Margaret,HAIR,1744-04-20,George,sawyer,GILL,F,master mariner
rec-1202-org,Jessie,CALLANDAR,Merrin,CALLANDAR,1748-04-19,Frederick,presbyterian minister,GLEAVE,F,labourer
rec-1203-org,Isabella,WILLS,Elizabeth,WILLS,1752-07-11,Peter,dairyman,TURRILL,F,farm assistant
rec-1204-dup-0,Jessie,WILL,Alice,WILLY,1746-08-10,William,miner,ORRIS,F,optician
rec-1205-dup-0,Mary,BATCHOLR,Ann,BATCHLOR,1747-06-26,Jas,grocer,FINDLAY,F,miner
rec-1206-org,Amy,THORP,Agnes,THORP,1752-11-21,William,sailor,GOLLAN,F,shoemaker
rec-1207-org,Annie,BUTTERILL,Lizzie,BUTTERILL,1747-04-12,John,farmer,SHARPLES,F,farmer
