rec-id,FirstName,LastName,MotherFirstName,FatherLastName,DateofBirth,FatherFirstName,FatherOccupation,MotherLastName,Gender,MotherOccupation
rec-1029-dup-0,Mayr,SHARROCK,Margt,SHARROCK,1736-05-25,Walter,farmer,SAUNDERS,F,pitman
rec-103-org,Mary,HAYHOW,Grace,HAYHOW,1730-05-23,James,fisherman (shrimper),BURBURY,F,grocers clerk
rec-1030-org,George,STOPFORD,Margaret,STOPFORD,1739-04-25,William,dressmaker,MELDRUM,M,farmer
rec-1031-org,Alexr,WALLS,Mary,WALLS,1738-03-23,James,gardener and labourer,HINDLE,M,bank clerk
rec-1032-org,Margaret,GUTHRIE,Mary,GUTHRIE,1736-11-13,John,cotton merchant,JOHNSON,F,butcher
rec-1033-org,William,PAGE,Isabella,PAGE,1735-10-10,John,labourer,HOLLOWAY,M,engineer (craft)
rec-1034-dup-0,Jea,BAXTER,Mary,BAXTER,1737-07-12,Robert,mine agent,BIRT,F,plumber
rec-1035-org,Jane,FLINT,Katherine,FLINT,1744-10-07,William,income tax inspector,DANIEL,F,house furnisher
rec-1036-org,Duncan,FLINT,Katherine,FLINT,1744-10-07,William,income tax inspector,DANIEL,M,house furnisher
rec-1037-org,Wm,HOLDWAY,Allison,HOLDWAY,1742-01-17,John,french polisher,CULF,M,woodturner
rec-1038-dup-0,Mary,GRAaY,Jane,GRAY,1739-11-22,Malachi,cordwainer,EVANS,F,woodman
rec-1039-dup-0,Jane,LYE,Eliza,LYER,1739-09-12,Donald,plumber,TOMS,F,iron forgeman
rec-104-dup-0,Marg3,MCKAY,Ann,MCKAY,1722-09-28,William,plumber,SMITH,F,crofter
rec-1040-org,Christina,MACRAY,Ann,MACRAY,1737-01-12,Percy,currier,RIBINSON,F,tailoress
rec-1041-dup-0,Jdhn,SEATON,Janet,SEATON,1740-11-05,John,coal merchant,ADARAS,M,glazier
rec-1042-dup-0,Margaret,SMITxH,Margaret,SMITH,1738-06-09,John,mariner,WILLIAMS,F,welder at steelworks
rec-1043-org,Jeanie,FRIER,Helen,FRIER,1738-09-21,James,farmer,MADDOCKS,F,lab
rec-1044-org,Ellen,CARTER,Catherine,CARTER,1737-10-18,Alexander,master butcher,BROWN,F,builder
rec-1045-org,William,KNOX,Janet,KNOX,1736-08-30,Robert,millwright,CORDEN,M,textile worker
rec-1046-org,James,BOOTHROYD,Jane,BOOTHROYD,1746-09-11,James,hammersman (striker),ARISS,M,fwk
rec-1047-org,Elizabeth,MILLER,Eliza,MILLER,1740-04-29,Thomas,iron moulder,CARL,F,mantua and dressmaker
rec-1048-dup-0,James,HODGSONn,Jane,HODGSON,1736-06-10,John,ag lab,HOWLAND,M,time keeper
rec-1049-org,John,LUM,Mary,LUM,1736-06-20,Andrew,farmer,RAY,M,laboratory assistant
rec-105-org,Ann,MCKAY,Ann,MCKAY,1722-09-28,William,plumber,SMITH,F,crofter
rec-1050-org,Thomas,NOSSE,Jane,NOSSE,1741-05-29,William,engineer,HARVEY,M,painter
rec-1051-org,Margaret,CLAPHAM,Jessie,CLAPHAM,1754-10-21,John,joiner,MADDAN,F,weaver
rec-1052-org,William,BYRN,Janet,BYRN,1737-07-28,Hamilton,weaver,WILLIAM,M,farmer
rec-1053-org,James,HENDERSON,Mary,HENDERSON,1735-10-08,Matthew,timber merchant,HILL,M,dairy worker
rec-1054-org,Robert,GLOVER,Catherine,GLOVER,1739-07-21,John,dressmaker,WINCH,M,laundress
rec-1055-org,James,BRUWN,Sarah,BRUWN,1747-04-15,Andrew,fitter (office machinery),FARNWORTH,M,smith
rec-1056-org,John,HENDSON,Euphemia,HENDSON,1741-03-15,John,steelworks maintenance engineer,CANLEY,M,farmer
rec-1057-org,John,QUINSAN,Maggie,QUINSAN,1744-11-23,John,royal navy,JENKINS,M,farmer
rec-1058-dup-0,An,HALL,Mary,HALL,1736-11-01,Alexander,mill hand (wool),GREGORY,F,laundress
rec-1059-org,James,COLTHAM,Mary,COLTHAM,1740-03-30,James,coal miner,SANDERS,M,coachman
rec-106-org,Patrick,PERRY,Jane,PERRY,1740-01-08,David,newsagent,HOPE,M,coal miner
rec-1060-dup-0,Davit,SIMPSON,Jessie,SIMPSON,1741-08-05,William,florist,SMITH,M,fruitman
rec-1061-dup-0,Johb,WEST,Lilias,WEST,1739-12-12,Edward,engineer,ELLIOTT,M,fwk stockingmaker
rec-1062-org,David,FOLUIS,Euphemia,FOLUIS,1739-02-07,James,drysalter,PHILLIPS,M,maltster
rec-1063-org,Agnes,GUNN,Mary,GUNN,1737-07-21,George,teacher at business college,ANTHONY,F,ag lab
rec-1064-org,Elizabeth,SYKES,Jane,SYKES,1750-01-19,Patk,farm lab,BALDWYN,F,gen lab
rec-1065-dup-0,Agnse,LOCK,Jessie,LOCK,1739-09-16,William,humber pilot,CHEESEMAN,F,plumber
rec-1066-org,Robert,MUNDAY,Jessie,MUNDAY,1741-01-31,Peter,smith,WELLS,M,labourer
rec-1067-org,Agnes,JONES,Lizzie,JONES,1738-06-05,John,farmer,HARGOOD,F,sythe stone maker
rec-1068-org,Frances,JONES,Lizzie,JONES,1738-06-05,John,farmer,HARGOOD,F,sythe stone maker
rec-1069-org,Jane,SMITH,Ann,SMITH,1739-05-08,James,blacksmith,POLLOCK,F,barmaid
rec-107-org,Mary,THORNE,Janet,THORNE,1724-03-24,Willm,mantua and dressmaker,DAKINS,F,engineer - tool maker
rec-1070-org,William,CAMPBELL,Marjory,CAMPBELL,1738-08-13,John,clerk,SAWYER,M,tile merchant
rec-1071-org,Elizabeth,FOREMAN,Christina,FOREMAN,1738-05-15,James,sailor,OLDRIDGE,F,boatman
rec-1072-dup-0,Elizabeh,LITTLEJOHN,Marget,LITTLEJOHN,1736-12-17,Alex,coach joiner,BRIDLE,F,engineer's fitter
rec-1073-dup-0,Agnes,MOUNSREE,Isabella,MOUNSERE,1738-06-09,Angus,carpenter,LAZARUS,F,tailor
rec-1074-org,Thomas,WALKER,Ann,WALKER,1740-11-21,William,worsted spinner,HARRIS,M,straw plaiter
rec-1075-org,David,LEATHERBARROW,Katie,LEATHERBARROW,1737-05-18,Alexander,servant,ELLIOTT,M,farmer
rec-1076-org,Elisabeth,STEPHENS,Jessie,STEPHENS,1737-07-08,Robert,butcher,MAYOR,F,gardener
rec-1077-org,Margaret,STEVENS,Mary,STEVENS,1735-11-26,Robert,clerk in holy orders,CLARK,F,cottager
rec-1078-dup-0,Jaent,MADDOX,Janet,MADDOX,1741-04-01,Patrick,bookkeeper,HUGHES,F,labourer
rec-1079-dup-0,William,LqOADER,Jane,LOADER,1742-03-25,David,coal miner,CURRIDGE,M,detective officer
rec-108-org,Margret,HALL,Margaret,HALL,1725-12-03,Joseph,labourer,DEBBAGE,F,carpenter & joiner
rec-1080-org,Mary,LOADER,Jane,LOADER,1742-03-25,David,coal miner,CURRIDGE,F,detective officer
rec-1081-org,John,NICHOL,Mary,NICHOL,1742-11-26,Robert,furnace man,WOOLLEY,M,tailor
rec-1082-dup-0,Thomaa,ADAMS,Mary,ADAMS,1748-02-21,Adam,coal miner,HALL,M,labourer
rec-1083-org,Robert,BROWN,May,BROWN,1740-06-08,William,farmer,THURSTON,M,publican
rec-1084-org,Malvina,EADE,Agnes,EADE,1738-08-14,James,colour sgt,BROCK,F,coal miner
rec-1085-org,Andrew,SUMNER,Margaret,SUMNER,1737-08-14,Fergus,vicar,ROBINSON,M,cordwainer
rec-1086-org,Agnes,BLACKWALL,Janet,BLACKWALL,1740-12-22,James,ag lab,HADLEY,F,labourer
rec-1087-org,Isa,BLACKWALL,Janet,BLACKWALL,1740-12-22,James,ag lab,HADLEY,F,labourer
rec-1088-org,Alexander,JOHNSTON,Jeanie,JOHNSTON,1739-03-17,James,winder in cotton factory,CHADWICH,M,seaman
rec-1089-dup-0,James,SAVI,Jane,SAVIL,1739-03-01,Thomas,wool sorter,ELDER,M,dressmaker
rec-109-dup-0,Anna,HALeL,Margaret,HALL,1725-12-03,Joseph,labourer,DEBBAGE,F,carpenter & joiner
rec-1090-org,Agnes,HARPER,Christeena,HARPER,1739-07-17,Allan,railway clerk,DOUGLAS,F,shoemaker
rec-1091-org,Ann,STOWE,Johan,STOWE,1745-11-12,John,baker & provision dealer,SMITH,F,merchant seaman
rec-1092-dup-0,Francivs,GIBBS,Jane,GIBBS,1743-12-24,Andrew,licensed victualler,BETTS,M,schoolmaster
rec-1093-dup-0,Mari,HALL,Eupham,HALL,1751-09-09,Donald,lab,GREEN,F,dressmaker
rec-1094-org,James,MORAN,Mary,MORAN,1743-05-01,John,teacher,AMES,M,fancy tiler
rec-1095-org,Mary,MACDONALD,Elizabeth,MACDONALD,1740-01-27,Gavin,railway fireman,ROBINSON,F,farm servant
rec-1096-org,Ernest,WEST,Katherine,WEST,1741-02-16,Wallace,farmer,MAIDMENT,M,cutler
rec-1097-org,Helen,HAYDOCK,Mary,HAYDOCK,1738-08-26,John,builder,HOOPER,F,brickmaker
rec-1098-org,Annie,COPHAM,Hessie,COPHAM,1736-01-31,John,crofter,SCOTT,F,millwright
rec-1099-org,Helen,ETHERINGTON,Robena,ETHERINGTON,1742-09-29,Thomas,artist,BOAK,F,domestic servant
rec-11-org,John,BETTS,Devina,BETTS,1719-12-28,Peter,farm worker,SCALE,M,plater
rec-110-org,John,HELLIWELL,Mary,HELLIWELL,1723-01-07,Robert,cordwainer,OSBORN,M,gardener
rec-1100-org,George,AYRE,Marion,AYRE,1737-11-18,John,builder,WALTERS,M,ag lab
rec-1101-org,Jane,MILLBURN,Jane,MILLBURN,1743-07-25,Richard,farmer,NOBLE,F,able seaman- royal navy
rec-1102-dup-0,Jahe,TAYLOR,Elizabeth,TAYLOR,1744-08-06,John,labourer,HOLROYD,F,farrier
rec-1103-dup-0,Mayr,FROST,Mary,FROST,1747-11-25,Robert,carver,WALLIS,F,carpenter
rec-1104-org,Alexander,CURTIS,Elizabeth,CURTIS,1739-08-04,James,builder,MOORE,M,labourer
rec-1105-org,Francis,HOLDERNESS,Margaret,HOLDERNESS,1738-02-22,William,crofter,TORY,M,boatman
rec-1106-dup-0,Hele,CRANE,Janet,CRANE,1737-04-18,Alexander,childrens nanny,CLARKE,F,labourer
rec-1107-org,Joseph,POLLARD,Jessie,POLLARD,1740-12-12,William,lance corporal- 21st foot,HOBBS,M,school teacher
rec-1108-org,Alexander,DOUGLAS,Jane,DOUGLAS,1739-02-07,Duncan,millwright,SMITH,M,sergeant
rec-1109-org,David,HOCKLEY,Martha,HOCKLEY,1740-04-26,Robert,innkeeper,HANNAN,M,upholsterer and matress maker
rec-111-dup-0,James,ALLCOwCK,Ellen,ALLCOCK,1726-09-21,John,pianoforte maker,SMITH,M,railway signalman
rec-1110-dup-0,Ekiza,BOTTOMLEY,Annie,BOTTOMLEY,1742-09-01,William,farmer,DODMAN,F,ag lab
rec-1111-org,Andrew,COLLINS,Janet,COLLINS,1738-12-07,David,carriers clerk,HAWKS,M,gardener
rec-1112-dup-0,Andre,ENTWISLE,Anne,ENTWISLE,1737-11-30,Peter,coal miner,RIMMER,M,gamekeeper
rec-1113-org,Isabella,SCHOLES,Catherine,SCHOLES,1738-09-24,James,servant,BELLION,F,gardener
rec-1114-org,Mary,LASHAM,Margaret,LASHAM,1738-04-04,James,labourer,WATERS,F,police constable
rec-1115-org,Janie,HUTCHINSON,Elizabeth,HUTCHINSON,1738-06-02,Gordon,wharfinger,LAUGHLIN,F,woodman
rec-1116-org,Christina,SPRINGET,Jemima,SPRINGET,1741-05-11,David,engineer,HALLING,F,farmer
rec-1117-org,Thomas,SCOTT,Jane,SCOTT,1739-03-05,Michael,ag lab,COX,M,wood turner
rec-1118-org,Charles,BOUGHEY,Mary,BOUGHEY,1740-01-26,George,merchant,STEEL,M,warehouseman
rec-1119-org,Annie,TINKER,Elsie,TINKER,1739-08-04,William,carman,SQUIRE,F,woollen mill worker
rec-112-org,John,COCK,Charlotte,COCK,1727-03-04,Andrew,labourer,BAILEY,M,gardener
rec-1120-org,Daniel,MCKELLY,Agnes,MCKELLY,1738-01-23,Hugh,farmer,JENNINGS,M,carpenter
rec-1121-org,John,CASEWELL,Marion,CASEWELL,1738-09-30,Alex,furnace manager,KNAPP,M,labourer
rec-1122-org,Thomas,FENNER,Margaret,FENNER,1737-12-26,John,clay labourer,GOODING,M,foreman engineer
rec-1123-org,Georgina,POOLEY,Margt,POOLEY,1745-12-17,George,railway servant,COOPERTHWAS,F,servant
rec-1124-org,Isabella,TODD,Mary,TODD,1736-07-26,John,farmer,BOURNE,F,school master
rec-1125-dup-0,Jsesie,TODD,Mary,TODD,1736-07-26,John,farmer,BOURNE,F,school master
rec-1126-org,James,BEVERCOMBE,Elizabeth,BEVERCOMBE,1740-02-15,William,farmer,POWEL,M,sadler
rec-1127-org,Barbara,CAMPBELL,Mary,CAMPBELL,1739-01-22,Richard,van driver,WALKER,F,coal merchant
rec-1128-org,Catherine,HUMPHRIES,Margaret,HUMPHRIES,1745-09-24,Daniel,farmer,BENTLEY,F,warehouseman
rec-1129-org,Catherine,FOORD,Phanuel,FOORD,1738-02-01,Edward,brewers servant,STEPHENSON,F,silk throwster
rec-113-org,Isabella,ENGLAND,Marjory,ENGLAND,1723-10-30,John,carter,LANGRISH,F,fisherwoman
rec-1130-org,Mary,PARSONS,Jessie,PARSONS,1745-04-21,David,labourer,WOOD,F,milliner
rec-1131-org,John,MORLEY,Agnes,MORLEY,1738-05-06,William,lab,PAMENTON,M,stone mason
rec-1132-org,Margaret,KEMP,Agnes,KEMP,1737-10-25,William,gamekeeper,SCHOFIELD,F,mineral water worker
rec-1133-org,Alexander,RONSLEY,Isabella,RONSLEY,1743-02-05,Robert,shipwright,APLIN,M,general labourer
rec-1134-dup-0,Geprge,WALSH,Clementina,WALSH,1760-05-24,David,carriage builder,FAIRLY,M,weaver
rec-1135-org,William,SCOTT,Mary,SCOTT,1738-05-17,Andrew,school master,WHILIWOOD,M,farmer
rec-1136-dup-0,Grace,BELnL,Ann,BELL,1742-02-07,William,saddler,JENKINS,F,clerk
rec-1137-dup-0,Aleander,WILLIAMS,Janet,WILLIAMS,1740-01-09,Alexander,cowkeeper,MCLEOD,M,tailor
rec-1138-org,Jessie,BAILEY,Janet,BAILEY,1738-08-20,Will,farmer,JONES,F,chandelier maker
rec-1139-dup-0,Thooas,BAILEY,Janet,BAILEY,1738-08-20,Will,farmer,JONES,M,chandelier maker
rec-114-dup-0,Jesesie,MASON,Catherine,MASON,1725-12-22,William,ledger clerk in cloth warehouse,DONNA,F,cab proprietor
rec-1140-org,John,SMITH,Mary,SMITH,1738-09-01,James,lamplighter,PEARCE,M,labourer
rec-1141-org,Cathrine,ALCOCK,Agnes,ALCOCK,1741-04-17,Thomas,domestic servant,WHALE,F,shoemaker
rec-1142-org,Susan,MERIMAN,Margaret,MERIMAN,1741-12-06,James,cooper,OWEN,F,confectioner
rec-1143-org,Isobella,WILLIAMS,Agnes,WILLIAMS,1738-02-22,James,domestic service,SQUIRES,F,pawn broker
rec-1144-dup-0,Mararet,PARKER,Ann,PARKER,1737-09-26,William,shoemaker,COCK,F,labourer
rec-1145-dup-0,Charles,ROBEpTS,Mary,ROBERTS,1741-05-31,Alex,maltster,MCPHAIL,M,engineer
rec-1146-org,Hugh,LEWIS,Bridget,LEWIS,1761-01-14,John,ag lab,PERRY,M,engineer
rec-1147-dup-0,Johb,LARGE,Sarah,LARGE,1744-04-03,Jas,hosier,BETRIDGE,M,thatcher
rec-1148-dup-0,Jessie,MCEAWN,Nerassie,MCEWAN,1738-05-31,William,farmer,HAYWOOD,F,ironmonger
rec-1149-org,Mary,REAKES,Ann,REAKES,1737-01-08,Thos,domestic servant,MCCAUL,F,musical instrument maker
rec-115-dup-0,Donsld,MASON,Catherine,MASON,1725-12-22,William,ledger clerk in cloth warehouse,DONNA,M,cab proprietor
rec-1150-org,James,RENNIE,Mary,RENNIE,1736-11-11,John,labourer,MCCOUVILLE,M,shop assistant
rec-1151-org,Elizabeth,SIMMONDS,Jane,SIMMONDS,1739-07-06,Alexander,general labourer,BROUGH,F,schoolmaster of endowed grammar school
rec-1152-org,Angus,BAILLIE,Mary,BAILLIE,1745-08-04,Alexander,hat machinist,NEWELL,M,file cutter
rec-1153-org,George,RHOYDS,Mary,RHOYDS,1738-02-19,George,coal miner,THOMAS,M,medical practitioner (g.p)
rec-1154-dup-0,Alexahder,POATNEY,Margaret,POATNEY,1738-11-29,Oscar,iron moulder,DELL,M,lab
rec-1155-org,Marion,GOULTY,Mary,GOULTY,1739-11-13,Joseph,iron refiner,CORNISH,F,nursemaid
rec-1156-dup-0,Lizzie,GOULTYa,Mary,GOULTY,1739-11-13,Joseph,iron refiner,CORNISH,F,nursemaid
rec-1157-org,Catherine,HILL,Martha,HILL,1747-03-19,Humphrey,lab,MIDLANS,F,coachman
rec-1158-org,Nelly,MATHEWS,Christina,MATHEWS,1745-01-01,Alexander,labourer,MOORE,F,labourer
rec-1159-org,Janet,HANTBY,Catherine,HANTBY,1743-12-20,William,furniture salesman,ROBSON,F,chair polisher
rec-116-org,Archibald,BOLTON,Margt,BOLTON,1723-01-20,William,coal miner,LADD,M,landowner
rec-1160-org,James,LEE,Harriot,LEE,1740-08-10,Thomas,sailmaker,ABELL,M,ag lab
rec-1161-org,Edward,CROWTHER,Ann,CROWTHER,1738-12-30,Robert,labourer,MORRIS,M,labourer
rec-1162-org,Robert,NIXON,Sarah,NIXON,1744-01-29,Johan,collier,MCCOMBIE,M,farmer
rec-1163-org,John,TURNER,Margaret,TURNER,1738-02-01,James,writer,THOPSON,M,petty officer
rec-1164-org,Elisabeth,KNEATH,Margaret,KNEATH,1737-03-15,James,engine fitter,WOOLF,F,textile worker
rec-1165-dup-0,Danil,CAKLEY,Mary,CAKLEY,1738-04-20,Robert,painter,BURN,M,labourer
rec-1166-org,Halbert,KEETEY,Sarah,KEETEY,1743-01-05,Jas,labourer,AGSELL,M,washerwoman
rec-1167-dup-0,Maty,BALBIRNIE,Eliza,BALBIRNIE,1737-06-17,William,speed tenter (cotton mill),STIRNOCK,F,stonemason
rec-1168-dup-0,Wiloiam,BALBIRNIE,Eliza,BALBIRNIE,1737-06-17,William,speed tenter (cotton mill),STIRNOCK,M,stonemason
rec-1169-org,James,FRETWELL,Margaret,FRETWELL,1739-09-21,George,headmaster,HOPKINS,M,hatter
rec-117-dup-0,Fabny,BODEN,Ann,BODEN,1726-03-09,John,spring maker (colliery wagons),GARNER,F,labourer
rec-1170-org,Annie,BUCKLAND,Marion,BUCKLAND,1740-11-02,James,headmaster,DALE,F,carpenter
rec-1171-org,Elizabeth,HUMPHREY,Sarah,HUMPHREY,1741-04-26,William,wheelwright,GREYSTONE,F,master mariner
rec-1172-dup-0,Roberg,JOHNSON,Jessie,JOHNSON,1743-01-08,James,bobbin turner,BURROWS,M,clerk
rec-1173-dup-0,Jhon,DIGBY,Nora,DIGBY,1737-02-15,James,quarryman,BOULTON,M,traveller
rec-1174-dup-0,Georg,JOHNS,Cath,JOHNS,1737-09-10,Adam,baker and grocer,JENKINS,M,labourer
rec-1175-org,Margaret,GREEN,Bell,GREEN,1743-09-08,Samuel,file hardener,MCKAY,F,huckster
rec-1176-org,William,MCCALL,Hannah,MCCALL,1739-09-10,John,railway enginer driver,PERT,M,coal carter
rec-1177-dup-0,David,PARFIT,Mary,PARFITT,1743-03-02,John,engine fitter,PARFIT,M,labourer
rec-1178-org,Alexander,BAKER,Margaret,BAKER,1741-03-19,George,carpenter,HOLDEN,M,dyer
rec-1179-org,John,ELLIOTT,Ellen,ELLIOTT,1745-02-27,James,farmer,CHAUVENT,M,lab
rec-118-org,James,MILLER,Janet,MILLER,1726-05-22,Thomas,grocer,CAMPBELL,M,waiter
rec-1180-dup-0,John,DAVIDSOgN,Cathrine,DAVIDSON,1741-07-05,Robert,lab,SHAWCROSS,M,mercantile clerk
rec-1181-org,William,BARTLETT,Margaret,BARTLETT,1745-03-07,John,shopkeeper,CLIFFORD,M,gardener
rec-1182-dup-0,William,SLADd,Isabella,SLADE,1747-05-10,Archd,brickworks manager,HOLMES,M,confectioner
rec-1183-org,John,NEWMAN,Catherine,NEWMAN,1737-06-18,John,farmer,HENRY,M,labourer
rec-1184-dup-0,Wolliam,LOVACK,Agnes,LOVACK,1741-12-03,Robert,ag lab,MOSLEY,M,labourer
rec-1185-org,Will,HARRIS,Catherine,HARRIS,1743-10-29,Robert,iron moulder,BRASTON,M,clerk
rec-1186-org,Catherine,BLAKE,Jane,BLAKE,1744-02-28,Alexr,vellum binder,ROBERTS,F,butcher
rec-1187-org,Agnes,BLAKE,Jane,BLAKE,1744-02-28,Alexr,vellum binder,ROBERTS,F,butcher
rec-1188-org,Jessie,POPPLEMILL,Bella,POPPLEMILL,1739-07-08,John,labourer,LAYCOCK,F,labourer
rec-1189-org,Elizabeth,ROWLAND,Annie,ROWLAND,1736-12-22,James,farm labourer,JOHNSON,F,farm worker
rec-119-dup-0,Lewks,COLLETT,Mary,COLLETT,1726-08-17,John,coach builder,PARKES,M,farm lab
rec-1190-dup-0,Charlers,RANDALL,Mary,RANDALL,1747-04-19,James,farrier,JOSEPH,M,pattern maker
rec-1191-dup-0,Catherin,THOMSON,Agnes,THOMSON,1746-02-11,James,coal merchant,WOODROFFE,F,miller
rec-1192-org,Helen,GOODE,Mary,GOODE,1742-05-10,Wm,ag lab,SISSON,F,builder
rec-1193-org,Duncan,DOWLAND,Isabella,DOWLAND,1737-09-21,John,mill worker,KILLINGLEY,M,office worker (coal merchants)
rec-1194-org,Marion,JACK,Ellen,JACK,1740-09-09,John,carpenter,GILBERT,F,coal merchant
rec-1195-org,Archd,WOOD,Mary,WOOD,1738-04-20,Robert,clerk in holy orders,CAIN,M,coal miner
rec-1196-org,James,PEYMAN,Elizabeth,PEYMAN,1737-12-15,Robert,sweet shop owner,BEALE,M,lab
rec-1197-org,Ann,COLLETT,Mary,COLLETT,1743-11-05,John,coach builder,PARKES,F,farm lab
rec-1198-org,Effie,WOTTON,Ann,WOTTON,1738-01-15,Jas,painter,RAWLE,F,blacksmith
rec-1199-org,Robert,MCEWEN,Eliza,MCEWEN,1739-04-02,David,brewery worker,VINEY,M,wheelwright
rec-12-dup-0,Thomaj,HUCK,Mary,HUCK,1714-09-12,Peter,cook,WYNNE,M,baker
rec-120-org,Sarah,BAILEY,Isabella,BAILEY,1732-03-21,David,drapery manufacturers agent,MOORE,F,builder
rec-1200-org,Jemima,LEE,Maggie,LEE,1739-12-16,Robt,gardener,WHITAKER,F,engine driver
rec-1201-dup-0,Jane,SULLIAVN,Mary,SULLIVAN,1743-12-05,Hugh,domestic cook,CROCKER,F,oil miller
rec-1202-org,Alfred,SWIFT,Jane,SWIFT,1738-06-27,Francis,labourer,PRATT,M,teacher
rec-1203-org,David,TAGG,Janet,TAGG,1740-07-24,William,lab,WILLIAMS,M,husbandman
rec-1204-dup-0,Jiia,PURKES,Jane,PURKES,1740-12-21,David,labourer,GROVES,F,shop assistant
rec-1205-dup-0,Davis,PURKES,Jane,PURKES,1740-12-21,David,labourer,GROVES,M,shop assistant
rec-1206-org,Isabella,TAUSCOTT,Catherine,TAUSCOTT,1746-06-14,Duncan,blacksmith,EVANS,F,presbyterian minister
rec-1207-org,William,BEALE,Catherine,BEALE,1743-11-13,James,winder cotton mill,PAPSWORTH,M,master tailor
rec-1208-org,Helen,THOMAS,Mary,THOMAS,1741-08-23,George,drysalter,HOWELLS,F,clerk
