rec-id,FirstName,LastName,Gender,DateofBirth,FatherFirstName,FatherLastName,FatherOccupation,MotherFirstName,MotherLastName,MotherOccupation
rec-1021-dup-0,David,BULLOfK,M,1749-11-25,Willia,BULLOCK,joiner,Isabella,BETTS,carpenter
rec-1021-org,David,BULLOCK,M,1749-11-25,Willia,BULLOCK,joiner,Isabella,BETTS,carpenter
rec-1022-org,Margaret,GLOVER,F,1748-02-16,George,GLOVER,butcher,Betsy,KINGHORN,farrier
rec-1023-org,Mary,COOPER,F,1753-08-05,Andrew,COOPER,gentleman,Christina,HOPKINS,labourer
rec-1024-org,Isabella,COLES,F,1750-09-15,Robert,COLES,watchmaker,Margaret,EVANS,gentleman
rec-1025-org,Helen,READ,F,1748-01-15,George,READ,washerwoman,Janet,AYERS,musician
rec-1026-org,Christina,MCVEY,F,1748-08-14,Thomas,MCVEY,glass cutter,Margaret,OSBORN,teacher
rec-1027-org,Maggie,PALMER,F,1755-04-18,William,PALMER,ag lab,Barbara,MCKECHNIE,yeoman
rec-1028-org,Elizabeth,TRUEMAN,F,1749-09-03,Henry,TRUEMAN,ag lab,Mary,NEWTON,copper kettle maker
rec-1029-org,William,MORGAN,M,1750-09-07,Francis,MORGAN,railway porter,Agnes,GROVES,blacksmith
rec-103-org,Jane,SWANSON,F,1731-09-20,John,SWANSON,sawyer,Joan,RYAN,blacksmith
rec-1030-org,James,HIGGINS,M,1750-07-08,James,HIGGINS,vicar,Annie,ILSCOMBE,station master
rec-1031-org,Mary,WATSON,F,1750-12-16,Alexr,WATSON,bricklayer,Jemima,BUNKLE,lab
rec-1032-org,Elizabeth,TIPLING,F,1747-12-17,John,TIPLING,drapers asst,Esther,WOODFORD,ag lab
rec-1033-org,Elizabeth,HOOP,F,1750-01-27,Andrew,HOOP,tailoress,Catherine,MILLER,publican
rec-1034-org,Mary,WATSON,F,1746-11-07,David,WATSON,coal miner,Mary,PAIN,overlooker (stuff weaving)
rec-1035-org,Willia,MILLER,M,1750-10-07,James,MILLER,jack frame tenter (cotton mill),Jane,WOOLSEY,collier
rec-1036-org,Alexr,BENN,M,1748-02-15,Charles,BENN,domestic servant,Jane,HOWARTH,farm labourer
rec-1037-org,Helkiah,BREWSDER,M,1750-05-06,John,BREWSDER,plumber,Jane,HEATHERMAN,milliner
rec-1038-dup-0,Alexandeah,KENYON,M,1757-11-17,Thomas,KENYON,gas fitter,Charlotte,THOMSON,boatman (canal)
rec-1038-org,Alexander,KENYON,M,1757-11-17,Thomas,KENYON,gas fitter,Charlotte,THOMSON,boatman (canal)
rec-1039-dup-0,Margaert,GRANT,F,1746-09-15,John,GRANT,fisherman,Betsy,PENNY,glassmaker
rec-1039-org,Margaret,GRANT,F,1746-09-15,John,GRANT,fisherman,Betsy,PENNY,glassmaker
rec-104-org,William,REAKES,M,1734-06-03,Willi,REAKES,labourer,Elizabeth,SCHULEN,fitter at steelplant
rec-1040-org,Duncan,BERRY,M,1748-09-14,Alexander,BERRY,farm labourer,Gorgenia,HAHICK,stone mason
rec-1041-dup-0,Jan,PACEY,F,1748-03-09,Malcolm,PACEY,gas fitter,Mary,MEADS,warp dresser
rec-1041-org,Jane,PACEY,F,1748-03-09,Malcolm,PACEY,gas fitter,Mary,MEADS,warp dresser
rec-1042-org,Jessie,PEARS,F,1752-01-02,James,PEARS,rivetter,Emma,PRICE,nannie
rec-1043-org,Jane,KEEP,F,1746-12-22,John,KEEP,cab driver,Christina,BENNETT,boilermaker
rec-1044-org,Andrew,LOWDON,M,1746-09-11,Thomas,LOWDON,master bootmaker,Margaret,SMITH,licensed victualler
rec-1045-org,Mary,TAYLOR,F,1747-02-04,William,TAYLOR,baker,Jane,DUNN,civil servant- inland revenue- executive grade
rec-1046-org,Mary,TAYLOR,F,1747-02-04,William,TAYLOR,baker,Jane,DUNN,civil servant- inland revenue- executive grade
rec-1047-org,Agnes,TAYLOR,F,1747-02-04,William,TAYLOR,baker,Jane,DUNN,civil servant- inland revenue- executive grade
rec-1048-dup-0,Marory,HARRIS,F,1751-08-26,John,HARRIS,file cutter,Margret,MITCHELL,labourer
rec-1048-org,Marjory,HARRIS,F,1751-08-26,John,HARRIS,file cutter,Margret,MITCHELL,labourer
rec-1049-org,William,HOLME,M,1748-03-20,William,HOLME,joiner,Jessie,LOVELL,farm lab
rec-105-org,Wiliam,SMITH,M,1732-08-29,Hugh,SMITH,potter,Isabella,SPRAGG,engine driver (british rail)
rec-1050-org,Edward,DAVES,M,1749-01-12,Willia,DAVES,collier,Mary,POPE,patternmaker
rec-1051-org,Henry,HICKS,M,1757-11-10,James,HICKS,deer keeper,Jessie,CROSS,artist
rec-1052-org,Elizabeth,WILKES,F,1748-09-28,William,WILKES,clerk,Mary,WIDDOWSON,baker
rec-1053-org,William,RICHARDSON,M,1747-09-08,John,RICHARDSON,private soldier,Catherine,NOBLE,bootmaker
rec-1054-org,Patrick,RICHARDSON,M,1747-09-08,John,RICHARDSON,private soldier,Catherine,NOBLE,bootmaker
rec-1055-org,Marion,DOBLE,F,1746-01-07,Donald,DOBLE,fruiterer,Isabella,THOMAS,managing director (rolling stock firm)
rec-1056-org,Annie,MACKIE,F,1752-01-05,Josias,MACKIE,lab,Helen,OTLEY,joiner
rec-1057-org,John,MACKIE,M,1752-01-05,Josias,MACKIE,lab,Helen,OTLEY,joiner
rec-1058-org,Helen,SHARPE,F,1749-04-10,Robert,SHARPE,park agent,Christina,YALLOP,secretary
rec-1059-org,Elspit,SHARPE,F,1749-04-10,Robert,SHARPE,park agent,Christina,YALLOP,secretary
rec-106-org,Isabella,DAVIES,F,1731-07-07,James,DAVIES,meal miller,Jessie,RAY,welder
rec-1060-dup-0,Robeaht,CONIBEAR,M,1753-03-22,William,CONIBEAR,gas engineer,Frances,MEIKLE,grocer
rec-1060-org,Robert,CONIBEAR,M,1753-03-22,William,CONIBEAR,gas engineer,Frances,MEIKLE,grocer
rec-1061-dup-0,Alexr,PRCIE,M,1747-05-09,Archd,PRICE,farmer,Margaret,WALTON,bootmaker
rec-1061-org,Alexr,PRICE,M,1747-05-09,Archd,PRICE,farmer,Margaret,WALTON,bootmaker
rec-1062-org,Boswell,BRIEN,M,1751-03-21,Andrew,BRIEN,gardener,Catherine,ENTWISLE,coachman
rec-1063-dup-0,Margareg,BRIEN,F,1751-03-21,Andrew,BRIEN,gardener,Catherine,ENTWISLE,coachman
rec-1063-org,Margaret,BRIEN,F,1751-03-21,Andrew,BRIEN,gardener,Catherine,ENTWISLE,coachman
rec-1064-org,Agnes,BRIEN,F,1751-03-21,Andrew,BRIEN,gardener,Catherine,ENTWISLE,coachman
rec-1065-org,Robert,POLLITT,M,1746-12-19,James,POLLITT,maltster,Elizabeth,FEGG,weaver
rec-1066-org,Thomas,PELL,M,1749-10-22,John,PELL,cordwainer,Jane,GRISI,labourer
rec-1067-dup-0,John,BUqESH,M,1752-07-19,Frank,BUDESH,glass writer,Elizabeth,EMERY,labourer
rec-1067-org,John,BUDESH,M,1752-07-19,Frank,BUDESH,glass writer,Elizabeth,EMERY,labourer
rec-1068-org,Mary,ALEXANDER,F,1752-12-24,James,ALEXANDER,spinner,Joanna,FERRIS,labourer
rec-1069-dup-0,Annoe,CHRISTOPHERS,F,1747-01-17,John,CHRISTOPHERS,sailor,Betsy,PILGRIM,lab
rec-1069-org,Annie,CHRISTOPHERS,F,1747-01-17,John,CHRISTOPHERS,sailor,Betsy,PILGRIM,lab
rec-107-org,Agnes,FRITH,F,1737-01-11,Malcolm,FRITH,butcher,Margaret,GRAHAM,pawn broker
rec-1070-org,Agnes,DURROCK,F,1748-07-09,John,DURROCK,labourer,Isabella,WHITTINGTON,husbandman
rec-1071-org,Charles,HAWKES,M,1752-02-08,William,HAWKES,surgeon - royal army medical corp,Margaret,BELL,toll bar keeper
rec-1072-org,Henrietta,OATES,F,1751-03-17,James,OATES,farmer,Margaret,WILLIAMS,shop assistant
rec-1073-dup-0,Duncn,HELLIER,M,1750-07-02,David,HELLIER,blacksmith,Sulia,SMITH,furniture manufacturer
rec-1073-org,Duncan,HELLIER,M,1750-07-02,David,HELLIER,blacksmith,Sulia,SMITH,furniture manufacturer
rec-1074-org,Colin,WYBROW,M,1748-12-26,Alexander,WYBROW,seamer,Marion,EVANS,plasterer
rec-1075-org,Andrew,SWIFTWELL,M,1749-03-05,George,SWIFTWELL,farmer,Catherine,CUTHBERTSON,railwayman
rec-1076-org,Jessie,CLARK,F,1746-11-21,Patrick,CLARK,farmer,Elizabeth,SLITH,clerk- railway works
rec-1077-org,Mary,CLARK,F,1750-02-17,James,CLARK,joiner,Margaret,LITTLE,farmer
rec-1078-org,Mary,WATSON,F,1747-10-27,Alfred,WATSON,farmer,Elizabeth,LAYCOCK,gardener
rec-1079-org,Mary,JENKS,F,1749-01-22,John,JENKS,raf- wing commander,Margaret,FAISTER,builder
rec-108-org,Alexander,RICHARDSON,M,1728-09-01,Alexander,RICHARDSON,servant,Margaret,CULL,mechanic
rec-1080-org,Mary,MANKTON,F,1752-07-23,Wm,MANKTON,soldier,Jane,GREEN,boot & shoe maker
rec-1081-dup-0,Jaems,HALL,M,1747-10-28,Archibald,HALL,druggist,Annie,POLLARAD,carpenter
rec-1081-org,James,HALL,M,1747-10-28,Archibald,HALL,druggist,Annie,POLLARAD,carpenter
rec-1082-org,Louis,MILLARD,M,1748-05-12,James,MILLARD,dental surgeon,Elizabeth,CALMAR,miner
rec-1083-org,Jane,M,F,1769-09-23,Peter,M,engineers fitter,Christina,LAVERSUCH,pharmacist and chemist
rec-1084-org,Ellen,BURROWS,F,1748-04-28,John,BURROWS,clerk,Ethel,CLEMENT,managing clerk
rec-1085-org,Jane,WILSON,F,1747-11-12,Alexander,WILSON,silk winder,Cecilia,STEWART,pharmaceutical chemist
rec-1086-org,Catherine,THOMAS,F,1747-04-08,John,THOMAS,nailer,Jane,CLARK,labourer
rec-1087-org,Mary,SHARPE,F,1748-02-27,James,SHARPE,baker,Margt,HANEND,co-op manager
rec-1088-org,Isabella,TROUP,F,1747-11-27,David,TROUP,corn factor and seedsman,Jessie,LENNARD,coal miner
rec-1089-dup-0,Daniek,TAYLOR,M,1754-04-11,John,TAYLOR,mason,Sarah,MASLIN,clerk
rec-1089-org,Daniel,TAYLOR,M,1754-04-11,John,TAYLOR,mason,Sarah,MASLIN,clerk
rec-109-dup-0,Jant,HAWKEN,F,1730-11-07,Alexander,HAWKEN,domestic servant (parlourmaid),Catharine,BENNETT,colliery engineer
rec-109-org,Janet,HAWKEN,F,1730-11-07,Alexander,HAWKEN,domestic servant (parlourmaid),Catharine,BENNETT,colliery engineer
rec-1090-org,John,HILL,M,1748-03-16,Andrew,HILL,framework knitter,Marion,DICKSON,chief boatswain (coastguard)
rec-1091-org,Matthew,ROBERTSON,M,1747-07-15,Joseph,ROBERTSON,blacksmith,Mary,GOLDTHORP,ag lab
rec-1092-org,Jane,WARNER,F,1747-03-19,Andrew,WARNER,smith,Agnes,DOWNHAMS,shale miner
rec-1093-dup-0,Maggie,WILIAMS,F,1753-05-15,James,WILLIAMS,gardener,Jane,SODEN,lance corporal- army
rec-1093-org,Maggie,WILLIAMS,F,1753-05-15,James,WILLIAMS,gardener,Jane,SODEN,lance corporal- army
rec-1094-dup-0,Elen,HAIGH,F,1752-09-02,John,HAIGH,shoemaker,Mary,LANGELAAN,cabinet maker
rec-1094-org,Ellen,HAIGH,F,1752-09-02,John,HAIGH,shoemaker,Mary,LANGELAAN,cabinet maker
rec-1095-org,Mary,BOYLE,F,1750-10-12,Hector,BOYLE,iron works manager,Agnes,WATON,labourer
rec-1096-org,Archibald,MAHAFFEY,M,1758-03-04,Willia,MAHAFFEY,weaver,Mary,TAYLOR,farmer
rec-1097-org,Mary,DAFT,F,1751-10-01,William,DAFT,railway ganger,Margaret,LUSCOMBE,thatcher
rec-1098-org,Catherine,HAWKSBY,F,1749-04-22,Alexander,HAWKSBY,farm lab,Mary,FEILDING,stockfitter
rec-1099-org,Isabella,WALKER,F,1750-05-28,Alexr,WALKER,farm labourer,Bella,WRIGHT,attorneys clerk
rec-11-org,Jas,WHATTON,M,1721-10-22,John,WHATTON,carpenter,Elisabeth,STEPHENSON,mariner
rec-110-dup-0,Wiliam,BUCK,M,1730-10-20,Archibald,BUCK,munitions factory worker,Margaret,REES,senior contract engineer
rec-110-org,William,BUCK,M,1730-10-20,Archibald,BUCK,munitions factory worker,Margaret,REES,senior contract engineer
rec-1100-org,Charles,MILWERT,M,1749-07-04,James,MILWERT,labourer,Jane,WATT,hatter
rec-1101-org,James,ORRDEL,M,1747-08-20,William,ORRDEL,housekeeper,Emily,BROOK,blacksmith
rec-1102-dup-0,David,BOLTrN,M,1751-07-20,Daniel,BOLTON,gardener- domestic,Mary,GRAHAM,weaver
rec-1102-org,David,BOLTON,M,1751-07-20,Daniel,BOLTON,gardener- domestic,Mary,GRAHAM,weaver
rec-1103-dup-0,Mari,HAWORTH,F,1753-04-08,Morris,HAWORTH,office worker,Elsie,PHEAR,farmer
rec-1103-org,Mary,HAWORTH,F,1753-04-08,Morris,HAWORTH,office worker,Elsie,PHEAR,farmer
rec-1104-org,Daniel,HAWORTH,M,1753-04-08,Morris,HAWORTH,office worker,Elsie,PHEAR,farmer
rec-1105-org,James,JONES,M,1748-02-01,John,JONES,labourer,Jane,MACHRAY,printer
rec-1106-dup-0,Walteah,BOND,M,1749-07-14,Alexander,BOND,clerk of cheque of ordnance,Margaret,HOLDSWORTH,basket maker
rec-1106-org,Walter,BOND,M,1749-07-14,Alexander,BOND,clerk of cheque of ordnance,Margaret,HOLDSWORTH,basket maker
rec-1107-org,Elizabeth,JENKINS,F,1751-10-18,David,JENKINS,labourer,Catherine,WINDLE,market gardener
rec-1108-org,Helen,DYER,F,1749-10-09,David,DYER,painter,Alice,ANDERSON,vinegar merchant
rec-1109-org,James,SAUNDERSON,M,1748-11-09,William,SAUNDERSON,mariner,Mary,WETHERELL,farm labourer
rec-111-dup-0,jDuncan,HERNE,M,1730-12-13,John,HERNE,farmer,Elizabeth,JONES,tanner
rec-111-org,Duncan,HERNE,M,1730-12-13,John,HERNE,farmer,Elizabeth,JONES,tanner
rec-1110-org,Walter,VAUGHAN,M,1748-06-06,Thomas,VAUGHAN,master baker,Allison,PALMER,lab
rec-1111-org,Janet,CARTER,F,1750-04-18,Michael,CARTER,book keeper,Jane,HILTON,corn miller
rec-1112-dup-0,Jane,BROWNq,F,1757-11-03,Willia,BROWN,barmaid,Isabella,DAVY,medical labeller
rec-1112-org,Jane,BROWN,F,1757-11-03,Willia,BROWN,barmaid,Isabella,DAVY,medical labeller
rec-1113-dup-0,Jon,LANT,M,1752-03-05,Malcolm,LANT,coal miner,Mary,TRATHAN,inn keeper
rec-1113-org,John,LANT,M,1752-03-05,Malcolm,LANT,coal miner,Mary,TRATHAN,inn keeper
rec-1114-org,Catherine,HOPGOOD,F,1748-05-15,George,HOPGOOD,timber dealer,Margaret,PAWLET,carpenter
rec-1115-org,William,BROOKS,M,1759-02-19,William,BROOKS,dressmaker,Betsy,GRAINGE,gardener
rec-1116-org,John,HILL,M,1747-11-19,James,HILL,superintendant- port of london authority,Maggie,SPRINGETT,labourer
rec-1117-org,Alexr,DISCOMBE,M,1750-08-09,Colin,DISCOMBE,water filter manufacturer,Isabella,GAMBOLD,ironmonger
rec-1118-org,Mary,HALCRO,F,1748-05-17,John,HALCRO,milliner,Jane,JONES,labourer
rec-1119-dup-0,Maru,PORTUN,F,1749-03-15,Colin,PORTUN,fisherman,Margret,PRIMROSE,coal dealer
rec-1119-org,Mary,PORTUN,F,1749-03-15,Colin,PORTUN,fisherman,Margret,PRIMROSE,coal dealer
rec-112-dup-0,Jane,LIFTpN,F,1727-08-05,James,LIFTON,gilder,Margaret,HOLLIWELL,carpenter
rec-112-org,Jane,LIFTON,F,1727-08-05,James,LIFTON,gilder,Margaret,HOLLIWELL,carpenter
rec-1120-org,James,GIBONS,M,1755-04-18,Alexander,GIBONS,labourer,Maud,MCLERIE,stove grate fitter
rec-1121-org,Nicolas,RICHARDS,F,1748-08-07,James,RICHARDS,ag lab,Charlotte,LITTLE,baker
rec-1122-org,Elizabeth,VEITCH,F,1752-03-24,Robert,VEITCH,glazier,Elizabeth,YARD,grocer
rec-1123-org,Mary,DUNN,F,1748-08-11,William,DUNN,miller,Betsy,BROWN,engineer
rec-1124-org,David,CHAMBERS,M,1753-09-04,Will,CHAMBERS,carpenter,Mary,LIDDLE,carriage finisher
rec-1125-org,James,WOODHAM,M,1753-05-08,James,WOODHAM,nailer,Margaret,ELLIS,cook
rec-1126-org,Helen,JONES,F,1748-12-01,John,JONES,postman,Ann,HOLGOLTS,shop assistant- grocers
rec-1127-org,Patrick,BAMSEY,M,1749-05-29,John,BAMSEY,labourer,Catherine,LARKIN,carpenter
rec-1128-org,Mary,GOUNDRY,F,1748-05-29,Willia,GOUNDRY,fireman,Margaret,RUSBY,needlemaker
rec-1129-org,Margaret,HARRISON,F,1749-01-08,Delilah,HARRISON,coal miner,Catharine,GLEAVE,farm bailiff
rec-113-org,Ellen,LYONS,F,1731-12-24,Edward,LYONS,chemist and druggist,Susanah,NOTT,builder
rec-1130-org,George,JONES,M,1747-04-28,James,JONES,tanner,Jean,VALLANCE,harness maker
rec-1131-org,Peter,TWISSELL,M,1758-10-26,John,TWISSELL,mechanical engineer,Jessie,WORDIE,clerk
rec-1132-dup-0,Chrisctina,JACKSON,F,1749-01-14,Peter,JACKSON,clothworker,Christina,PEARSE,baker
rec-1132-org,Christina,JACKSON,F,1749-01-14,Peter,JACKSON,clothworker,Christina,PEARSE,baker
rec-1133-org,James,LOMAS,M,1746-10-19,Will,LOMAS,worsted weaver,Jessie,BEST,die-sinker
rec-1134-org,Mary,HANSON,F,1752-02-23,George,HANSON,grocer,Eliza,WEDGBURY,artificial limb maker
rec-1135-org,David,HONES,M,1749-02-23,Alexander,HONES,butcher,Therese,CONNELL,shop assistant
rec-1136-org,Margaret,JONES,F,1746-09-15,John,JONES,fisherman,Annie,PENTLAND BROWN,baker
rec-1137-dup-0,Helfen,MOORE,F,1749-01-30,Thomas,MOORE,tailor,Roseann,GORMON,master plumber
rec-1137-org,Helen,MOORE,F,1749-01-30,Thomas,MOORE,tailor,Roseann,GORMON,master plumber
rec-1138-org,Euphemia,JENNINGS,F,1750-04-04,James,JENNINGS,engineer,Catherine,BOND,ships officer
rec-1139-dup-0,Isablla,RUTHERFORD,F,1750-02-26,Charles,RUTHERFORD,dressmaker,Margt,BUSBY,woolsorter
rec-1139-org,Isabella,RUTHERFORD,F,1750-02-26,Charles,RUTHERFORD,dressmaker,Margt,BUSBY,woolsorter
rec-114-org,Mary,SNOOK,F,1730-10-26,Alexr,SNOOK,mercantile clerk,Margaret,THOMAS,bootcloser
rec-1140-org,Elizabeth,BROWNE,F,1752-11-11,Charles,BROWNE,farmer,Catherine,RILEY,bookbinder
rec-1141-org,James,BAKER,M,1748-08-19,James,BAKER,coal miner,Susan,POYNTON,soldier - sgt
rec-1142-org,Janet,SNELLING,F,1747-03-14,Charles,SNELLING,printers compositor,Jane,ELWORTHY,stonemason
rec-1143-dup-0,Janj,WELLS,F,1766-12-31,Richard,WELLS,gentlemans servant,Jessie,BOOTH,seamstress
rec-1143-org,Jane,WELLS,F,1766-12-31,Richard,WELLS,gentlemans servant,Jessie,BOOTH,seamstress
rec-1144-org,Alexander,HERNE,M,1754-02-09,John,HERNE,farmer,Annie,ROBINSON,labourer
rec-1145-org,Susan,WARREN,F,1752-11-15,John,WARREN,bailiff,Margaret,MCPHERSON,lab
rec-1146-org,Isabella,TARRANT,F,1749-10-05,Thomas,TARRANT,cabinet maker,Isabella,LEE,labourer
rec-1147-org,Thomas,GAGE,M,1750-08-16,Arthur,GAGE,builder,Margt,MOXLEY,labourer
rec-1148-org,Marjory,STONE,F,1749-12-26,Thomas,STONE,cloth finisher,Elizabeth,MORGANS,delver
rec-1149-dup-0,Espitb,SCARLETT,F,1748-01-27,Alexander,SCARLETT,farmer,Bella,SMITH,ag lab
rec-1149-org,Espith,SCARLETT,F,1748-01-27,Alexander,SCARLETT,farmer,Bella,SMITH,ag lab
rec-115-org,Jane,TUCKER,F,1726-01-28,James,TUCKER,blacksmith,Margret,MOUNTFORD,master mariner
rec-1150-org,John,NOBLE,M,1752-04-26,William,NOBLE,guard,Isabella,CORBETT,painter
rec-1151-org,Annie,DAWKINS,F,1749-01-22,Alexr,DAWKINS,farmer,Eliza,DAVIES,basket maker
rec-1152-org,Margaret,ROGERS,F,1747-07-12,Henry,ROGERS,porter,Isabella,ROBERTSHAW,domestic servant
rec-1153-org,Jane,BURNLEY,F,1746-04-10,Robert,BURNLEY,secretary,Mary,OLDERSHAW,tenant farmer
rec-1154-org,Matilda,DARVILL,F,1754-12-11,William,DARVILL,baker,Jessie,LINELY,potter
rec-1155-org,Adam,MCGREGOR,M,1750-06-18,John,MCGREGOR,labourer,Sarah,WATERS,clog maker
rec-1156-dup-0,Jan,BRANNAN,F,1750-03-31,George,BRANNAN,carter,Jessie,RUSSELL,stonemason
rec-1156-org,Jane,BRANNAN,F,1750-03-31,George,BRANNAN,carter,Jessie,RUSSELL,stonemason
rec-1157-dup-0,Anne,HLLS,F,1749-12-12,Charles,HILLS,contractor,Maryann,WILLIAMS,shoemaker
rec-1157-org,Anne,HILLS,F,1749-12-12,Charles,HILLS,contractor,Maryann,WILLIAMS,shoemaker
rec-1158-org,Margaret,NICHOLS,F,1745-12-17,James,NICHOLS,labourer,Margaret,BALLARD,domestic servant
rec-1159-org,Andrew,STRUIGER,M,1748-09-12,Hugh,STRUIGER,miner,Margaret,CROSSIAN,typist
rec-116-org,Jane,OFFLER,F,1728-06-01,Charles,OFFLER,labourer,Mary,WELLS,miner
rec-1160-org,James,KING,M,1749-12-04,John,KING,clothiers asst,Mary,FRANKHAM,blacksmith
rec-1161-org,Margaret,CLASOM,F,1749-05-02,George,CLASOM,brickmaker,Christina,NEAL,farmer
rec-1162-dup-0,George,WAT,M,1750-02-08,Alexander,WAIT,surgeon,Catherine,DANIEL,joiner
rec-1162-org,George,WAIT,M,1750-02-08,Alexander,WAIT,surgeon,Catherine,DANIEL,joiner
rec-1163-dup-0,Elizaberh,LINDON,F,1754-08-28,John,LINDON,carpenter,Anne,HATTERS,lab
rec-1163-org,Elizabeth,LINDON,F,1754-08-28,John,LINDON,carpenter,Anne,HATTERS,lab
rec-1164-org,Margaret,THOMAS,F,1749-05-28,Matthew,THOMAS,farmer,Margaret,GILL,domestic servant
rec-1165-org,Geo,STAIK,M,1752-09-22,John,STAIK,ag lab,Rebecca,WILLIAMS,research & development chemist
rec-1166-org,Jane,HOOKHAM,F,1747-11-15,James,HOOKHAM,fisherman,Georgina,DEARDEN,chemist
rec-1167-org,Patrick,BAYLISS,M,1751-04-27,William,BAYLISS,milk maid,Ann,MOTTRAM,farmer
rec-1168-dup-0,Dahvid,COOPER,M,1751-07-18,Christopher,COOPER,farmer,Mary,RASON,metal roller (gold worker)
rec-1168-org,David,COOPER,M,1751-07-18,Christopher,COOPER,farmer,Mary,RASON,metal roller (gold worker)
rec-1169-org,Margt,MCRAE,F,1750-06-18,Patrick,MCRAE,engineer's turner,Margret,CLUTCH,car man
rec-117-org,Agnes,BOWMAN,F,1728-06-02,Hugh,BOWMAN,draper,Jane,TREDWIN,clerk
rec-1170-org,Jane,COURTENAY,F,1749-05-07,William,COURTENAY,drayman,Ellen,HOLLOWAY,farmer
rec-1171-org,Alexander,CHALLACOMBE,M,1750-04-17,Charles,CHALLACOMBE,labourer,Margaret,ROUND,teacher
